Case 1: wavelength 355nm
Number of data points: 1005 
(Pressure,  temperature, dewpoint, particle extinction coefficient (1/m),lidar ratio (sr), depolarization ratio, altitude (m))



   755.57  -14.82  -59.83 .2400E-03   28.00   .00   2287.50


   754.08  -14.92  -59.89 .2400E-03   28.00   .00   2302.50


   752.58  -15.01  -59.95 .2400E-03   28.00   .00   2317.50


   751.09  -15.11  -60.02 .2400E-03   28.00   .00   2332.50


   749.60  -15.21  -60.08 .2400E-03   28.00   .00   2347.50


   748.11  -15.31  -60.14 .2400E-03   28.00   .00   2362.50


   746.62  -15.40  -60.21 .2400E-03   28.00   .00   2377.50


   745.14  -15.50  -60.27 .2400E-03   28.00   .00   2392.50


   743.66  -15.60  -60.33 .2400E-03   28.00   .00   2407.50


   742.18  -15.70  -60.40 .2400E-03   28.00   .00   2422.50


   740.71  -15.80  -60.46 .2400E-03   28.00   .00   2437.50


   739.23  -15.89  -60.52 .2400E-03   28.00   .00   2452.50


   737.76  -15.99  -60.59 .2400E-03   28.00   .00   2467.50


   736.29  -16.09  -60.65 .2400E-03   28.00   .00   2482.50


   734.83  -16.18  -60.71 .2400E-03   28.00   .00   2497.50


   733.36  -16.28  -60.78 .1800E-06   28.00   .00   2512.50


   731.90  -16.38  -60.84 .1800E-06   28.00   .00   2527.50


   730.44  -16.48  -60.90 .1800E-06   28.00   .00   2542.50


   728.98  -16.57  -60.97 .1800E-06   28.00   .00   2557.50


   727.53  -16.67  -61.03 .1800E-06   28.00   .00   2572.50


   726.08  -16.77  -61.09 .1800E-06   28.00   .00   2587.50


   724.63  -16.87  -61.16 .1800E-06   28.00   .00   2602.50


   723.18  -16.96  -61.22 .1800E-06   28.00   .00   2617.50


   721.73  -17.06  -61.28 .1800E-06   28.00   .00   2632.50


   720.29  -17.16  -61.35 .1800E-06   28.00   .00   2647.50


   718.85  -17.26  -61.41 .1800E-06   28.00   .00   2662.50


   717.41  -17.35  -61.47 .1800E-06   28.00   .00   2677.50


   715.97  -17.45  -61.54 .1800E-06   28.00   .00   2692.50


   714.54  -17.55  -61.60 .1800E-06   28.00   .00   2707.50


   713.11  -17.65  -61.66 .1800E-06   28.00   .00   2722.50


   711.68  -17.74  -61.73 .1800E-06   28.00   .00   2737.50


   710.25  -17.84  -61.79 .1400E-06   28.00   .00   2752.50


   708.83  -17.94  -61.85 .1400E-06   28.00   .00   2767.50


   707.41  -18.04  -61.92 .1400E-06   28.00   .00   2782.50


   705.99  -18.14  -61.98 .1400E-06   28.00   .00   2797.50


   704.57  -18.23  -62.04 .1400E-06   28.00   .00   2812.50


   703.15  -18.33  -62.11 .1400E-06   28.00   .00   2827.50


   701.74  -18.43  -62.17 .1400E-06   28.00   .00   2842.50


   700.33  -18.53  -62.23 .1400E-06   28.00   .00   2857.50


   698.92  -18.62  -62.30 .1400E-06   28.00   .00   2872.50


   697.52  -18.72  -62.36 .1400E-06   28.00   .00   2887.50


   696.11  -18.82  -62.43 .1400E-06   28.00   .00   2902.50


   694.71  -18.91  -62.49 .1400E-06   28.00   .00   2917.50


   693.31  -19.01  -62.55 .1400E-06   28.00   .00   2932.50


   691.91  -19.11  -62.62 .1400E-06   28.00   .00   2947.50


   690.52  -19.21  -62.68 .1400E-06   28.00   .00   2962.50


   689.13  -19.30  -62.74 .1400E-06   28.00   .00   2977.50


   687.74  -19.40  -62.81 .1400E-06   28.00   .00   2992.50


   686.35  -19.50  -62.87 .1400E-06   28.00   .00   3007.50


   684.96  -19.60  -62.93 .1400E-06   28.00   .00   3022.50


   683.58  -19.70  -63.00 .1400E-06   28.00   .00   3037.50


   682.20  -19.79  -63.06 .1400E-06   28.00   .00   3052.50


   680.82  -19.89  -63.13 .1400E-06   28.00   .00   3067.50


   679.44  -19.99  -63.19 .1400E-06   28.00   .00   3082.50


   678.07  -20.09  -63.25 .1400E-06   28.00   .00   3097.50


   676.70  -20.18  -63.32 .1400E-06   28.00   .00   3112.50


   675.33  -20.28  -63.38 .1400E-06   28.00   .00   3127.50


   673.96  -20.38  -63.44 .1400E-06   28.00   .00   3142.50


   672.60  -20.47  -63.51 .1400E-06   28.00   .00   3157.50


   671.23  -20.57  -63.57 .1400E-06   28.00   .00   3172.50


   669.87  -20.67  -63.64 .1400E-06   28.00   .00   3187.50


   668.51  -20.77  -63.70 .1400E-06   28.00   .00   3202.50


   667.16  -20.87  -63.76 .1400E-06   28.00   .00   3217.50


   665.80  -20.96  -63.83 .1400E-06   28.00   .00   3232.50


   664.45  -21.06  -63.89 .1400E-06   28.00   .00   3247.50


   663.10  -21.16  -63.95 .1400E-06   28.00   .00   3262.50


   661.75  -21.26  -64.02 .1400E-06   28.00   .00   3277.50


   660.41  -21.35  -64.08 .1400E-06   28.00   .00   3292.50


   659.07  -21.45  -64.15 .1400E-06   28.00   .00   3307.50


   657.73  -21.55  -64.21 .1400E-06   28.00   .00   3322.50


   656.39  -21.65  -64.27 .1400E-06   28.00   .00   3337.50


   655.05  -21.74  -64.34 .1400E-06   28.00   .00   3352.50


   653.72  -21.84  -64.40 .1400E-06   28.00   .00   3367.50


   652.38  -21.94  -64.47 .1400E-06   28.00   .00   3382.50


   651.06  -22.03  -64.53 .1400E-06   28.00   .00   3397.50


   649.73  -22.13  -64.59 .1400E-06   28.00   .00   3412.50


   648.40  -22.23  -64.66 .1400E-06   28.00   .00   3427.50


