Altitude(m)	beta_aerosol(m^-1 sr^-1)	beta_molecular(m^-1 sr^-1)
3982.28818	4.1562198878e-07	1.01006965457e-06
3989.75964	3.81884538371e-07	1.00927384253e-06
3997.2311	3.72724394617e-07	1.00847851027e-06
4004.70256	3.55530698322e-07	1.00768365757e-06
4012.17402	4.41355175296e-07	1.00688928425e-06
4019.64548	4.74792706961e-07	1.00609539011e-06
4027.11694	3.76391491426e-07	1.00530197493e-06
4034.5884	3.53405905791e-07	1.00450903853e-06
4042.05986	3.81293394171e-07	1.00371658069e-06
4049.53132	4.10750868824e-07	1.00292460123e-06
4057.00278	4.37729457796e-07	1.00213309994e-06
4064.47424	4.47210807214e-07	1.00134207662e-06
4071.9457	4.567393362e-07	1.00055153107e-06
4079.41716	5.15763533745e-07	9.99761463094e-07
4086.88862	4.3323669655e-07	9.98971872486e-07
4094.36008	4.08063238574e-07	9.9818275905e-07
4101.83154	4.28504539906e-07	9.97394122584e-07
4109.303	4.1418873913e-07	9.96605962891e-07
4116.77446	3.96896959895e-07	9.95818279768e-07
4124.24592	4.83571726554e-07	9.95031073018e-07
4131.71738	4.80551142346e-07	9.9424434244e-07
4139.18884	5.00169150878e-07	9.93458087835e-07
4146.6603	4.90000992501e-07	9.92672309003e-07
4154.13176	4.59662974059e-07	9.91887005744e-07
4161.60322	3.87339326115e-07	9.9110217786e-07
4169.07468	4.41254370322e-07	9.9031782515e-07
4176.54614	4.81141339259e-07	9.89533947415e-07
4184.0176	4.67548961058e-07	9.88750544457e-07
4191.48906	4.56711256692e-07	9.87967616075e-07
4198.96052	4.99977291142e-07	9.87185162071e-07
4206.43198	4.77362230355e-07	9.86403182245e-07
4213.90344	4.84057318134e-07	9.85621676398e-07
4221.3749	5.30839875744e-07	9.84840644332e-07
4228.84636	4.54348436419e-07	9.84060085846e-07
4236.31782	4.57895449571e-07	9.83280000742e-07
4243.78928	4.10374030189e-07	9.82500388821e-07
4251.26074	5.1316431719e-07	9.81721249885e-07
4258.7322	4.97256863463e-07	9.80942583733e-07
4266.20366	5.54123345158e-07	9.80164390168e-07
4273.67512	4.86329467914e-07	9.79386668991e-07
4281.14658	4.56182551675e-07	9.78609420003e-07
4288.61804	5.01098421139e-07	9.77832643005e-07
4296.0895	5.52561817712e-07	9.77056337799e-07
4303.56096	5.22272730391e-07	9.76280504185e-07
4311.03242	4.76099630838e-07	9.75505141966e-07
4318.50388	4.93550537637e-07	9.74730250944e-07
4325.97534	5.36226839878e-07	9.73955830918e-07
4333.4468	5.02057613826e-07	9.73181881692e-07
4340.91826	4.3749209511e-07	9.72408403067e-07
4348.38972	5.64429585434e-07	9.71635394845e-07
4355.86118	6.22340770935e-07	9.70862856826e-07
4363.33264	5.22286889077e-07	9.70090788814e-07
4370.8041	4.79133222613e-07	9.6931919061e-07
4378.27556	5.952521057e-07	9.68548062015e-07
4385.74702	6.41128080318e-07	9.67777402832e-07
4393.21848	5.31279646375e-07	9.67007212863e-07
4400.68994	5.62418883207e-07	9.66237491909e-07
4408.1614	5.21690653117e-07	9.65468239773e-07
4415.63286	5.49658856241e-07	9.64699456257e-07
4423.10432	5.66278027287e-07	9.63931141163e-07
4430.57578	5.23313113406e-07	9.63163294294e-07
4438.04724	4.58288386985e-07	9.6239591545e-07
4445.5187	4.94582812686e-07	9.61629004436e-07
4452.99016	5.17741735442e-07	9.60862561053e-07
4460.46162	4.51823123044e-07	9.60096585103e-07
4467.93308	4.57974477431e-07	9.59331076389e-07
4475.40454	4.28514060688e-07	9.58566034714e-07
4482.876	4.14092733513e-07	9.57801459879e-07
4490.34746	5.00375675702e-07	9.57037351688e-07
4497.81892	4.79260917944e-07	9.56273709944e-07
4505.29038	4.73430504798e-07	9.55510534448e-07
4512.76184	4.57139694197e-07	9.54747825004e-07
4520.2333	4.04225886069e-07	9.53985581414e-07
4527.70476	4.29221641298e-07	9.53223803481e-07
4535.17622	4.75381864225e-07	9.52462491009e-07
4542.64768	5.11374483561e-07	9.51701643799e-07
4550.11914	4.73641589329e-07	9.50941261655e-07
4557.5906	4.19632796629e-07	9.5018134438e-07
4565.06206	5.37318983498e-07	9.49421891777e-07
4572.53352	4.58196298742e-07	9.48662903648e-07
4580.00498	4.24863364401e-07	9.47904379798e-07
4587.47644	4.75585810167e-07	9.4714632003e-07
4594.9479	5.21303004953e-07	9.46388724145e-07
4602.41936	4.66093616405e-07	9.45631591949e-07
4609.89082	5.5379554537e-07	9.44874923244e-07
4617.36228	4.59992269927e-07	9.44118717833e-07
4624.83374	4.2022637099e-07	9.4336297552e-07
4632.3052	4.44341299254e-07	9.42607696109e-07
4639.77666	4.9994869302e-07	9.41852879402e-07
4647.24812	5.19009843729e-07	9.41098525204e-07
4654.71958	5.53050344269e-07	9.40344633318e-07
4662.19104	4.81147269374e-07	9.39591203547e-07
4669.6625	5.52592605474e-07	9.38838235696e-07
4677.13396	5.70181346835e-07	9.38085729568e-07
4684.60542	5.59624895704e-07	9.37333684967e-07
4692.07688	5.86765909924e-07	9.36582101697e-07
4699.54834	5.34380236068e-07	9.35830979562e-07
4707.0198	5.59626886327e-07	9.35080318364e-07
4714.49126	5.86967915009e-07	9.3433011791e-07
4721.96272	4.49440081905e-07	9.33580378002e-07
4729.43418	4.55200565841e-07	9.32831098444e-07
4736.90564	5.05442804324e-07	9.32082279042e-07
4744.3771	5.28909146027e-07	9.31333919598e-07
4751.84856	4.66851659046e-07	9.30586019917e-07
4759.32002	5.25423937185e-07	9.29838579804e-07
4766.79148	5.64839160145e-07	9.29091599062e-07
4774.26294	5.25797620595e-07	9.28345077496e-07
4781.7344	5.3382061191e-07	9.2759901491e-07
4789.20586	4.32801950949e-07	9.2685341111e-07
4796.67732	5.12034394127e-07	9.26108265898e-07
4804.14878	5.04002666613e-07	9.25363579081e-07
4811.62024	6.62272357565e-07	9.24619350461e-07
4819.0917	5.78368923431e-07	9.23875579845e-07
4826.56316	5.17956881857e-07	9.23132267037e-07
4834.03462	5.40109179354e-07	9.2238941184e-07
4841.50608	5.50209122302e-07	9.21647014061e-07
4848.97754	4.92991629596e-07	9.20905073504e-07
4856.449	5.39758221493e-07	9.20163589974e-07
4863.92046	5.6015085209e-07	9.19422563275e-07
4871.39192	5.22900079853e-07	9.18681993213e-07
4878.86338	5.68149124122e-07	9.17941879593e-07
4886.33484	4.99427302452e-07	9.17202222219e-07
4893.8063	4.73912272838e-07	9.16463020898e-07
4901.27776	5.44443920078e-07	9.15724275433e-07
4908.74922	5.88217228879e-07	9.1498598563e-07
4916.22068	5.35341866029e-07	9.14248151294e-07
4923.69214	6.04713516572e-07	9.13510772231e-07
4931.1636	5.5147156385e-07	9.12773848246e-07
4938.63506	5.10544831027e-07	9.12037379144e-07
4946.10652	5.09883648459e-07	9.11301364731e-07
4953.57798	4.79144764964e-07	9.10565804812e-07
4961.04944	5.83794500686e-07	9.09830699193e-07
4968.5209	5.89859049202e-07	9.09096047678e-07
4975.99236	5.30875789057e-07	9.08361850075e-07
4983.46382	4.64853548381e-07	9.07628106188e-07
4990.93528	5.94830158302e-07	9.06894815823e-07
4998.40674	5.63645308918e-07	9.06161978786e-07
5005.8782	5.56369256291e-07	9.05429594882e-07
5013.34966	5.644543094e-07	9.04697663918e-07
5020.82112	5.68144703042e-07	9.039661857e-07
5028.29258	4.87369077727e-07	9.03235160032e-07
5035.76404	5.50895267786e-07	9.02504586722e-07
5043.2355	4.49275511523e-07	9.01774465575e-07
5050.70696	5.35471906802e-07	9.01044796397e-07
5058.17842	5.07391136673e-07	9.00315578994e-07
5065.64988	5.37855149376e-07	8.99586813174e-07
5073.12134	5.68534681528e-07	8.9885849874e-07
5080.5928	4.08149402797e-07	8.98130635501e-07
5088.06426	4.77243641264e-07	8.97403223262e-07
5095.53572	4.82660071208e-07	8.9667626183e-07
5103.00718	4.71988781819e-07	8.95949751011e-07
5110.47864	4.84288621395e-07	8.95223690611e-07
5117.9501	5.08238173899e-07	8.94498080437e-07
5125.42156	4.44037552191e-07	8.93772920295e-07
5132.89302	4.93567018365e-07	8.93048209992e-07
5140.36448	5.10700892204e-07	8.92323949335e-07
5147.83594	5.53767517611e-07	8.91600138131e-07
5155.3074	4.79357320083e-07	8.90876776185e-07
5162.77886	4.27976121408e-07	8.90153863305e-07
5170.25032	5.13720795082e-07	8.89431399297e-07
5177.72178	4.19259804661e-07	8.88709383969e-07
5185.19324	3.93283026753e-07	8.87987817127e-07
5192.6647	3.50319682897e-07	8.87266698578e-07
5200.13616	5.35297153271e-07	8.86546028129e-07
5207.60762	5.04667899473e-07	8.85825805588e-07
5215.07908	4.32645271861e-07	8.85106030761e-07
5222.55054	3.40632444169e-07	8.84386703455e-07
5230.022	3.16090911861e-07	8.83667823478e-07
5237.49346	4.2081312683e-07	8.82949390637e-07
5244.96492	3.3022993294e-07	8.82231404739e-07
5252.43638	2.97962199426e-07	8.81513865591e-07
5259.90784	3.19697682848e-07	8.80796773e-07
5267.3793	2.64868410346e-07	8.80080126775e-07
5274.85076	2.44371225208e-07	8.79363926723e-07
5282.32222	3.0337836843e-07	8.78648172651e-07
5289.79368	2.55390589057e-07	8.77932864366e-07
5297.26514	2.57147373698e-07	8.77218001676e-07
5304.7366	3.418352907e-07	8.76503584389e-07
5312.20806	1.49776868387e-07	8.75789612313e-07
5319.67952	1.38434488413e-07	8.75076085255e-07
5327.15098	1.11778872814e-07	8.74363003023e-07
5334.62244	2.7318165088e-07	8.73650365425e-07
5342.0939	1.8049386899e-07	8.72938172268e-07
5349.56536	2.15130627955e-07	8.72226423361e-07
5357.03682	1.42150868779e-07	8.71515118512e-07
5364.50828	2.07717770524e-07	8.70804257528e-07
5371.97974	1.60059089049e-07	8.70093840218e-07
5379.4512	1.76828534626e-07	8.69383866389e-07
5386.92266	1.1313503204e-07	8.68674335851e-07
5394.39412	2.15805277732e-07	8.6796524841e-07
5401.86558	1.77982348895e-07	8.67256603875e-07
5409.33704	1.45127526954e-07	8.66548402056e-07
5416.8085	2.06714809785e-07	8.65840642758e-07
5424.27996	1.20975340677e-07	8.65133325793e-07
5431.75142	1.35181309724e-07	8.64426450967e-07
5439.22288	3.27117517364e-08	8.63720018089e-07
5446.69434	1.42447430199e-07	8.63014026967e-07
5454.1658	6.07219268586e-08	8.62308477411e-07
5461.63726	1.47080305687e-07	8.61603369228e-07
5469.10872	1.07812651307e-07	8.60898702228e-07
5476.58018	1.6789401278e-07	8.6019447622e-07
5484.05164	1.77047900405e-07	8.59490691011e-07
5491.5231	1.40198922155e-07	8.5878734641e-07
5498.99456	1.46552508917e-07	8.58084442228e-07
5506.46602	2.97339510087e-07	8.57381978271e-07
5513.93748	2.68763301767e-07	8.5667995435e-07
5521.40894	1.2484234718e-07	8.55978370273e-07
5528.8804	2.63106578197e-07	8.5527722585e-07
5536.35186	2.89234947634e-07	8.54576520888e-07
5543.82332	2.60205674103e-07	8.53876255199e-07
5551.29478	2.6702291562e-07	8.5317642859e-07
5558.76624	3.01693703506e-07	8.5247704087e-07
5566.2377	3.39376211024e-07	8.5177809185e-07
5573.70916	3.07312375389e-07	8.51079581338e-07
5581.18062	2.91854614545e-07	8.50381509144e-07
5588.65208	3.494985093e-07	8.49683875077e-07
5596.12354	2.29549892467e-07	8.48986678947e-07
5603.595	2.27764150692e-07	8.48289920563e-07
5611.06646	3.36771607864e-07	8.47593599734e-07
5618.53792	3.18247941295e-07	8.4689771627e-07
5626.00938	3.71049266422e-07	8.46202269981e-07
5633.48084	3.89787613096e-07	8.45507260677e-07
5640.9523	3.56861401764e-07	8.44812688166e-07
5648.42376	3.8138733354e-07	8.4411855226e-07
5655.89522	4.17640709146e-07	8.43424852767e-07
5663.36668	3.96072753049e-07	8.42731589498e-07
5670.83814	3.13190796195e-07	8.42038762262e-07
5678.3096	3.20244338226e-07	8.41346370869e-07
5685.78106	3.41971413715e-07	8.4065441513e-07
5693.25252	4.13770250149e-07	8.39962894854e-07
5700.72398	3.44610637718e-07	8.39271809852e-07
5708.19544	4.40458860957e-07	8.38581159933e-07
5715.6669	3.17585618618e-07	8.37890944909e-07
5723.13836	2.94938587092e-07	8.37201164588e-07
5730.60982	3.67540025685e-07	8.36511818781e-07
5738.08128	4.31649565496e-07	8.35822907299e-07
5745.55274	3.34186258481e-07	8.35134429952e-07
5753.0242	3.62404824684e-07	8.3444638655e-07
5760.49566	3.3647797975e-07	8.33758776904e-07
5767.96712	3.07329590114e-07	8.33071600824e-07
5775.43858	4.20635532625e-07	8.32384858121e-07
5782.91004	3.67243742421e-07	8.31698548606e-07
5790.3815	3.59271794041e-07	8.31012672088e-07
5797.85296	3.20599960163e-07	8.30327228379e-07
5805.32442	3.79940878079e-07	8.2964221729e-07
5812.79588	2.82549844732e-07	8.28957638631e-07
5820.26734	4.0076181382e-07	8.28273492213e-07
5827.7388	2.62557501811e-07	8.27589777847e-07
5835.21026	3.28518704507e-07	8.26906495343e-07
5842.68172	2.95168232001e-07	8.26223644514e-07
5850.15318	3.89732575357e-07	8.25541225169e-07
5857.62464	3.971384467e-07	8.2485923712e-07
5865.0961	2.88239599841e-07	8.24177680178e-07
5872.56756	3.61483815693e-07	8.23496554154e-07
5880.03902	2.7075545693e-07	8.22815858859e-07
5887.51048	2.90409368896e-07	8.22135594104e-07
5894.98194	4.21495266891e-07	8.21455759702e-07
5902.4534	3.42909621219e-07	8.20776355462e-07
5909.92486	3.75749752399e-07	8.20097381197e-07
5917.39632	2.29121759295e-07	8.19418836718e-07
5924.86778	3.32475164324e-07	8.18740721836e-07
5932.33924	2.84838811469e-07	8.18063036363e-07
5939.8107	2.595248118e-07	8.1738578011e-07
5947.28216	2.53499589801e-07	8.1670895289e-07
5954.75362	2.37657999475e-07	8.16032554513e-07
5962.22508	3.29377976947e-07	8.15356584791e-07
5969.69654	1.893455443e-07	8.14681043536e-07
5977.168	2.41999164593e-07	8.14005930561e-07
5984.63946	2.02842149875e-07	8.13331245676e-07
5992.11092	3.2839527632e-07	8.12656988693e-07
5999.58238	1.43714456229e-07	8.11983159425e-07
6007.05384	3.62625724171e-07	8.11309757684e-07
6014.5253	2.56856670293e-07	8.10636783281e-07
6021.99676	2.67171514007e-07	8.09964236028e-07
6029.46822	2.30695125607e-07	8.09292115738e-07
6036.93968	2.94623220535e-07	8.08620422223e-07
6044.41114	2.7483256568e-07	8.07949155295e-07
6051.8826	2.515257941e-07	8.07278314766e-07
6059.35406	2.75418900712e-07	8.06607900449e-07
6066.82552	2.04459769386e-07	8.05937912156e-07
6074.29698	2.24885654227e-07	8.05268349698e-07
6081.76844	1.80617712235e-07	8.0459921289e-07
6089.2399	2.45503630821e-07	8.03930501543e-07
6096.71136	1.66743120843e-07	8.03262215469e-07
6104.18282	1.14995137303e-07	8.02594354482e-07
6111.65428	1.42214901679e-07	8.01926918393e-07
6119.12574	3.00946587498e-07	8.01259907017e-07
6126.5972	1.62542859369e-07	8.00593320164e-07
6134.06866	2.17908262419e-07	7.99927157648e-07
6141.54012	2.49205148633e-07	7.99261419282e-07
6149.01158	1.68857532746e-07	7.98596104879e-07
6156.48304	1.5457709178e-07	7.97931214251e-07
6163.9545	1.61274551537e-07	7.97266747212e-07
6171.42596	2.84237282747e-07	7.96602703574e-07
6178.89742	1.88961841722e-07	7.95939083151e-07
6186.36888	1.70999532689e-07	7.95275885755e-07
6193.84034	3.09150182825e-07	7.946131112e-07
6201.3118	2.23828253362e-07	7.93950759298e-07
6208.78326	2.84339676114e-07	7.93288829864e-07
6216.25472	2.30656752874e-07	7.9262732271e-07
6223.72618	2.80721709125e-07	7.9196623765e-07
6231.19764	2.37503584559e-07	7.91305574496e-07
6238.6691	2.30092699828e-07	7.90645333063e-07
6246.14056	2.73279993104e-07	7.89985513164e-07
6253.61202	1.28059136873e-07	7.89326114612e-07
6261.08348	2.91139204975e-07	7.8866713722e-07
6268.55494	2.10829901626e-07	7.88008580804e-07
6276.0264	3.75042895326e-07	7.87350445175e-07
6283.49786	1.11213351408e-07	7.86692730147e-07
6290.96932	2.61225735827e-07	7.86035435536e-07
6298.44078	3.38410866745e-07	7.85378561153e-07
6305.91224	2.27541151019e-07	7.84722106813e-07
6313.3837	2.49401368063e-07	7.84066072331e-07
6320.85516	2.04493555392e-07	7.83410457519e-07
6328.32662	2.56168700713e-07	7.82755262191e-07
6335.79808	2.03547772921e-07	7.82100486163e-07
6343.26954	1.73069784602e-07	7.81446129247e-07
6350.741	1.49908615963e-07	7.80792191257e-07
6358.21246	1.86829807925e-07	7.80138672009e-07
6365.68392	2.5792562806e-07	7.79485571316e-07
6373.15538	1.96985108368e-07	7.78832888992e-07
6380.62684	2.07755212553e-07	7.78180624852e-07
6388.0983	3.44111389267e-07	7.77528778709e-07
6395.56976	2.56242187467e-07	7.76877350379e-07
6403.04122	2.21366120622e-07	7.76226339676e-07
6410.51268	2.01605232792e-07	7.75575746414e-07
6417.98414	3.08569952578e-07	7.74925570407e-07
6425.4556	2.69702106267e-07	7.7427581147e-07
6432.92706	3.92899781885e-07	7.73626469419e-07
6440.39852	1.37093522173e-07	7.72977544066e-07
6447.86998	1.8276650395e-07	7.72329035228e-07
6455.34144	2.59850139372e-07	7.71680942718e-07
6462.8129	1.77285566342e-07	7.71033266353e-07
6470.28436	2.19491123997e-07	7.70386005945e-07
6477.75582	2.89406506461e-07	7.69739161311e-07
6485.22728	2.57414523808e-07	7.69092732265e-07
6492.69874	2.09437306481e-07	7.68446718622e-07
6500.1702	2.36315309171e-07	7.67801120197e-07
6507.64166	2.51442351669e-07	7.67155936805e-07
6515.11312	2.74597576983e-07	7.66511168262e-07
6522.58458	3.41727142815e-07	7.65866814382e-07
6530.05604	2.29395584154e-07	7.65222874981e-07
6537.5275	2.44604442519e-07	7.64579349873e-07
6544.99896	1.79548928008e-07	7.63936238875e-07
6552.47042	2.30890612423e-07	7.63293541801e-07
6559.94188	3.47123481573e-07	7.62651258467e-07
6567.41334	2.17098623508e-07	7.62009388688e-07
6574.8848	2.68923769024e-07	7.6136793228e-07
6582.35626	1.9083916712e-07	7.60726889057e-07
6589.82772	2.22421580331e-07	7.60086258837e-07
6597.29918	3.19606683396e-07	7.59446041434e-07
6604.77064	2.28752344502e-07	7.58806236664e-07
6612.2421	2.03119653523e-07	7.58166844343e-07
6619.71356	2.80343110384e-07	7.57527864286e-07
6627.18502	1.67970562658e-07	7.56889296309e-07
6634.65648	2.70293931373e-07	7.56251140229e-07
6642.12794	2.61095140583e-07	7.5561339586e-07
6649.5994	3.01781802056e-07	7.54976063019e-07
6657.07086	3.1348200119e-07	7.54339141522e-07
6664.54232	3.21054114518e-07	7.53702631184e-07
6672.01378	2.40564138164e-07	7.53066531823e-07
6679.48524	1.80621579706e-07	7.52430843253e-07
6686.9567	9.08218374235e-08	7.51795565292e-07
6694.42816	2.79407606294e-07	7.51160697755e-07
6701.89962	2.10635946093e-07	7.50526240458e-07
6709.37108	3.96290387482e-07	7.49892193218e-07
6716.84254	3.14756392142e-07	7.49258555852e-07
6724.314	2.3272640945e-07	7.48625328175e-07
6731.78546	2.70043570636e-07	7.47992510004e-07
6739.25692	3.03274111891e-07	7.47360101155e-07
6746.72838	2.54957277594e-07	7.46728101445e-07
6754.19984	3.09842224131e-07	7.46096510691e-07
6761.6713	1.40234447131e-07	7.45465328709e-07
6769.14276	1.90666265258e-07	7.44834555316e-07
6776.61422	3.76042863352e-07	7.44204190328e-07
6784.08568	3.66498741923e-07	7.43574233562e-07
6791.55714	2.08417844143e-07	7.42944684836e-07
6799.0286	1.19463386797e-07	7.42315543965e-07
6806.50006	2.36218493301e-07	7.41686810767e-07
6813.97152	1.820813836e-07	7.41058485058e-07
6821.44298	1.93765387826e-07	7.40430566657e-07
6828.91444	2.27601863853e-07	7.39803055378e-07
6836.3859	2.35033361448e-07	7.39175951041e-07
6843.85736	2.42495072473e-07	7.38549253461e-07
6851.32882	1.96558365678e-07	7.37922962457e-07
6858.80028	1.81596239572e-07	7.37297077844e-07
6866.27174	2.56018405339e-07	7.36671599441e-07
6873.7432	1.78359500899e-07	7.36046527065e-07
6881.21466	1.90171767142e-07	7.35421860533e-07
6888.68612	1.93025271355e-07	7.34797599662e-07
6896.15758	2.77197090854e-07	7.3417374427e-07
6903.62904	2.07859938052e-07	7.33550294175e-07
6911.1005	2.42532191556e-07	7.32927249193e-07
6918.57196	3.00141196347e-07	7.32304609143e-07
6926.04342	2.39455338099e-07	7.31682373842e-07
6933.51488	1.78418298502e-07	7.31060543107e-07
6940.98634	1.94957633663e-07	7.30439116757e-07
6948.4578	2.11576803527e-07	7.29818094609e-07
6955.92926	3.20395228399e-07	7.29197476481e-07
6963.40072	1.66633812304e-07	7.28577262191e-07
6970.87218	2.7581616596e-07	7.27957451557e-07
6978.34364	9.79568873705e-08	7.27338044396e-07
6985.8151	1.42328346477e-07	7.26719040527e-07
6993.28656	2.24213706784e-07	7.26100439768e-07
7000.75802	2.45799438505e-07	7.25482241936e-07
7008.22948	1.41043835827e-07	7.2486444685e-07
7015.70094	3.45538075382e-07	7.24247054328e-07
7023.1724	2.59391622514e-07	7.23630064189e-07
7030.64386	9.25646914306e-08	7.23013476249e-07
7038.11532	2.27427052587e-07	7.22397290329e-07
7045.58678	1.45002903328e-07	7.21781506246e-07
7053.05824	2.47386956555e-07	7.21166123818e-07
7060.5297	3.26514861768e-07	7.20551142864e-07
7068.00116	2.38999250871e-07	7.19936563202e-07
7075.47262	2.99320834036e-07	7.19322384652e-07
7082.94408	2.30459788644e-07	7.18708607031e-07
7090.41554	1.66018960434e-07	7.18095230158e-07
7097.887	3.18077002904e-07	7.17482253852e-07
7105.35846	1.71457497054e-07	7.16869677931e-07
7112.82992	1.74133653162e-07	7.16257502215e-07
7120.30138	2.15638487202e-07	7.15645726522e-07
7127.77284	2.81680968648e-07	7.15034350671e-07
7135.2443	3.28572202929e-07	7.1442337448e-07
7142.71576	1.94848873964e-07	7.1381279777e-07
7150.18722	1.28986319541e-07	7.13202620358e-07
7157.65868	2.59188181174e-07	7.12592842064e-07
7165.13014	1.63659165435e-07	7.11983462706e-07
7172.6016	2.4028431136e-07	7.11374482105e-07
7180.07306	3.07423760186e-07	7.10765900079e-07
7187.54452	2.26205307417e-07	7.10157716447e-07
7195.01598	1.84286359829e-07	7.09549931029e-07
7202.48744	1.86954837994e-07	7.08942543644e-07
7209.9589	1.54687654945e-07	7.08335554111e-07
7217.43036	2.12292281511e-07	7.07728962249e-07
7224.90182	4.15629475792e-07	7.07122767879e-07
7232.37328	2.48078829081e-07	7.0651697082e-07
7239.84474	2.15649205222e-07	7.0591157089e-07
7247.3162	2.48691115511e-07	7.05306567911e-07
7254.78766	1.40161036398e-07	7.047019617e-07
7262.25912	1.5281706741e-07	7.04097752079e-07
7269.73058	2.21463639504e-07	7.03493938866e-07
7277.20204	1.42658626889e-07	7.02890521882e-07
7284.6735	2.21786299598e-07	7.02287500946e-07
7292.14496	3.62770054512e-07	7.01684875879e-07
7299.61642	2.47886277449e-07	7.01082646499e-07
7307.08788	2.60981163583e-07	7.00480812627e-07
7314.55934	1.91634832853e-07	6.99879374084e-07
7322.0308	2.09768946198e-07	6.99278330688e-07
7329.50226	1.91730123988e-07	6.98677682261e-07
7336.97372	1.8397038732e-07	6.98077428621e-07
7344.44518	2.59414013887e-07	6.9747756959e-07
7351.91664	2.51800851498e-07	6.96878104988e-07
7359.3881	2.85957661059e-07	6.96279034635e-07
7366.85956	3.15048632052e-07	6.95680358351e-07
7374.33102	2.23487086476e-07	6.95082075956e-07
7381.80248	2.52502026391e-07	6.94484187271e-07
7389.27394	1.91967179252e-07	6.93886692117e-07
7396.7454	2.31577274191e-07	6.93289590313e-07
7404.21686	2.7138600744e-07	6.92692881681e-07
7411.68832	2.5295997496e-07	6.92096566041e-07
7419.15978	2.29101639068e-07	6.91500643214e-07
7426.63124	1.09055348317e-07	6.9090511302e-07
7434.1027	4.3229872738e-07	6.9030997528e-07
7441.57416	3.12293211786e-07	6.89715229815e-07
7449.04562	3.95834925425e-07	6.89120876445e-07
7456.51708	1.56622577902e-07	6.88526914992e-07
7463.98854	3.10238712746e-07	6.87933345276e-07
7471.46	2.75272102858e-07	6.87340167119e-07
7478.93146	2.50956163814e-07	6.8674738034e-07
7486.40292	1.9388910942e-07	6.86154984762e-07
7493.87438	8.74949222522e-08	6.85562980206e-07
7501.34584	3.026596585e-07	6.84971366492e-07
7508.8173	3.16473692415e-07	6.84380143442e-07
7516.28876	9.45128166682e-08	6.83789310877e-07
7523.76022	2.17689379567e-07	6.83198868618e-07
7531.23168	2.8640059743e-07	6.82608816486e-07
7538.70314	2.11905725394e-07	6.82019154304e-07
7546.1746	2.31087726955e-07	6.81429881891e-07
7553.64606	1.89353645206e-07	6.80840999071e-07
7561.11752	2.47445085329e-07	6.80252505663e-07
7568.58898	1.94412223502e-07	6.79664401491e-07
7576.06044	3.0300840943e-07	6.79076686375e-07
7583.5319	3.84189135778e-07	6.78489360136e-07
7591.00336	2.24600626873e-07	6.77902422598e-07
7598.47482	2.04708704251e-07	6.77315873581e-07
7605.94628	1.90340269396e-07	6.76729712907e-07
7613.41774	2.77520609648e-07	6.76143940398e-07
7620.8892	1.50106107531e-07	6.75558555875e-07
7628.36066	2.94250733316e-07	6.74973559162e-07
7635.83212	3.65243708458e-07	6.74388950079e-07
7643.30358	2.4859093163e-07	6.73804728449e-07
7650.77504	2.62649262757e-07	6.73220894094e-07
7658.2465	1.68043328719e-07	6.72637446835e-07
7665.71796	3.02348471547e-07	6.72054386495e-07
7673.18942	3.05135202513e-07	6.71471712897e-07
7680.66088	2.09989783497e-07	6.70889425862e-07
7688.13234	1.66313352485e-07	6.70307525212e-07
7695.6038	2.90200816906e-07	6.6972601077e-07
7703.07526	1.65361639953e-07	6.69144882359e-07
7710.54672	1.2124832448e-07	6.685641398e-07
7718.01818	2.05025316636e-07	6.67983782916e-07
7725.48964	2.13340479291e-07	6.6740381153e-07
7732.9611	1.92444133654e-07	6.66824225465e-07
7740.43256	2.59358816193e-07	6.66245024541e-07
7747.90402	1.67991096886e-07	6.65666208584e-07
7755.37548	1.17372402612e-07	6.65087777414e-07
7762.84694	1.78584899043e-07	6.64509730855e-07
7770.3184	1.80969959861e-07	6.6393206873e-07
7777.78986	1.53735715078e-07	6.63354790861e-07
7785.26132	1.26361012864e-07	6.62777897071e-07
7792.73278	2.47586574924e-07	6.62201387184e-07
7800.20424	1.01088331829e-07	6.61625261021e-07
7807.6757	1.68970200945e-07	6.61049518407e-07
7815.14716	2.61126960659e-07	6.60474159164e-07
7822.61862	1.43704286955e-07	6.59899183115e-07
7830.09008	1.21915508151e-07	6.59324590083e-07
7837.56154	9.39898216878e-08	6.58750379892e-07
7845.033	5.38501265438e-08	6.58176552364e-07
7852.50446	1.58722945388e-07	6.57603107324e-07
7859.97592	1.61015183602e-07	6.57030044594e-07
7867.44738	6.60978199381e-08	6.56457363997e-07
7874.91884	7.42268607117e-08	6.55885065358e-07
7882.3903	2.04399696398e-07	6.55313148499e-07
7889.86176	1.21212070289e-07	6.54741613244e-07
7897.33322	-1.75073198256e-08	6.54170459417e-07
7904.80468	1.50013308066e-08	6.53599686841e-07
7912.27614	9.68504127078e-08	6.5302929534e-07
7919.7476	1.42094449709e-07	6.52459284737e-07
7927.21906	8.87324195431e-08	6.51889654856e-07
7934.69052	8.4620541715e-08	6.51320405522e-07
7942.16198	1.36290002855e-07	6.50751536557e-07
7949.63344	3.90684757084e-08	6.50183047786e-07
7957.1049	2.23326777722e-08	6.49614939032e-07
7964.57636	1.92663748149e-07	6.4904721012e-07
7972.04782	9.49760863216e-08	6.48479860873e-07
7979.51928	9.07871005195e-08	6.47912891116e-07
7986.99074	1.30509176725e-07	6.47346300673e-07
