Altitude(m)	Range Corrected Signal(m^-1 sr^-1)
8099.06264	5243977536.87
8106.5341	7225134088.36
8114.00556	6843435927.94
8121.47702	6262419242.31
8128.94848	6604345949.86
8136.41994	8006719789.12
8143.8914	7159232687.39
8151.36286	7637487935.26
8158.83432	7318662358.97
8166.30578	6465121488.71
8173.77724	6610578217.65
8181.2487	6488803232.59
8188.72016	6701825753.3
8196.19162	6512528270.32
8203.66308	6659007200.25
8211.13454	7884751210.6
8218.606	6885924425.84
8226.07746	6763113278.52
8233.54892	6504238947.5
8241.02038	5904818977.68
8248.49184	6595906841.58
8255.9633	6607861359.91
8263.43476	7029532825.9
8270.90622	6768618646.37
8278.37768	5889942948.56
8285.84914	6449821779.98
8293.3206	6599017136.98
8300.79206	6748718911.5
8308.26352	7106009501.58
8315.73498	7533704530.42
8323.20644	7062317908.07
8330.6779	5825799308.29
8338.14936	6531501206.06
8345.62082	8214796934.53
8353.09228	7113125786.81
8360.56374	5588077637.62
8368.0352	7138598016.34
8375.50666	7572245874.51
8382.97812	5758629329.43
8390.44958	6613694570.1
8397.92104	6061277811.01
8405.3925	7273128392.87
8412.86396	7286064145.57
8420.33542	6164578614.25
8427.80688	5607299839.64
8435.27834	5617246267.55
8442.7498	6838961920.47
8450.22126	5779978043.62
8457.69272	6219398963.56
8465.16418	7090300209.59
8472.63564	5882467278.92
8480.1071	7043442037.99
8487.57856	6551585928.47
8495.05002	6563125487.53
8502.52148	5851746485.01
8509.99294	7020754945.48
8517.4644	6597805086.29
8524.93586	6027989008.39
8532.40732	6184163738.72
8539.87878	6705505596.97
8547.35024	6717243897.73
8554.8217	6728992463.74
8562.29316	5934309789.25
8569.76462	5797789138.12
8577.23608	5881472007.93
8584.70754	5891722937.59
8592.179	6787889272.36
8599.65046	7317377346.04
8607.12192	5774364184.04
8614.59338	5858604692.07
8622.06484	7950291525.14
8629.5363	6400229331.44
8637.00776	5441544037.71
8644.47922	5600416587.72
8651.95068	5610101698.91
8659.42214	5544809585.56
8666.8936	5929957201.77
8674.36506	6918365592.36
8681.83652	6478042955.27
8689.30798	6942222007.73
8696.77944	6575995750.14
8704.2509	5602367776.93
8711.72236	6295036661.79
8719.19382	5393546863.07
8726.66528	6468959879.5
8734.13674	6022330739.9
8741.6082	5039234254.61
8749.07966	5047852011.48
8756.55112	5899926193.51
8764.02258	6140422897.57
8771.49404	7997435549.23
8778.9655	5544818075.07
8786.43696	5863065977.26
8793.90842	5563710116.16
8801.37988	5340775321.82
8808.85134	5349846700.78
8816.3228	6524838992.83
8823.79426	6068746657.16
8831.26572	5845054547.31
8838.73718	6323688489.78
8846.20864	6021362314.88
8853.6801	5012498363.22
8861.15156	5099481852.62
8868.62302	6287872055.59
8876.09448	6377256132.72
8883.56594	5598819334.62
8891.0374	7110201364.31
8898.50886	4588285585.73
8905.98032	5627108060.98
8913.45178	5398204609.89
8920.92324	5407258200.94
8928.3947	5496035609.65
8935.86616	6623133700.72
8943.33762	5674414351.93
8950.80908	6725420153.6
8958.28054	4971135201.0
8965.752	5783277883.65
8973.22346	5148770782.18
8980.69492	5641265778.76
8988.16638	5893017553.42
8995.63784	5902818828.33
9003.1093	6480020086.68
9010.58076	6409589203.86
9018.05222	5281669390.15
9025.52368	5290424746.11
9032.99514	4891212346.89
9040.4666	5553147319.51
9047.93806	5316734318.87
9055.40952	4177512496.03
9062.88098	5416446099.76
9070.35244	5425380442.33
9077.8239	6340797901.7
9085.29536	6763952683.28
9092.76682	4460086743.45
9100.23828	5212748426.9
9107.70974	6465567112.51
9115.1812	5894573750.87
9122.65266	5904240946.87
9130.12412	6080634396.45
9137.59558	5673112141.97
9145.06704	5096967547.32
9152.5385	5607913093.74
9160.00996	5952695737.14
9167.48142	4617727007.88
9174.95288	5972133098.05
9182.42434	4885743741.65
9189.8958	6244964696.13
9197.36726	4901658205.84
9204.83872	6011102868.07
9212.31018	5851131794.59
9219.78164	5520609036.26
9227.2531	5188991365.07
9234.72456	6817720608.35
9242.19602	4607884112.39
9249.66748	5984238795.17
9257.13894	4622796348.97
9264.6104	5402758554.1
9272.08186	5325504692.54
9279.55332	5334090752.72
9287.02478	4566444265.4
9294.49624	5783221922.49
9301.9677	5013784016.16
9309.43916	4935175864.84
9316.91062	6245173026.78
9324.38208	4603255436.65
9331.85354	5742720780.5
9339.325	5315805214.26
9346.79646	4450687864.07
9354.26792	6120350354.28
9361.73938	7357121475.37
9369.21084	5262098689.72
9376.6823	6149716247.46
9384.15376	5278897078.68
9391.62522	6433940427.59
9399.09668	4500635072.39
9406.56814	5746562477.38
9414.0396	4603581034.91
9421.51106	6918777843.1
9428.98252	6307415692.61
9436.45398	6228368893.66
9443.92544	4097730149.92
9451.3969	5712136725.44
9458.86836	5631701150.58
9466.33982	5102931969.07
9473.81128	4931484088.79
9481.28274	6467475802.77
9488.7542	4676943720.84
9496.22566	5676273205.9
9503.69712	4782006110.04
9511.16858	5241839581.89
9518.64004	5431287244.71
9526.1115	4804589342.44
9533.58296	4993907316.81
9541.05442	5638959861.05
9548.52588	5374271853.32
9555.99734	5200051414.56
9563.4688	5665485703.84
9570.94026	4758312508.59
9578.41172	5132728351.95
9585.88318	5416406320.5
9593.35464	5240788050.25
9600.8261	4972426864.93
9608.29756	5349446590.08
9615.76902	4895454268.08
9623.24048	5366098553.83
9630.71194	5188933014.7
9638.1834	3989357705.98
9645.65486	5112009046.13
9653.12632	5306297265.12
9660.59778	5127860227.46
9668.06924	4481494079.86
9675.5407	5518200297.57
9683.01216	4870400833.67
9690.48362	5065730729.63
9697.95508	5449746530.25
9705.42654	4327803257.14
9712.898	6598638407.77
9720.36946	5097024744.67
9727.84092	4726339749.35
9735.31238	6060470959.82
9742.78384	5025636657.47
9750.2553	4938280166.28
9757.72676	6564476247.34
9765.19822	4381273678.4
9772.66968	3719445055.3
9780.14114	5925111150.7
9787.6126	4976193886.38
9795.08406	3736526296.01
9802.55552	4991399970.37
9810.02698	5191484970.2
9817.49844	4621096149.57
9824.9699	4917722558.49
9832.44136	4828527925.22
9839.91282	5126340554.54
9847.38428	4940186431.31
9854.85574	4462094856.19
9862.3272	4566128794.21
9869.79866	4573049791.77
9877.27012	6140943470.9
9884.74158	3902950697.75
9892.21304	4593844231.62
9899.6845	4992801206.75
9907.15596	4705885136.7
9914.62742	5007885189.72
9922.09888	4621643528.13
9929.57034	5811762860.89
9937.0418	5129298622.23
9944.51326	5235908096.93
9951.98472	5540904682.57
9959.45618	5053273645.26
9966.92764	4663499708.74
9974.3991	3974073621.19
9981.87056	4976406918.14
9989.34202	4784285509.17
9996.81348	4691508653.05
10004.28494	6099724032.36
10011.7564	2500368715.68
10019.22786	5214495028.37
10026.69932	4619066757.21
10034.17078	4827322343.55
10041.64224	4632844726.46
10049.1137	5043680150.04
10056.58516	4747778119.0
10064.05662	4957405858.92
10071.52808	5167640608.9
10078.99954	4464206953.26
10086.471	5589933818.51
10093.94246	4171790827.73
10101.41392	4790200348.63
10108.88538	6330132518.81
10116.35684	5623108427.12
10123.8283	5016466018.48
10131.29976	4305370484.82
10138.77122	5031285703.22
10146.24268	5038703742.32
10153.71414	4015148137.54
10161.1856	4021059286.0
10168.65706	3613368436.88
10176.12852	5793305685.17
10183.59998	4661053070.9
10191.07144	4564037045.65
10198.5429	3842659694.23
10206.01436	5098244776.61
10213.48582	5835919044.25
10220.95728	5635524518.63
10228.42874	4597559056.03
10235.9002	4394730871.07
10243.37166	5240562181.78
10250.84312	5353289630.06
10258.31458	4203532904.9
10265.78604	5052749174.95
10273.2575	5693345571.63
10280.72896	4961776097.26
10288.20042	3698825787.14
10295.67188	4658207769.0
10303.14334	4877280571.54
10310.6148	4246504119.39
10318.08626	3826809086.75
10325.55772	3725736035.19
10333.02918	5225930677.64
10340.50064	4698861025.94
10347.9721	4170251107.75
10355.44356	5248627418.27
10362.91502	4504473873.47
10370.38648	4618516406.65
10377.85794	4302073920.46
10385.3294	5818241575.64
10392.80086	3882430582.73
10400.27232	4969671447.65
10407.74378	5301777736.73
10415.21524	4875485663.33
10422.6867	4122056343.87
10430.15816	4019180021.02
10437.62962	4351772557.21
10445.10108	3921604409.06
10452.57254	4036472995.05
10460.044	4261070610.17
10467.51546	3390608988.67
10474.98692	4602429846.61
10482.45838	5048525443.32
10489.92984	4175415741.29
10497.4013	3850779442.99
10504.87276	5952957612.66
10512.34422	4414297224.04
10519.81568	4309907697.0
10527.28714	4426855673.52
10534.7586	3767254755.22
10542.23006	4661709190.99
10549.70152	5113504008.29
10557.17298	3894756581.96
10564.64444	4235106417.29
10572.1159	4352868419.62
10579.58736	4247095389.12
10587.05882	3356409713.95
10594.53028	5942762384.3
10602.00174	4602317942.44
10609.4732	3258075875.18
10616.94466	4389861469.36
10624.41612	3718772888.42
10631.88758	3724005069.11
10639.35904	3729240927.96
10646.8305	5321450460.72
10654.30196	4193780281.17
10661.77342	6473132472.5
10669.24488	4319385076.51
10676.71634	3641483122.81
10684.1878	4217340798.2
10691.65926	4909110705.7
10699.13072	3771260212.5
10706.60218	4578948486.47
10714.07364	4126175937.11
10721.5451	3902029663.15
10729.01656	4828364297.68
10736.48802	4374002680.51
10743.95948	5534419138.19
10751.43094	4154999991.57
10758.9024	3003237033.22
10766.37386	4862046541.58
10773.84532	5217024268.2
10781.31678	4643078636.9
10788.78824	4765914131.85
10796.2597	4189721289.06
10803.73116	3728639789.9
10811.20262	6188322895.19
10818.67408	4792354658.83
10826.14554	4447359937.13
10833.617	4688235092.96
10841.08846	3166824266.99
10848.55992	4701177074.63
10856.03138	4236241085.69
10863.50284	5068183976.88
10870.9743	4011555001.34
10878.44576	2833665239.66
10885.91722	4733610073.17
10893.38868	4265446384.18
10900.86014	4746614490.33
10908.3316	4872115086.71
10915.80306	2853160643.07
10923.27452	3453657375.0
10930.74598	5489564086.82
10938.21744	4180980573.72
10945.6889	3827269930.06
10953.16036	5392129039.53
10960.63182	5039081445.79
10968.10328	5888048727.55
10975.57474	2402639339.22
10983.0462	4818457651.54
10990.51766	3617100821.73
10997.98912	2896285785.35
11005.46058	3263582780.66
11012.93204	4359577539.27
11020.4035	3879697674.56
11027.87496	4493030195.5
11035.34642	3646668280.4
11042.81788	3163832584.53
11050.28934	5243966474.2
11057.7608	4028319364.97
11065.23226	4645961703.7
11072.70372	2567956858.87
11080.17518	4412977787.19
11087.64664	4050123489.5
11095.1181	5902108400.83
11102.58956	3814512630.85
11110.06102	4436815571.18
11117.53248	4319185521.47
11125.00394	4201227116.41
11132.4754	3711143995.48
11139.94686	3716127068.43
11147.41832	4590968031.0
11154.88978	3974966376.0
11162.36124	3731096346.6
11169.8327	3611327629.89
11177.30416	3741092581.5
11184.77562	3370798096.77
11192.24708	2999503821.09
11199.71854	3881545703.39
11207.19	4765934031.53
11214.66146	3514604411.81
11222.13292	4526779127.17
11229.60438	4280600773.27
11237.07584	4033754996.85
11244.5473	5556398943.79
11252.01876	5183961537.25
11259.49022	4556967633.91
11266.96168	3801350821.56
11274.43314	3933506915.13
11281.9046	4193284780.89
11289.37606	4453740663.19
11296.84752	3949162648.58
11304.31898	3698812880.93
11311.79044	3191877460.8
11319.2619	3836723785.88
11326.73336	5124739325.47
11334.20482	4874574027.33
11341.67628	2694231188.5
11349.14774	2955388378.27
11356.6192	3217226487.36
11364.09066	2317463176.91
11371.56212	4260197843.24
11379.03358	2970973787.65
11386.50504	4530706508.57
11393.9765	3108604563.05
11401.44796	4672598945.19
11408.91942	3507253953.64
11416.39088	3902851052.81
11423.86234	4168970429.73
11431.3338	3129022272.14
11438.80526	2871421302.46
11446.27672	4185346075.23
11453.74818	3534870019.91
11461.21964	3014045004.08
11468.6911	4333284694.9
11476.16256	4470634814.63
11483.63402	3948962447.39
11491.10548	5010466693.01
11498.57694	4091463471.06
11506.0484	3567225640.91
11513.51986	4102104463.89
11520.99132	3045564214.64
11528.46278	3714042913.98
11535.93424	3585780749.49
11543.4057	3323926617.04
11550.87716	5462995037.81
11558.34862	4134110359.21
11565.82008	2132933855.29
11573.29154	4144806629.93
11580.763	3077247374.29
11588.23446	4289803898.01
11595.70592	3757495760.16
11603.17738	4570141805.71
11610.64884	4441222099.87
11618.1203	3907016920.29
11625.59176	3371426103.15
11633.06322	3375760948.22
11640.53468	2567086292.47
11648.00614	2299030617.05
11655.4776	5698234880.84
11662.94906	2985055036.13
11670.42052	3669874378.74
11677.89198	4356440631.23
11685.36344	3406182843.59
11692.8349	4367596684.62
11700.30636	2593516865.15
11707.77782	4241694942.58
11715.24928	4247110447.86
11722.72074	3015729774.07
11730.1922	4533146641.12
11737.66366	2196786469.97
11745.13512	3441117823.73
11752.60658	3859868513.0
11760.07804	3034981112.2
11767.5495	3731214836.18
11775.02096	3042698797.86
11782.49242	3324215571.04
11789.96388	4718465263.26
11797.43534	4167729546.61
11804.9068	2640096096.23
11812.37826	3480632728.52
11819.84972	2646784114.06
11827.32118	3629329979.72
11834.79264	3493854493.37
11842.2641	4339702632.39
11849.73556	3081434229.72
11857.20702	3225914606.54
11864.67848	4496916671.13
11872.14994	3938790300.61
11879.6214	2955871599.5
11887.09286	3666105729.5
11894.56432	3246273752.02
11902.03578	3958645544.77
11909.50724	4105453518.34
11916.9787	3258519979.76
11924.45016	3262607179.08
11931.92162	3124326186.56
11939.39308	4126083905.55
11946.86454	3417611719.61
11954.336	2993169295.01
11961.80746	2567657412.71
11969.27892	3573711446.54
11976.75038	2717519103.4
11984.22184	3582640141.24
11991.6933	3299507249.68
11999.16476	3303620066.04
12006.63622	3884372697.39
12014.10768	4177886083.97
12021.57914	2304345330.23
12029.0506	2307210540.19
12036.52206	2310077530.33
12043.99352	2748119640.39
12051.46498	4058670549.15
12058.93644	4063704558.65
12066.4079	4359938087.3
12073.87936	2907553435.04
12081.35082	3349030118.56
12088.82228	3060894427.14
12096.29374	2333077538.19
12103.7652	4240475266.22
12111.23666	3072255609.19
12118.70812	3369773519.69
12126.17958	2932797191.41
12133.65104	3378088812.08
12141.1225	2940029734.14
12148.59396	3091237680.87
12156.06542	3390580963.44
12163.53688	4430411543.31
12171.00834	3250788428.85
12178.4798	3254780799.9
12185.95126	4149760069.66
12193.42272	2519375104.02
12200.89418	3117910794.59
12208.36564	2078421251.86
12215.8371	3424006082.05
12223.30856	4324651382.47
12230.78002	2834020059.16
12238.25148	2687708773.22
12245.72294	3740695582.91
12253.1944	2994557717.57
12260.66586	4200802149.25
12268.13732	2550344390.51
12275.60878	2101380011.47
12283.08024	3914427491.43
12290.5517	3768133355.9
12298.02316	2714026450.04
12305.49462	4080151955.88
12312.96608	2114189369.27
12320.43754	3179308179.75
12327.909	2727233371.9
12335.38046	3339186555.43
12342.85192	3343232827.78
12350.32338	4414994963.31
12357.79484	2282327069.48
12365.2663	3202486534.48
12372.73776	2440934579.66
12380.20922	2750422619.04
12387.68068	3367561913.06
12395.15214	2603426352.94
12402.6236	1683615414.83
12410.09506	3533769990.89
12417.56652	3383830304.42
12425.03798	3079140389.8
12432.50944	3701113782.41
12439.9809	3241304198.78
12447.45236	3400137896.73
12454.92382	2628595283.15
12462.39528	3252995097.13
12469.86674	2323911280.99
12477.3382	2482380878.64
12484.80966	3420577513.45
12492.28112	4361015312.45
12499.75258	3897501954.23
12507.22404	2807148071.44
12514.6955	3593590911.34
12522.16696	2029836393.27
12529.63842	3916161422.26
12537.10988	2820579382.75
12544.58134	2194476135.29
12552.0528	2354644970.79
12559.52426	2199707304.2
12566.99572	3465760275.4
12574.46718	3786116949.29
12581.93864	3157396813.92
12589.4101	2527174818.09
12596.88156	3482263872.43
12604.35302	2692047321.57
12611.82448	2377123554.3
12619.29594	3335420665.8
12626.7674	3339371415.42
12634.23886	2225956562.47
12641.71032	4625782648.44
12649.18178	3031234095.38
12656.65324	3675579540.55
12664.1247	2396879913.26
12671.59616	2720847622.91
12679.06762	2402539604.12
12686.53908	2727268500.02
12694.01054	2408205969.15
12701.482	2895024589.46
12708.95346	3382983996.62
12716.42492	3225255344.47
12723.89638	3067148878.04
12731.36784	3070751989.48
12738.8393	3398913269.47
12746.31076	3240432995.72
12753.78222	3081574014.54
12761.25368	3736583968.41
12768.72514	2925758931.82
12776.1966	2602721477.01
12783.66806	3259455162.07
12791.13952	3917719276.52
12798.61098	3594688502.02
12806.08244	3598886678.01
12813.5539	2453777159.23
12821.02536	2949775615.05
12828.49682	2294933261.06
12835.96828	2956655555.84
12843.43974	3290006420.16
12850.9112	3128689429.21
12858.38266	4124356525.52
12865.85412	3135969681.38
12873.32558	4133948049.09
12880.79704	2479598664.5
12888.2685	3146905923.06
12895.73996	2651655239.85
12903.21142	2654728731.62
12910.68288	2657804003.56
12918.15434	2494002344.15
12925.6258	3165175294.98
12933.09726	2165245486.32
12940.56872	2335206255.62
12948.04018	2505555321.6
12955.51164	2676293019.16
12962.9831	2007225029.01
12970.45456	3187168340.34
12977.92602	3527694378.38
12985.39748	2351413537.87
12992.86894	2185305557.42
13000.3404	3032863822.51
13007.81186	2697944535.85
13015.28332	1854056730.9
13022.75478	2364962421.03
13030.22624	2707250460.08
13037.6977	2370392872.56
13045.16916	3053816187.32
13052.64062	3057315260.29
13060.11208	1355151061.32
13067.58354	2722795937.52
13075.055	2725910373.57
13082.52646	2215569094.07
13089.99792	3246188722.86
13097.46938	2563720658.67
13104.94084	1536209598.69
13112.4123	3085379969.26
13119.88376	2056108974.27
13127.35522	3609398546.48
13134.82668	2750889948.66
13142.29814	2754020406.39
13149.7696	2238403322.7
13157.24106	2933399654.71
13164.71252	1723564526.28
13172.18398	2072534315.94
13179.65544	1727479492.71
13187.1269	2772840536.65
13194.59836	3298275733.33
13202.06982	1907654917.24
13209.54128	2258798691.82
13217.01274	3833559448.51
13224.4842	2613685951.31
13231.95566	1215962898.34
13239.42712	3145443214.71
13246.89858	1745151802.18
13254.37004	2098477594.0
13261.8415	3507855595.22
13269.31296	2807510556.23
13276.78442	1576762025.57
13284.25588	3872666064.29
13291.72734	2463663368.67
13299.1988	2997039930.39
13306.67026	2646273390.09
13314.14172	3535577744.47
13321.61318	2829685447.71
13329.08464	3010524907.43
13336.5561	1946718509.62
13344.02756	1592774174.76
13351.49902	3377183556.61
13358.97048	2667115969.21
13366.44194	2312776614.4
13373.9134	3567393806.83
13381.38486	2855134992.0
13388.85632	3037585669.43
13396.32778	1605283994.01
13403.79924	2146060607.92
13411.2707	1968591579.68
13418.74216	1970785607.46
13426.21362	1432191220.69
13433.68508	3238424592.7
13441.15654	2158039711.69
13448.628	3245633103.75
13456.09946	2887107139.14
13463.57092	2890314144.88
13471.04238	2349115982.39
13478.51384	1988381820.24
13485.9853	2354330444.68
13493.45676	2356939843.7
13500.92822	3270926001.97
13508.39968	1997209253.66
13515.87114	2182097939.58
13523.3426	2916034277.5
13530.81406	1454593871.91
13538.28552	1272915539.13
13545.75698	3476171296.79
13553.22844	2010487062.55
13560.6999	2564382052.89
13568.17136	1830827500.47
13575.64282	3122930931.31
13583.11428	2757367348.51
13590.58574	2206289527.93
13598.0572	2763437500.44
13605.52866	3136695899.45
13613.00012	2584200554.26
13620.47158	3143589734.51
13627.94304	2404156163.79
13635.4145	2220868493.97
13642.88596	3340073013.16
13650.35742	2784735591.23
13657.82888	5026220326.38
13665.30034	2043874043.37
13672.7718	2606943683.85
13680.24326	3171240748.04
13687.71472	2050584432.43
13695.18618	1865265548.2
13702.65764	3557166746.13
13710.1291	3185111658.76
13717.60056	2624066420.65
13725.07202	1496660047.53
13732.54348	3384117456.47
13740.01494	1877496764.93
13747.4864	2446519334.11
13754.95786	2259980451.15
13762.42932	1504818440.96
13769.90078	3781774790.61
13777.37224	2646983922.53
13784.8437	1509724121.3
13792.31516	750449292.23
13799.78662	2846037785.27
13807.25808	2849120414.65
13814.72954	2279664455.79
13822.201	1708971236.13
13829.67246	2475858633.34
13837.14392	2478534513.86
13844.61538	1714518339.56
13852.08684	1332608751.72
13859.5583	2678658183.2
13867.02976	3258430545.91
13874.50122	2106932027.02
13881.97268	1723783485.29
13889.44414	1918556168.96
13896.9156	3658739166.2
13904.38706	1729354556.76
13911.85852	3085992230.28
13919.32998	2895560080.29
13926.80144	2316802011.28
13934.2729	2319288517.15
13941.74436	1738659649.23
13949.21582	1740523663.73
13956.68728	2716334276.05
13964.15874	2914241064.63
13971.6302	2722153951.46
13979.10166	2920481407.73
13986.57312	1749858716.25
13994.04458	1555895439.05
14001.51604	1753599727.94
14008.9875	1755471731.78
14016.45896	2543189221.41
14023.93042	2152559984.33
14031.40188	1761093735.33
14038.87334	3142599486.45
14046.3448	1370247126.56
14053.81626	1766724726.9
14061.28772	1570883909.08
14068.75918	2166343684.35
14076.23064	1772364706.48
14083.7021	2567649356.37
14091.17356	2768935547.7
14098.64502	2573100839.67
14106.11648	2575828749.2
14113.58794	2180171374.89
14121.0594	2182480266.84
14128.53086	1985174996.49
14136.00232	2187101716.61
14143.47378	1589300722.74
14150.94524	2992725058.97
14158.4167	2194043055.97
14165.88816	1594342117.59
14173.35962	3604865585.76
14180.83108	1798803452.72
14188.30254	3209854927.37
14195.774	1399556396.24
14203.24546	1199297819.59
14210.71692	2614171233.8
14218.18838	1808293298.84
14225.65984	2214933059.83
14233.1313	2622424334.38
14240.60276	1408409656.59
14248.07422	1815903151.76
14255.54568	1004925781.13
14263.01714	2430015044.04
14270.4886	3043502096.77
14277.96006	1211948552.96
14285.43152	2029511491.67
14292.90298	2644496193.59
14300.37444	2033759552.24
14307.8459	2854743065.19
14315.31736	2447868676.3
14322.78882	2655566809.19
14330.26028	1426199918.06
14337.73174	3072251891.39
14345.2032	2046530381.48
14352.67466	1224665659.53
14360.14612	1638368613.89
14367.61758	2052930785.33
14375.08904	3088282398.45
14382.5605	1229771086.66
14390.03196	1231049102.77
14397.50342	2476056410.99
14404.97488	2271123632.66
14412.44634	1650324352.5
14419.9178	1236167804.54
14427.38926	1445598700.17
14434.86072	1238731137.81
14442.33218	2700080511.63
14449.80364	2702874902.66
14457.2751	1869619525.67
14464.74656	1662323555.24
14472.21802	2082931463.99
14479.68948	2294744104.4
14487.16094	1877357208.15
14494.6324	2929765967.49
14502.10386	2091543057.76
14509.57532	2514754283.92
14517.04678	2306600163.74
14524.51824	1887051781.28
14531.9897	2944887315.12
14539.46116	1890936601.21
14546.93262	2316107006.48
14554.40408	2106656093.94
14561.87554	1684723101.88
14569.347	1898718225.1
14576.81846	2750600673.4
14584.28992	2328018053.99
14591.76138	1691645428.86
14599.23284	2332791026.71
14606.7043	3401958398.54
14614.17576	2978291286.7
14621.64722	2339959650.48
14629.11868	1486307182.24
14636.59014	1059366217.23
14644.0616	2990484892.32
14651.53306	1705532659.91
14659.00452	2351931795.95
14666.47598	2999646443.93
14673.94744	2787378674.79
14681.4189	1281409442.15
14688.89036	1498477507.56
14696.36182	1931968388.91
14703.83328	2366338695.16
14711.30474	853786711.819
14718.7762	1937866024.93
14726.24766	2373558641.22
14733.71912	3244297650.25
14741.19058	1726469949.24
14748.66204	2380789584.91
14756.1335	2383202343.4
14763.60496	2385616323.84
14771.07642	2824400923.45
14778.54788	1953636995.71
14786.01934	2830118332.76
14793.4908	3051826575.34
14800.96226	1959567587.79
14808.43372	1742256739.91
14815.90518	1963526309.18
14823.37664	2185239662.89
14830.8481	1087672803.78
14838.31956	2629999063.37
14845.79102	1971455735.98
14853.26248	1311582370.45
14860.73394	1312902201.68
14868.2054	1756349760.28
14875.67686	651686569.217
14883.14832	2424406197.35
14890.61978	1539918721.37
14898.09124	1319511313.83
14905.5627	1543010926.86
14913.03416	1766956780.53
14920.50562	1991349209.77
14927.97708	1547655050.42
14935.44854	1103069396.18
14942.92	1997336725.94
14950.39146	1999334562.0
14957.86292	1777595733.6
14965.33438	1555410763.92
14972.80584	2229518976.91
14980.2773	885292353.0
14987.74876	1784706109.43
14995.22022	1111916032.61
15002.69168	1563185861.85
15010.16314	1564743207.56
15017.6346	1791830677.64
15025.10606	890598788.791
15032.57752	1569419896.98
15040.04898	1570980344.21
15047.52044	2025397309.6
15054.9919	4293936938.11
15062.46336	1348788535.69
15069.93482	2712744564.3
15077.40628	1806122391.15
15084.87774	1580359310.51
15092.3492	2265262198.51
15099.82066	2723514755.45
15107.29212	1585059261.26
15114.76358	2043539618.42
15122.23504	902150460.827
15129.7065	2047582227.95
15137.17796	1133068404.35
15144.64942	1592908020.05
15152.12088	2053653632.27
15159.59234	2055679431.04
15167.0638	1827666404.17
15174.53526	2520267065.31
15182.00672	1831269491.33
15189.47818	3448114097.1
15196.94964	2065823404.94
15204.4211	1143157511.78
15211.89256	1838486309.92
15219.36402	450518485.082
15226.83548	1842100041.35
15234.30694	1611824129.66
15241.7784	1381093703.28
15249.24986	1382448048.59
15256.72132	1616570603.05
15264.19278	2317141055.28
15271.66424	1852962524.2
15279.1357	1854776042.59
15286.60716	688188655.677
15294.07862	1390588058.76
15301.55008	1860221919.89
15309.02154	1862038986.37
15316.493	1394667024.23
15323.96446	1865675780.4
15331.43592	1632442580.58
15338.90738	1634034042.91
15346.37884	2106648967.61
15353.8503	3758885765.01
15361.32176	2110753494.59
15368.79322	1876607451.04
15376.26468	1642002985.21
15383.73614	3300214463.18
15391.2076	1645195989.78
15398.67906	2595270922.3
15406.15052	1885741569.7
15413.62198	1887571054.5
15421.09344	1889401426.32
15428.5649	2367313914.92
15436.03636	701708738.504
15443.50782	702388195.001
15450.97928	2135464544.56
15458.45074	1420639192.23
15465.9222	1661207535.25
15473.39366	1902238865.73
15480.86512	1664419148.88
15488.33658	2625580398.82
15495.80804	2387994064.45
15503.2795	2871000760.92
15510.75096	2873768657.37
15518.22242	1190831297.89
15525.69388	1433025428.36
15533.16534	1916963446.44
15540.6368	2160319402.78
15548.10826	2645884473.24
15555.57972	2406451920.93
15563.05118	1439929901.28
15570.52264	956430436.49
15577.9941	1200022436.39
15585.46556	2172800759.98
15592.93702	1931744796.61
15600.40848	473359988.525
15607.87994	1691843088.16
15615.3514	2668820036.84
15622.82286	1206938977.9
15630.29432	2429624169.77
15637.76578	2676487219.97
15645.23724	2189498495.01
15652.7087	2191590205.89
15660.18016	1703200430.16
15667.65162	2195776623.67
15675.12308	969323912.696
15682.59454	1216191950.1
15690.066	1709707398.18
15697.53746	1711336078.63
15705.00892	1219670924.1
15712.48038	973949646.584
15719.95184	1963343658.09
15727.4233	2212562241.52
15734.89476	729143459.104
15742.36622	977658161.637
15749.83768	1226643778.45
15757.30914	979515061.811
15764.7806	1477500787.29
15772.25206	1976429463.93
15779.72352	2725301435.95
15787.19498	3226353875.48
15794.66644	2231522459.72
15802.1379	2233634143.97
15809.60936	1735859330.66
15817.08082	2237860508.49
15824.55228	2490391643.61
15832.02374	1490131940.56
15839.4952	989759504.313
15846.96666	2246325221.53
15854.43812	991627855.958
15861.90958	1998963394.54
15869.38104	1245335223.96
15876.8525	994433686.735
15884.32396	1247681592.21
15891.79542	1501404766.13
15899.26688	744456794.162
15906.73834	2010278259.08
15914.2098	2012167174.42
15921.68126	2267556910.93
15929.15272	2015947666.17
15936.62418	1763863252.32
15944.09564	2528160077.56
15951.5671	2784982535.29
15959.03856	2532901117.45
15966.51002	1260626091.77
15973.98148	751470008.332
15981.45294	2029207328.49
15988.9244	1519813707.12
15996.39586	1009465064.61
16003.86732	1778779577.07
16011.33878	1780440823.37
16018.81024	1525500563.55
16026.2817	1270082231.86
16033.75316	757104252.966
16041.22462	1529772675.05
16048.69608	2819001269.03
16056.16754	1274823551.98
16063.639	501888768.459
16071.11046	1018916933.14
16078.58192	1536906135.54
16086.05338	1279573705.49
16093.52484	1280762624.08
16100.9963	1022710012.91
16108.46776	1023659383.95
16115.93922	2323226680.15
16123.41068	1545488191.28
16130.88214	1026510139.73
16138.3536	2590140014.06
16145.82506	1810475846.4
