Altitude(m)	Range Corrected Signal(m^-1 sr^-1)
3519.05766	18835028217.5
3526.52912	19226002200.1
3534.00058	18383356762.6
3541.47204	19163523181.7
3548.9435	19496367222.7
3556.41496	18693177484.7
3563.88642	18378062871.3
3571.35788	18646519467.6
3578.82934	18148259112.3
3586.3008	18069775181.0
3593.77226	18442193917.1
3601.24372	19063652513.7
3608.71518	18257284745.6
3616.18664	17836043907.8
3623.6581	19091603530.0
3631.12956	18102419702.7
3638.60102	18018118890.0
3646.07248	18969584982.0
3653.54394	18353292906.0
3661.0154	19339840547.4
3668.48686	18947836366.8
3675.95832	19308861619.2
3683.42978	18980403045.9
3690.90124	18185624619.8
3698.3727	18218291268.8
3705.84416	18250775036.4
3713.31562	18958721849.7
3720.78708	18273657138.9
3728.25854	17874522003.9
3735.73	17401963692.9
3743.20146	18830762201.0
3750.67292	18315172938.3
3758.14438	18910789452.6
3765.61584	17369551859.3
3773.0873	18620150617.3
3780.55876	17479093715.4
3788.03022	17677391867.0
3795.50168	17603135608.7
3802.97314	17325404991.6
3810.4446	17887210705.3
3817.91606	17928272434.1
3825.38752	18847258658.1
3832.85898	18465537612.0
3840.33044	17962420800.5
3847.8019	17825103364.9
3855.27336	17270142702.2
3862.74482	17814611624.2
3870.21628	18422822264.8
3877.68774	17907599485.4
3885.1592	18489885766.0
3892.63066	18439848503.4
3900.10212	18267330058.5
3907.57358	17161663760.0
3915.04504	18223646827.2
3922.5165	18724080900.6
3929.98796	17529004625.8
3937.45942	17239135695.5
3944.93088	16977809359.6
3952.40234	17167152017.1
3959.8738	18627690975.1
3967.34526	18210115782.2
3974.81672	18563153395.9
3982.28818	17332598505.3
3989.75964	17795651959.2
3997.2311	17766497609.0
4004.70256	17480148357.2
4012.17402	17529336094.7
4019.64548	17562367950.9
4027.11694	17124968444.1
4034.5884	18360579928.1
4042.05986	17873144611.9
4049.53132	18267254228.9
4057.00278	17561137491.3
4064.47424	17625878957.1
4071.9457	17607835833.5
4079.41716	17356319782.6
4086.88862	17169414386.6
4094.36008	18657170101.1
4101.83154	16655846386.5
4109.303	17121851591.4
4116.77446	17082482479.4
4124.24592	18539315288.2
4131.71738	17889561846.7
4139.18884	17457466745.4
4146.6603	17159456346.8
4154.13176	17290375176.2
4161.60322	17040885757.2
4169.07468	16858792211.7
4176.54614	18070545620.7
4184.0176	16262114214.3
4191.48906	17128399754.7
4198.96052	16202166903.4
4206.43198	17356909498.5
4213.90344	17329837994.8
4221.3749	16250865413.9
4228.84636	17578144557.6
4236.31782	17245492462.5
4243.78928	16099723686.9
4251.26074	16445634243.3
4258.7322	16920636830.6
4266.20366	15997232907.5
4273.67512	16400335993.7
4281.14658	16714324976.1
4288.61804	16809500076.0
4296.0895	17200335711.4
4303.56096	16611992697.0
4311.03242	16056418279.7
4318.50388	16914048794.6
4325.97534	16167920849.5
4333.4468	15848241594.3
4340.91826	16524775668.8
4348.38972	17167871819.4
4355.86118	16790527514.2
4363.33264	15458354315.6
4370.8041	16523847419.6
4378.27556	15794446317.2
4385.74702	16617789349.1
4393.21848	17176266545.3
4400.68994	16731221029.1
4408.1614	16846377213.2
4415.63286	16845038531.2
4423.10432	15180473004.8
4430.57578	17548141907.5
4438.04724	16011978772.1
4445.5187	15729971718.6
4452.99016	16952808165.4
4460.46162	15497669951.2
4467.93308	15350007666.2
4475.40454	16082382766.2
4482.876	15975355609.2
4490.34746	15161632697.2
4497.81892	15252590107.4
4505.29038	16460270811.7
4512.76184	15578119783.7
4520.2333	14465092645.2
4527.70476	15845457828.3
4535.17622	15897796216.5
4542.64768	16197848675.9
4550.11914	15298810017.9
4557.5906	15951470995.5
4565.06206	16149692310.5
4572.53352	15784437464.1
4580.00498	16591214778.4
4587.47644	15992996994.8
4594.9479	15622862945.7
4602.41936	15483069934.1
4609.89082	16383424179.9
4617.36228	15157371874.1
4624.83374	16104806203.6
4632.3052	14933762816.5
4639.77666	14163929051.2
4647.24812	14857489750.8
4654.71958	15035299918.9
4662.19104	15996519134.6
4669.6625	14565040257.0
4677.13396	15180450806.4
4684.60542	15207043859.1
4692.07688	15035434003.7
4699.54834	15193784448.3
4707.0198	14156488037.1
4714.49126	15535050607.1
4721.96272	15517438291.4
4729.43418	14917924076.1
4736.90564	15593367049.2
4744.3771	15597578047.2
4751.84856	15217721729.3
4759.32002	15628031854.4
4766.79148	14631912126.3
4774.26294	14541054616.5
4781.7344	15638391394.4
4789.20586	15595553576.1
4796.67732	14861975753.5
4804.14878	15392987557.2
4811.62024	15556661889.5
4819.0917	15024420893.6
4826.56316	15304001478.8
4834.03462	15374786851.5
4841.50608	14133140007.0
4848.97754	14788121630.3
4856.449	14314856631.7
4863.92046	13223365558.1
4871.39192	14830231848.6
4878.86338	14209265622.8
4886.33484	13488778320.5
4893.8063	14535932228.2
4901.27776	15060801109.0
4908.74922	14648932624.1
4916.22068	14717729189.2
4923.69214	15514022994.3
4931.1636	14369639899.3
4938.63506	14632728297.1
4946.10652	13551693699.4
4953.57798	14623259556.7
4961.04944	14888913324.8
4968.5209	14563500219.9
4975.99236	14285446653.3
4983.46382	12987292870.3
4990.93528	14371373958.3
4998.40674	13914752831.9
5005.8782	13956382585.2
5013.34966	13621069396.8
5020.82112	13686907607.0
5028.29258	15548101051.2
5035.76404	13641703932.4
5043.2355	14318069403.3
5050.70696	14258486174.6
5058.17842	13456391672.1
5065.64988	14265998296.5
5073.12134	13252912956.3
5080.5928	12878979493.2
5088.06426	13745315430.4
5095.53572	13344316870.1
5103.00718	12784542761.5
5110.47864	12586953675.7
5117.9501	13881068372.1
5125.42156	13790276891.0
5132.89302	12276062229.2
5140.36448	14557810905.9
5147.83594	13513652069.4
5155.3074	13898410919.5
5162.77886	13698836790.7
5170.25032	13872172232.9
5177.72178	13644206156.9
5185.19324	13576066870.2
5192.6647	14774661137.1
5200.13616	13086558106.1
5207.60762	12636044985.0
5215.07908	13161876270.6
5222.55054	13690567012.8
5230.022	13729766898.3
5237.49346	13769022823.7
5244.96492	11965187769.1
5252.43638	12964883980.4
5259.90784	12448462053.7
5267.3793	12622578543.3
5274.85076	12101931662.2
5282.32222	12052530250.5
5289.79368	12506377972.7
5297.26514	12148877422.2
5304.7366	12830397347.6
5312.20806	13064101645.4
5319.67952	13695154810.2
5327.15098	12371481558.2
5334.62244	11808586378.8
5342.0939	11898762749.4
5349.56536	13305726054.8
5357.03682	14031667085.6
5364.50828	12977272250.7
5371.97974	11685970163.3
5379.4512	11950006905.8
5386.92266	12215375907.1
5394.39412	12394781382.9
5401.86558	12429139734.8
5409.33704	12551328423.1
5416.8085	12028530073.7
5424.27996	11855775418.3
5431.75142	12035978067.6
5439.22288	12187452778.8
5446.69434	12814287372.5
5454.1658	12879215204.6
5461.63726	11602027705.3
5469.10872	13518194773.2
5476.58018	11395663966.7
5484.05164	11186179813.9
5491.5231	12483267321.1
5498.99456	11761284973.7
5506.46602	13369967436.7
5513.93748	11946905874.7
5521.40894	11704930638.5
5528.8804	12592548344.2
5536.35186	12074883800.0
5543.82332	11646486915.5
5551.29478	11585449596.1
5558.76624	11523956533.9
5566.2377	11152176702.7
5573.70916	11989857604.0
5581.18062	11897425230.4
5588.65208	12179164691.0
5596.12354	11428836103.4
5603.595	12087379600.5
5611.06646	12780799504.7
5618.53792	12215067516.5
5626.00938	12848963647.8
5633.48084	11708877766.4
5640.9523	11612675021.7
5648.42376	12185837193.5
5655.89522	11386378260.0
5663.36668	11737218253.0
5670.83814	11125039490.4
5678.3096	12024940191.7
5685.78106	12412214758.9
5693.25252	11893833880.3
5700.72398	12347549076.6
5708.19544	11076596269.4
5715.6669	12053008166.6
5723.13836	11888014018.4
5730.60982	12411671813.7
5738.08128	11489215388.1
5745.55274	12311427729.8
5753.0242	10953381793.7
5760.49566	12043716538.3
5767.96712	12241325829.2
5775.43858	11372455996.9
5782.91004	12438602740.8
5790.3815	11934308309.4
5797.85296	11797050899.5
5805.32442	10074982096.3
5812.79588	11824150207.1
5820.26734	10973802705.4
5827.7388	10424631693.3
5835.21026	11847415482.6
5842.68172	11809500138.6
5850.15318	11497479853.0
5857.62464	11904295801.7
5865.0961	10765105293.7
5872.56756	11620238976.9
5880.03902	11960999554.1
5887.51048	12372705882.9
5894.98194	11118348568.7
5902.4534	12052362681.6
5909.92486	10685805829.7
5917.39632	12498635920.4
5924.86778	10985639496.7
5932.33924	10872592901.6
5939.8107	11393935947.7
5947.28216	11811689781.2
5954.75362	11132204221.9
5962.22508	12084408340.5
5969.69654	10511036599.8
5977.168	10608816618.6
5984.63946	10742802964.8
5992.11092	11882710378.2
5999.58238	12632261321.4
6007.05384	9957391392.65
6014.5253	10669492204.1
6021.99676	10768545613.8
6029.46822	9995484432.61
6036.93968	11222944880.3
6044.41114	11725695415.6
6051.8826	10839069378.7
6059.35406	9984670514.41
6066.82552	11628789166.8
6074.29698	10550536627.5
6081.76844	10613495076.8
6089.2399	10380036580.4
6096.71136	9253258118.46
6104.18282	11325309204.0
6111.65428	10269833083.0
6119.12574	10856613544.9
6126.5972	10132437742.2
6134.06866	11398850418.7
6141.54012	10596828209.5
6149.01158	9904230404.79
6156.48304	10042020481.2
6163.9545	11016267484.2
6171.42596	10319346303.5
6178.89742	10458884059.0
6186.36888	11019989143.0
6193.84034	10547895992.1
6201.3118	10727183688.6
6208.78326	9326735281.43
6216.25472	10083390435.9
6223.72618	9061805197.67
6231.19764	9937787421.04
6238.6691	9844870356.67
6246.14056	9127193838.54
6253.61202	9696549576.1
6261.08348	10464555349.6
6268.55494	10803903571.9
6276.0264	10593342115.6
6283.49786	11052885170.9
6290.96932	9852320755.09
6298.44078	10232770045.3
6305.91224	10455884124.9
6313.3837	11716299005.8
6320.85516	9706432592.2
6328.32662	11091015208.7
6335.79808	10956650257.2
6343.26954	10137528212.4
6350.741	11573040273.4
6358.21246	11236445183.2
6365.68392	9804078781.93
6373.15538	10355128980.9
6380.62684	10542272125.7
6388.0983	9220318346.25
6395.56976	9528222143.13
6403.04122	10206480337.9
6410.51268	9654987905.8
6417.98414	10171793065.4
6425.4556	9741338445.17
6432.92706	9267415285.0
6440.39852	9537827281.86
6447.86998	10058869975.0
6455.34144	9623809118.89
6462.8129	9395491643.31
6470.28436	10254519474.4
6477.75582	10739790166.0
6485.22728	9040193968.24
6492.69874	9187501317.86
6500.1702	11110008049.7
6507.64166	10457972576.8
6515.11312	10354659979.4
6522.58458	9867893501.93
6530.05604	10487496154.1
6537.5275	8246327642.34
6544.99896	9635971526.31
6552.47042	9657984018.35
6559.94188	10368547024.0
6567.41334	8365025887.32
6574.8848	9335110187.73
6582.35626	9269683574.02
6589.82772	9942126507.24
6597.29918	11400987555.6
6604.77064	10249004608.9
6612.2421	10665701227.7
6619.71356	9988688403.13
6627.18502	8913259424.76
6634.65648	9461592293.97
6642.12794	9791739230.34
6649.5994	9990648968.32
6657.07086	10146062255.0
6664.54232	9458191596.53
6672.01378	9434894423.43
6679.48524	9411421514.29
6686.9567	8404033956.2
6694.42816	9677654726.85
6701.89962	9070452270.13
6709.37108	10801282608.1
6716.84254	9742568942.19
6724.314	9176442048.5
6731.78546	10782938212.7
6739.25692	10080205644.0
6746.72838	9556348696.12
6754.19984	9121334038.88
6761.6713	8638602956.45
6769.14276	10353092206.2
6776.61422	9778966823.55
6784.08568	9202232392.7
6791.55714	9222512788.52
6799.0286	9705083406.32
6806.50006	10004395638.1
6813.97152	8726325419.14
6821.44298	9164261348.25
6828.91444	9743956263.64
6836.3859	8222995813.1
6843.85736	8896716766.07
6851.32882	7930397676.5
6858.80028	9264911459.57
6866.27174	8389339381.32
6873.7432	8785593618.79
6881.21466	8236489732.94
6888.68612	8444201400.05
6896.15758	8367414494.39
6903.62904	9386417197.45
6911.1005	8976875320.71
6918.57196	10384427773.5
6926.04342	8679945665.23
6933.51488	8650609096.84
6940.98634	8958326444.18
6948.4578	7867158266.52
6955.92926	9819484057.28
6963.40072	9598145126.06
6970.87218	9327194700.14
6978.34364	7058427243.5
6985.8151	8342391667.85
6993.28656	9142742809.09
7000.75802	7888013085.88
7008.22948	8887164420.0
7015.70094	8906123698.71
7023.1724	8629153475.74
7030.64386	8103793658.71
7038.11532	10251034493.6
7045.58678	8634680778.85
7053.05824	8951477486.95
7060.5297	7624473376.24
7068.00116	8140184769.61
7075.47262	8307590496.99
7082.94408	7923800055.46
7090.41554	8594087653.02
7097.887	8763349076.48
7105.35846	8175974516.37
7112.82992	9559171470.77
7120.30138	9021578702.04
7127.77284	8380054750.66
7135.2443	9568601565.37
7142.71576	9129485517.28
7150.18722	8586217898.47
7157.65868	7425833513.73
7165.13014	8211430737.76
7172.6016	8845919216.77
7180.07306	8812804364.42
7187.54452	8211225256.3
7195.01598	7710622733.89
7202.48744	7934148104.08
7209.9589	7742683500.71
7217.43036	7602464924.66
7224.90182	6730826657.47
7232.37328	7843206591.91
7239.84474	10742264286.8
7247.3162	9608928557.24
7254.78766	8312952393.77
7262.25912	7855419998.96
7269.73058	7871591729.11
7277.20204	7622991740.64
7284.6735	8063184480.5
7292.14496	8451960474.91
7299.61642	8202866939.39
7307.08788	9073964014.3
7314.55934	7808462984.6
7322.0308	8521380803.32
7329.50226	8485058645.75
7336.97372	8610028623.79
7344.44518	8735455002.2
7351.91664	8104628954.92
7359.3881	7904467775.51
7366.85956	7757713743.99
7374.33102	7501553661.28
7381.80248	8443109211.9
7389.27394	9825243409.55
7396.7454	9079156705.72
7404.21686	8055881581.05
7411.68832	9665208458.69
7419.15978	9189309201.22
7426.63124	7773800555.23
7434.1027	7568386341.16
7441.57416	6808328458.96
7449.04562	7376889470.86
7456.51708	7780892594.42
7463.98854	7963626752.44
7471.46	8593627788.57
7478.93146	7548069737.89
7486.40292	7619204557.98
7493.87438	8027527212.49
7501.34584	7424570141.87
7508.8173	8961690593.37
7516.28876	9431490450.04
7523.76022	8148289986.89
7531.23168	7427128461.15
7538.70314	8464848947.45
7546.1746	8709414956.02
7553.64606	8954900135.28
7561.11752	7657702374.87
7568.58898	8761230895.02
7576.06044	8204570108.0
7583.5319	7415621286.52
7591.00336	6854007226.11
7598.47482	8715084233.04
7605.94628	8442979373.85
7613.41774	8285682517.64
7620.8892	7779251307.25
7628.36066	8085471650.16
7635.83212	7576564355.16
7643.30358	8292439620.55
7650.77504	7957453395.2
7658.2465	7093271793.36
7665.71796	7812277857.27
7673.18942	6885468516.43
7680.66088	9671533864.45
7688.13234	8035352621.48
7695.6038	7577199456.88
7703.07526	8244630660.84
7710.54672	8617347065.4
7718.01818	7442699349.1
7725.48964	6860284294.98
7732.9611	7650943056.08
7740.43256	6527363001.24
7747.90402	7020210303.35
7755.37548	7875798175.8
7762.84694	7408886092.91
7770.3184	6940131742.66
7777.78986	7860894792.99
7785.26132	8421497274.92
7792.73278	6858775344.77
7800.20424	7723738270.35
7807.6757	7555662390.72
7815.14716	7875512533.2
7822.61862	7217451089.81
7830.09008	7353865212.22
7837.56154	7122196518.22
7845.033	6951148383.28
7852.50446	7272704102.28
7859.97592	6854095725.21
7867.44738	7176616160.08
7874.91884	7810396899.74
7882.3903	6955375342.03
7889.86176	7217566811.14
7897.33322	7792553765.51
7904.80468	5370353857.95
7912.27614	7383842192.19
7919.7476	7648683317.71
7927.21906	8291529623.22
7934.69052	8244207325.66
7942.16198	5988934720.54
7949.63344	8780861567.47
7957.1049	6961224669.35
7964.57636	6784000099.37
7972.04782	6860287570.94
7979.51928	6809479889.53
7986.99074	7141197799.9
7994.4622	7665855975.64
8001.93366	6911820066.47
8009.40512	7309636741.53
8016.87658	7130469553.93
8024.34804	7401327109.83
8031.8195	7608646631.86
8039.29096	7752069235.79
8046.76242	6147725345.97
8054.23388	6418629768.39
8061.70534	6820490253.73
8069.1768	6116910598.81
8076.64826	7889514127.42
8084.11972	7708058599.84
8091.59118	7722312981.63
