Altitude(m)	beta_aerosol(m^-1 sr^-1)	beta_molecular(m^-1 sr^-1)
1038.53294	5.18449421786e-07	8.26012072755e-08
1046.0044	5.17922103917e-07	8.25405515715e-08
1053.47586	5.36087129956e-07	8.24799299489e-08
1060.94732	5.23163678932e-07	8.24193423944e-08
1068.41878	5.11385955487e-07	8.23587888949e-08
1075.89024	5.00771731889e-07	8.22982694369e-08
1083.3617	5.00359329936e-07	8.22377840074e-08
1090.83316	5.31576050239e-07	8.21773325929e-08
1098.30462	5.27366234046e-07	8.21169151802e-08
1105.77608	5.20167182706e-07	8.20565317562e-08
1113.24754	5.04530026626e-07	8.19961823075e-08
1120.719	4.95474183611e-07	8.19358668209e-08
1128.19046	5.14015524067e-07	8.18755852831e-08
1135.66192	5.0965542158e-07	8.18153376809e-08
1143.13338	5.023067736e-07	8.17551240011e-08
1150.60484	5.03626991055e-07	8.16949442305e-08
1158.0763	5.07536067296e-07	8.16347983557e-08
1165.54776	5.1066178613e-07	8.15746863636e-08
1173.01922	5.28572588361e-07	8.15146082409e-08
1180.49068	5.1350724196e-07	8.14545639744e-08
1187.96214	5.02513759899e-07	8.1394553551e-08
1195.4336	5.19018826184e-07	8.13345769573e-08
1202.90506	5.16376474568e-07	8.12746341801e-08
1210.37652	5.12719628595e-07	8.12147252063e-08
1217.84798	5.30775336142e-07	8.11548500226e-08
1225.31944	5.29361925401e-07	8.10950086159e-08
1232.7909	5.0908315812e-07	8.10352009729e-08
1240.26236	5.01135121789e-07	8.09754270803e-08
1247.73382	4.94813726084e-07	8.09156869252e-08
1255.20528	4.96750703463e-07	8.08559804941e-08
1262.67674	5.13621425025e-07	8.07963077739e-08
1270.1482	5.05206304156e-07	8.07366687515e-08
1277.61966	5.08949369497e-07	8.06770634137e-08
1285.09112	5.1744979795e-07	8.06174917472e-08
1292.56258	5.20270472636e-07	8.05579537389e-08
1300.03404	5.09140078308e-07	8.04984493756e-08
1307.5055	5.03817574389e-07	8.04389786441e-08
1314.97696	5.07434452543e-07	8.03795415313e-08
1322.44842	4.95426571583e-07	8.0320138024e-08
1329.91988	5.21153237507e-07	8.0260768109e-08
1337.39134	5.10412709441e-07	8.02014317731e-08
1344.8628	5.1922930617e-07	8.01421290032e-08
1352.33426	5.28555045989e-07	8.00828597862e-08
1359.80572	4.86289763734e-07	8.00236241089e-08
1367.27718	5.31104146358e-07	7.9964421958e-08
1374.74864	5.05594923037e-07	7.99052533206e-08
1382.2201	4.82596526057e-07	7.98461181834e-08
1389.69156	5.03522540467e-07	7.97870165332e-08
1397.16302	5.02869464902e-07	7.9727948357e-08
1404.63448	4.92252338263e-07	7.96689136416e-08
1412.10594	4.93149119181e-07	7.96099123739e-08
1419.5774	4.83162628855e-07	7.95509445407e-08
1427.04886	4.96734338626e-07	7.94920101289e-08
1434.52032	4.99756606264e-07	7.94331091254e-08
1441.99178	4.78993532495e-07	7.93742415171e-08
1449.46324	4.77236945794e-07	7.93154072908e-08
1456.9347	5.02928083543e-07	7.92566064334e-08
1464.40616	4.95496741538e-07	7.91978389317e-08
1471.87762	4.91784569237e-07	7.91391047728e-08
1479.34908	4.94435613618e-07	7.90804039435e-08
1486.82054	5.05390482245e-07	7.90217364306e-08
1494.292	4.93768770004e-07	7.89631022211e-08
1501.76346	4.9655086961e-07	7.89045013018e-08
1509.23492	4.98249804458e-07	7.88459336597e-08
1516.70638	4.83237413435e-07	7.87873992817e-08
1524.17784	5.02110468828e-07	7.87288981546e-08
1531.6493	5.11225535025e-07	7.86704302655e-08
1539.12076	5.07750776142e-07	7.86119956011e-08
1546.59222	5.03668279568e-07	7.85535941485e-08
1554.06368	5.09571316902e-07	7.84952258944e-08
1561.53514	5.3953807987e-07	7.8436890826e-08
1569.0066	5.30955739554e-07	7.837858893e-08
1576.47806	5.14733950531e-07	7.83203201934e-08
1583.94952	5.12734549381e-07	7.82620846032e-08
1591.42098	5.39494806224e-07	7.82038821462e-08
1598.89244	5.52012956703e-07	7.81457128095e-08
1606.3639	5.38464671787e-07	7.80875765798e-08
1613.83536	5.51041937013e-07	7.80294734443e-08
1621.30682	5.62688164753e-07	7.79714033898e-08
1628.77828	5.40430816619e-07	7.79133664033e-08
1636.24974	5.58246176176e-07	7.78553624717e-08
1643.7212	5.76712210773e-07	7.7797391582e-08
1651.19266	5.60531116963e-07	7.77394537211e-08
1658.66412	5.64712409565e-07	7.76815488761e-08
1666.13558	5.85594069042e-07	7.76236770338e-08
1673.60704	5.6013363859e-07	7.75658381812e-08
1681.0785	5.61664056438e-07	7.75080323053e-08
1688.54996	5.87921869419e-07	7.7450259393e-08
1696.02142	5.84214856095e-07	7.73925194314e-08
1703.49288	5.95419126447e-07	7.73348124075e-08
1710.96434	6.05660352982e-07	7.72771383081e-08
1718.4358	5.53483803666e-07	7.72194971202e-08
1725.90726	5.64999367321e-07	7.7161888831e-08
1733.37872	5.86240041806e-07	7.71043134272e-08
1740.85018	6.11649237201e-07	7.70467708961e-08
1748.32164	5.88225668995e-07	7.69892612244e-08
1755.7931	5.8006031848e-07	7.69317843993e-08
1763.26456	5.89932810001e-07	7.68743404077e-08
1770.73602	5.64800744896e-07	7.68169292366e-08
1778.20748	5.83923626831e-07	7.6759550873e-08
1785.67894	5.71183611314e-07	7.6702205304e-08
1793.1504	5.89804057222e-07	7.66448925165e-08
1800.62186	5.94320664742e-07	7.65876124976e-08
1808.09332	5.60887071018e-07	7.65303652343e-08
1815.56478	5.7018859143e-07	7.64731507136e-08
1823.03624	5.40956215422e-07	7.64159689224e-08
1830.5077	5.38681687187e-07	7.6358819848e-08
1837.97916	5.40930845613e-07	7.63017034772e-08
1845.45062	5.53146666639e-07	7.62446197971e-08
1852.92208	5.11205356633e-07	7.61875687947e-08
1860.39354	5.23549077401e-07	7.61305504571e-08
1867.865	5.3274101374e-07	7.60735647714e-08
1875.33646	5.10166075227e-07	7.60166117244e-08
1882.80792	4.60038373993e-07	7.59596913034e-08
1890.27938	4.5088086909e-07	7.59028034953e-08
1897.75084	4.16871274286e-07	7.58459482872e-08
1905.2223	4.40532307901e-07	7.57891256662e-08
1912.69376	4.02273833742e-07	7.57323356193e-08
1920.16522	4.24170385284e-07	7.56755781335e-08
1927.63668	3.65047414095e-07	7.5618853196e-08
1935.10814	3.52300526374e-07	7.55621607938e-08
1942.5796	3.425323774e-07	7.55055009139e-08
1950.05106	3.20603590113e-07	7.54488735434e-08
1957.52252	2.94803663814e-07	7.53922786695e-08
1964.99398	2.70201152602e-07	7.53357162791e-08
1972.46544	2.82268491157e-07	7.52791863594e-08
1979.9369	2.76734825928e-07	7.52226888975e-08
1987.40836	2.42245839329e-07	7.51662238803e-08
1994.87982	2.24077045679e-07	7.51097912951e-08
2002.35128	2.08653933418e-07	7.50533911289e-08
2009.82274	2.08775454726e-07	7.49970233688e-08
2017.2942	1.80500437523e-07	7.49406880019e-08
2024.76566	1.63901615047e-07	7.48843850152e-08
2032.23712	1.36765489237e-07	7.4828114396e-08
2039.70858	1.40599581518e-07	7.47718761313e-08
2047.18004	1.23446176205e-07	7.47156702082e-08
2054.6515	1.13479507528e-07	7.46594966138e-08
2062.12296	1.12695143677e-07	7.46033553352e-08
2069.59442	1.00621959059e-07	7.45472463596e-08
2077.06588	1.04440396789e-07	7.44911696741e-08
2084.53734	9.95747594812e-08	7.44351252657e-08
2092.0088	8.87625597321e-08	7.43791131217e-08
2099.48026	8.83164836262e-08	7.43231332291e-08
2106.95172	9.42197817503e-08	7.42671855751e-08
2114.42318	7.94526839481e-08	7.42112701468e-08
2121.89464	7.56571428065e-08	7.41553869314e-08
2129.3661	6.96250788225e-08	7.40995359159e-08
2136.83756	6.63340763337e-08	7.40437170876e-08
2144.30902	5.74842710927e-08	7.39879304335e-08
2151.78048	6.40059240176e-08	7.39321759408e-08
2159.25194	6.63705554222e-08	7.38764535968e-08
2166.7234	6.71850004245e-08	7.38207633884e-08
2174.19486	6.21174516846e-08	7.37651053029e-08
2181.66632	4.51210113292e-08	7.37094793275e-08
2189.13778	6.22858445485e-08	7.36538854493e-08
2196.60924	6.3281156406e-08	7.35983236554e-08
2204.0807	6.59079190297e-08	7.35427939331e-08
2211.55216	6.85607150702e-08	7.34872962695e-08
2219.02362	7.59552870436e-08	7.34318306517e-08
2226.49508	6.27883757232e-08	7.33763970671e-08
2233.96654	6.11404742601e-08	7.33209955026e-08
2241.438	6.42723169275e-08	7.32656259456e-08
2248.90946	6.88904689692e-08	7.32102883832e-08
2256.38092	6.62450261995e-08	7.31549828025e-08
2263.85238	7.92664959523e-08	7.30997091909e-08
2271.32384	9.6162099362e-08	7.30444675354e-08
2278.7953	8.14263511174e-08	7.29892578233e-08
2286.26676	9.35317201967e-08	7.29340800418e-08
2293.73822	8.83909292292e-08	7.2878934178e-08
2301.20968	7.04785988874e-08	7.28238202192e-08
2308.68114	7.35216549492e-08	7.27687381526e-08
2316.1526	7.78810213928e-08	7.27136879654e-08
2323.62406	8.02172637106e-08	7.26586696449e-08
2331.09552	7.4497185739e-08	7.26036831781e-08
2338.56698	9.12440825703e-08	7.25487285524e-08
2346.03844	8.62937647806e-08	7.24938057549e-08
2353.5099	9.1628174388e-08	7.2438914773e-08
2360.98136	7.26906488803e-08	7.23840555938e-08
2368.45282	7.95976348199e-08	7.23292282045e-08
2375.92428	9.4438485711e-08	7.22744325924e-08
2383.39574	1.02103000415e-07	7.22196687447e-08
2390.8672	8.16031096585e-08	7.21649366487e-08
2398.33866	1.02234107609e-07	7.21102362916e-08
2405.81012	1.00896971162e-07	7.20555676607e-08
2413.28158	1.32799738561e-07	7.20009307431e-08
2420.75304	1.09396965057e-07	7.19463255262e-08
2428.2245	1.16540696063e-07	7.18917519972e-08
2435.69596	1.11228934717e-07	7.18372101433e-08
2443.16742	1.23325455832e-07	7.17826999519e-08
2450.63888	1.33256787803e-07	7.17282214101e-08
2458.11034	1.09048665691e-07	7.16737745053e-08
2465.5818	1.28335308561e-07	7.16193592247e-08
2473.05326	1.07589610454e-07	7.15649755556e-08
2480.52472	1.0461012165e-07	7.15106234852e-08
2487.99618	1.24195285965e-07	7.14563030009e-08
2495.46764	1.32638791268e-07	7.14020140899e-08
2502.9391	1.17681801433e-07	7.13477567395e-08
2510.41056	1.19800620212e-07	7.12935309369e-08
2517.88202	1.25593363162e-07	7.12393366696e-08
2525.35348	1.28379084527e-07	7.11851739246e-08
2532.82494	1.50322238706e-07	7.11310426895e-08
2540.2964	1.1943061315e-07	7.10769429513e-08
2547.76786	1.33751923351e-07	7.10228746976e-08
2555.23932	1.08329012321e-07	7.09688379154e-08
2562.71078	1.35060990313e-07	7.09148325923e-08
2570.18224	1.23946329496e-07	7.08608587153e-08
2577.6537	1.19403401578e-07	7.0806916272e-08
2585.12516	1.18334622251e-07	7.07530052496e-08
2592.59662	1.19508416154e-07	7.06991256353e-08
2600.06808	1.10265834801e-07	7.06452774166e-08
2607.53954	1.44465617239e-07	7.05914605807e-08
2615.011	1.48424206996e-07	7.0537675115e-08
2622.48246	1.39493135137e-07	7.04839210067e-08
2629.95392	1.57779568738e-07	7.04301982433e-08
2637.42538	1.41399708987e-07	7.03765068121e-08
2644.89684	1.55505012389e-07	7.03228467003e-08
2652.3683	1.70106133869e-07	7.02692178954e-08
2659.83976	2.10120937352e-07	7.02156203847e-08
2667.31122	1.74060416299e-07	7.01620541555e-08
2674.78268	1.91756639919e-07	7.01085191951e-08
2682.25414	1.8048300235e-07	7.0055015491e-08
2689.7256	2.03636850459e-07	7.00015430305e-08
2697.19706	2.04220092795e-07	6.99481018009e-08
2704.66852	1.90311456899e-07	6.98946917895e-08
2712.13998	1.75159440142e-07	6.98413129839e-08
2719.61144	1.99124454815e-07	6.97879653712e-08
2727.0829	1.74121795993e-07	6.97346489389e-08
2734.55436	1.79174314244e-07	6.96813636744e-08
2742.02582	1.99175810246e-07	6.9628109565e-08
2749.49728	1.52869946982e-07	6.95748865981e-08
2756.96874	1.65934082052e-07	6.95216947611e-08
2764.4402	1.5437105568e-07	6.94685340413e-08
2771.91166	1.57161028432e-07	6.94154044262e-08
2779.38312	1.28575273358e-07	6.93623059032e-08
2786.85458	1.1506532161e-07	6.93092384595e-08
2794.32604	1.57701208949e-07	6.92562020827e-08
2801.7975	1.52929349666e-07	6.92031967601e-08
2809.26896	1.3739464179e-07	6.91502224792e-08
2816.74042	1.6508800871e-07	6.90972792272e-08
2824.21188	1.49430802054e-07	6.90443669916e-08
2831.68334	1.44463113325e-07	6.89914857599e-08
2839.1548	1.77701085563e-07	6.89386355195e-08
2846.62626	1.6928558701e-07	6.88858162576e-08
2854.09772	1.79715275089e-07	6.88330279619e-08
2861.56918	1.62860843041e-07	6.87802706196e-08
2869.04064	1.55386671559e-07	6.87275442183e-08
2876.5121	1.82727558516e-07	6.86748487452e-08
2883.98356	1.68808910599e-07	6.8622184188e-08
2891.45502	2.0015091203e-07	6.85695505339e-08
2898.92648	2.06546485314e-07	6.85169477705e-08
2906.39794	2.16690645093e-07	6.84643758851e-08
2913.8694	1.93135583408e-07	6.84118348652e-08
2921.34086	1.98316103976e-07	6.83593246983e-08
2928.81232	2.06041492641e-07	6.83068453717e-08
2936.28378	2.25148213986e-07	6.8254396873e-08
2943.75524	2.05293645413e-07	6.82019791896e-08
2951.2267	2.19496609084e-07	6.81495923089e-08
2958.69816	1.84905440007e-07	6.80972362183e-08
2966.16962	1.96127484637e-07	6.80449109055e-08
2973.64108	2.49173673841e-07	6.79926163577e-08
2981.11254	2.29291604558e-07	6.79403525626e-08
2988.584	2.24391087875e-07	6.78881195075e-08
2996.05546	2.06755778187e-07	6.78359171798e-08
3003.52692	1.97262752096e-07	6.77837455672e-08
3010.99838	2.08404061653e-07	6.77316046571e-08
3018.46984	2.04566632911e-07	6.76794944369e-08
3025.9413	2.24762391643e-07	6.76274148941e-08
3033.41276	2.09743218121e-07	6.75753660162e-08
3040.88422	2.14381329522e-07	6.75233477907e-08
3048.35568	2.40347654376e-07	6.74713602051e-08
3055.82714	1.94182222105e-07	6.74194032469e-08
3063.2986	1.87790946321e-07	6.73674769035e-08
3070.77006	2.22719671563e-07	6.73155811625e-08
3078.24152	2.31190232823e-07	6.72637160114e-08
3085.71298	1.78864203087e-07	6.72118814377e-08
3093.18444	2.13783584946e-07	6.71600774289e-08
3100.6559	2.40138681169e-07	6.71083039724e-08
3108.12736	2.24296720132e-07	6.70565610559e-08
3115.59882	2.29615707265e-07	6.70048486668e-08
3123.07028	2.43557254391e-07	6.69531667926e-08
3130.54174	2.13565474361e-07	6.69015154209e-08
3138.0132	2.30908725423e-07	6.68498945391e-08
3145.48466	2.33906339669e-07	6.67983041349e-08
3152.95612	2.47620723439e-07	6.67467441958e-08
3160.42758	2.82479297888e-07	6.66952147092e-08
3167.89904	2.21424461287e-07	6.66437156627e-08
3175.3705	2.1945108161e-07	6.65922470439e-08
3182.84196	2.21414789784e-07	6.65408088402e-08
3190.31342	2.27375471489e-07	6.64894010393e-08
3197.78488	2.28376871309e-07	6.64380236287e-08
3205.25634	2.12262408156e-07	6.63866765959e-08
3212.7278	2.25313582712e-07	6.63353599285e-08
3220.19926	2.26794676641e-07	6.62840736141e-08
3227.67072	1.9712036039e-07	6.62328176401e-08
3235.14218	2.60045266144e-07	6.61815919942e-08
3242.61364	2.20946958643e-07	6.61303966639e-08
3250.0851	2.23428489691e-07	6.60792316368e-08
3257.55656	2.61862643614e-07	6.60280969005e-08
3265.02802	2.36820130576e-07	6.59769924425e-08
3272.49948	2.28344429132e-07	6.59259182504e-08
3279.97094	2.31927759772e-07	6.58748743118e-08
3287.4424	2.16951869492e-07	6.58238606142e-08
3294.91386	1.98083107159e-07	6.57728771453e-08
3302.38532	2.70686347632e-07	6.57219238927e-08
3309.85678	2.44349328989e-07	6.56710008439e-08
3317.32824	2.37765344142e-07	6.56201079864e-08
3324.7997	2.28930495769e-07	6.5569245308e-08
3332.27116	2.38575799064e-07	6.55184127963e-08
3339.74262	2.31835944005e-07	6.54676104387e-08
3347.21408	2.47634807841e-07	6.54168382229e-08
3354.68554	1.86545710308e-07	6.53660961366e-08
3362.157	2.18393395204e-07	6.53153841673e-08
3369.62846	2.01314581412e-07	6.52647023026e-08
3377.09992	2.29582862529e-07	6.52140505302e-08
3384.57138	1.92054713786e-07	6.51634288377e-08
3392.04284	1.62667109327e-07	6.51128372127e-08
3399.5143	1.99661397011e-07	6.50622756427e-08
3406.98576	2.12383909343e-07	6.50117441156e-08
3414.45722	2.47073739497e-07	6.49612426188e-08
3421.92868	1.90796324261e-07	6.491077114e-08
3429.40014	1.8969645501e-07	6.48603296669e-08
3436.8716	1.70503040526e-07	6.4809918187e-08
3444.34306	1.73964661611e-07	6.47595366881e-08
3451.81452	1.99220665848e-07	6.47091851577e-08
3459.28598	1.92197606684e-07	6.46588635836e-08
3466.75744	1.82131929674e-07	6.46085719533e-08
3474.2289	1.77928615362e-07	6.45583102545e-08
3481.70036	1.84462157348e-07	6.45080784749e-08
3489.17182	1.58552511226e-07	6.44578766021e-08
3496.64328	1.40255526597e-07	6.44077046238e-08
3504.11474	1.32713476026e-07	6.43575625276e-08
3511.5862	1.61685186355e-07	6.43074503013e-08
3519.05766	1.68251027636e-07	6.42573679324e-08
3526.52912	1.62564865693e-07	6.42073154087e-08
3534.00058	1.59291774241e-07	6.41572927178e-08
3541.47204	1.57223489501e-07	6.41072998474e-08
3548.9435	1.27700160078e-07	6.40573367852e-08
3556.41496	1.50499704639e-07	6.40074035189e-08
3563.88642	1.80415582862e-07	6.39575000362e-08
3571.35788	1.60695575928e-07	6.39076263246e-08
3578.82934	1.65532337953e-07	6.38577823721e-08
3586.3008	1.67857111137e-07	6.38079681661e-08
3593.77226	1.38199655265e-07	6.37581836945e-08
3601.24372	1.44905159088e-07	6.37084289449e-08
3608.71518	1.25200658247e-07	6.3658703905e-08
3616.18664	1.50691726986e-07	6.36090085626e-08
3623.6581	1.66636971457e-07	6.35593429053e-08
3631.12956	1.64409968343e-07	6.35097069208e-08
3638.60102	1.77916003761e-07	6.3460100597e-08
3646.07248	1.49329107352e-07	6.34105239214e-08
3653.54394	1.46312991147e-07	6.33609768818e-08
3661.0154	1.65877541146e-07	6.3311459466e-08
3668.48686	1.30837326098e-07	6.32619716616e-08
3675.95832	1.86037557717e-07	6.32125134564e-08
3683.42978	2.03993187777e-07	6.31630848381e-08
3690.90124	1.93009422394e-07	6.31136857945e-08
3698.3727	1.60180804066e-07	6.30643163132e-08
3705.84416	1.67995101616e-07	6.30149763821e-08
3713.31562	1.5531679812e-07	6.29656659888e-08
3720.78708	1.94812190691e-07	6.29163851212e-08
3728.25854	1.80060709395e-07	6.28671337669e-08
3735.73	1.65868006805e-07	6.28179119137e-08
3743.20146	1.77325826815e-07	6.27687195494e-08
3750.67292	1.46896474266e-07	6.27195566617e-08
3758.14438	1.61866804331e-07	6.26704232384e-08
3765.61584	1.63555128531e-07	6.26213192673e-08
3773.0873	1.55334018844e-07	6.2572244736e-08
3780.55876	1.30676452341e-07	6.25231996325e-08
3788.03022	2.04372952447e-07	6.24741839443e-08
3795.50168	1.56761912498e-07	6.24251976594e-08
3802.97314	1.58432760899e-07	6.23762407655e-08
3810.4446	2.43277315074e-07	6.23273132504e-08
3817.91606	1.92318718133e-07	6.22784151019e-08
3825.38752	1.80293117048e-07	6.22295463077e-08
3832.85898	1.63033769175e-07	6.21807068556e-08
3840.33044	1.83851388465e-07	6.21318967334e-08
3847.8019	1.75311416959e-07	6.2083115929e-08
3855.27336	1.90411388226e-07	6.20343644301e-08
3862.74482	2.01167182537e-07	6.19856422245e-08
3870.21628	1.79874371309e-07	6.19369493e-08
3877.68774	1.9140956254e-07	6.18882856444e-08
3885.1592	1.94748356736e-07	6.18396512455e-08
3892.63066	1.88275174027e-07	6.17910460912e-08
3900.10212	2.19715933157e-07	6.17424701693e-08
3907.57358	1.80494161493e-07	6.16939234675e-08
3915.04504	2.55021858361e-07	6.16454059737e-08
3922.5165	2.66362555192e-07	6.15969176757e-08
3929.98796	2.03682421233e-07	6.15484585613e-08
3937.45942	1.93948506551e-07	6.15000286184e-08
3944.93088	2.35486381027e-07	6.14516278348e-08
3952.40234	2.35173822189e-07	6.14032561983e-08
3959.8738	2.17592543052e-07	6.13549136968e-08
3967.34526	2.63656401587e-07	6.13066003181e-08
3974.81672	2.8637596885e-07	6.125831605e-08
3982.28818	2.91016232881e-07	6.12100608804e-08
3989.75964	2.56618640331e-07	6.11618347971e-08
3997.2311	2.65151098046e-07	6.1113637788e-08
4004.70256	3.16347255909e-07	6.10654698409e-08
4012.17402	3.12284109759e-07	6.10173309437e-08
4019.64548	2.96022082318e-07	6.09692210843e-08
