Altitude(m)	beta_aerosol(m^-1 sr^-1)	beta_molecular(m^-1 sr^-1)
4027.11694	3.09716567144e-07	6.09211402505e-08
4034.5884	2.47548408247e-07	6.08730884302e-08
4042.05986	2.61944182888e-07	6.08250656112e-08
4049.53132	2.72335169513e-07	6.07770717814e-08
4057.00278	2.77018185393e-07	6.07291069287e-08
4064.47424	2.59323282113e-07	6.06811710409e-08
4071.9457	2.36474950051e-07	6.0633264106e-08
4079.41716	2.41036329601e-07	6.05853861118e-08
4086.88862	2.52346280291e-07	6.05375370462e-08
4094.36008	2.89035196734e-07	6.04897168971e-08
4101.83154	2.79464768098e-07	6.04419256524e-08
4109.303	2.52811501056e-07	6.03941632999e-08
4116.77446	2.70293987743e-07	6.03464298277e-08
4124.24592	3.11037709544e-07	6.02987252234e-08
4131.71738	2.72142240847e-07	6.02510494752e-08
4139.18884	2.39825716545e-07	6.02034025708e-08
4146.6603	2.86963034216e-07	6.01557844982e-08
4154.13176	3.24909674575e-07	6.01081952452e-08
4161.60322	2.97654795677e-07	6.00606347999e-08
4169.07468	3.16639584969e-07	6.00131031501e-08
4176.54614	3.30490925322e-07	5.99656002837e-08
4184.0176	2.4723667081e-07	5.99181261887e-08
4191.48906	2.51125598496e-07	5.98706808529e-08
4198.96052	2.65724897681e-07	5.98232642643e-08
4206.43198	3.30497443223e-07	5.97758764109e-08
4213.90344	2.98864190439e-07	5.97285172805e-08
4221.3749	3.07507308463e-07	5.96811868611e-08
4228.84636	2.61042918147e-07	5.96338851407e-08
4236.31782	3.14971615256e-07	5.95866121071e-08
4243.78928	2.90948911355e-07	5.95393677483e-08
4251.26074	3.3259720551e-07	5.94921520523e-08
4258.7322	2.90996652522e-07	5.94449650071e-08
4266.20366	3.42170836305e-07	5.93978066004e-08
4273.67512	3.25262189521e-07	5.93506768204e-08
4281.14658	3.38868305362e-07	5.9303575655e-08
4288.61804	3.3858590608e-07	5.92565030921e-08
4296.0895	2.83052538706e-07	5.92094591197e-08
4303.56096	3.36085344295e-07	5.91624437258e-08
4311.03242	3.41422419272e-07	5.91154568983e-08
4318.50388	3.14594137418e-07	5.90684986252e-08
4325.97534	3.33173318045e-07	5.90215688945e-08
4333.4468	3.05134080947e-07	5.89746676942e-08
4340.91826	3.61157054252e-07	5.89277950121e-08
4348.38972	3.36851333711e-07	5.88809508364e-08
4355.86118	3.0075950206e-07	5.8834135155e-08
4363.33264	3.07001465951e-07	5.87873479559e-08
4370.8041	3.01615680324e-07	5.87405892271e-08
4378.27556	3.54746873596e-07	5.86938589566e-08
4385.74702	2.94634397226e-07	5.86471571323e-08
4393.21848	3.55006332519e-07	5.86004837423e-08
4400.68994	3.58592991021e-07	5.85538387746e-08
4408.1614	3.14634400744e-07	5.85072222171e-08
4415.63286	2.55403559208e-07	5.8460634058e-08
4423.10432	2.75565733869e-07	5.84140742851e-08
4430.57578	3.10905641004e-07	5.83675428866e-08
4438.04724	3.33440857928e-07	5.83210398504e-08
4445.5187	2.66310082709e-07	5.82745651646e-08
4452.99016	2.95907025082e-07	5.82281188171e-08
4460.46162	3.21658788407e-07	5.8181700796e-08
4467.93308	2.79226471173e-07	5.81353110893e-08
4475.40454	3.29668857554e-07	5.80889496851e-08
4482.876	3.06474473871e-07	5.80426165714e-08
4490.34746	2.77934405531e-07	5.79963117363e-08
4497.81892	2.74022478849e-07	5.79500351676e-08
4505.29038	2.64877822551e-07	5.79037868536e-08
4512.76184	2.90077698483e-07	5.78575667823e-08
4520.2333	2.89291984197e-07	5.78113749416e-08
4527.70476	2.91645323473e-07	5.77652113197e-08
4535.17622	2.8030229788e-07	5.77190759046e-08
4542.64768	2.63575831911e-07	5.76729686843e-08
4550.11914	2.41407799746e-07	5.7626889647e-08
4557.5906	2.53172027524e-07	5.75808387806e-08
4565.06206	2.59670353503e-07	5.75348160733e-08
4572.53352	3.2417282569e-07	5.74888215131e-08
4580.00498	2.64196810779e-07	5.74428550881e-08
4587.47644	2.18901156971e-07	5.73969167863e-08
4594.9479	2.91510766738e-07	5.73510065959e-08
4602.41936	2.19860038847e-07	5.73051245049e-08
4609.89082	3.03901316741e-07	5.72592705013e-08
4617.36228	3.45805703948e-07	5.72134445734e-08
4624.83374	2.59275327787e-07	5.71676467091e-08
4632.3052	2.92455364759e-07	5.71218768965e-08
4639.77666	2.59387582365e-07	5.70761351238e-08
4647.24812	3.3838485404e-07	5.7030421379e-08
4654.71958	2.74000682214e-07	5.69847356503e-08
4662.19104	2.57289124927e-07	5.69390779257e-08
4669.6625	2.37078173374e-07	5.68934481933e-08
4677.13396	3.26101775258e-07	5.68478464413e-08
4684.60542	3.02607486935e-07	5.68022726578e-08
4692.07688	3.1981745521e-07	5.67567268308e-08
4699.54834	2.24319368213e-07	5.67112089485e-08
4707.0198	3.0652160257e-07	5.6665718999e-08
4714.49126	3.14726485438e-07	5.66202569704e-08
4721.96272	3.57536681352e-07	5.65748228509e-08
4729.43418	3.34780431144e-07	5.65294166285e-08
4736.90564	2.59656168055e-07	5.64840382915e-08
4744.3771	3.11994622643e-07	5.64386878279e-08
4751.84856	3.54201230761e-07	5.63933652258e-08
4759.32002	3.2756595335e-07	5.63480704735e-08
4766.79148	2.98374297917e-07	5.6302803559e-08
4774.26294	3.33870565045e-07	5.62575644705e-08
4781.7344	3.70807099393e-07	5.62123531961e-08
4789.20586	3.02237419458e-07	5.6167169724e-08
4796.67732	2.83245420762e-07	5.61220140424e-08
4804.14878	2.10266760141e-07	5.60768861394e-08
4811.62024	3.12048108125e-07	5.60317860031e-08
4819.0917	3.65166218964e-07	5.59867136217e-08
4826.56316	3.54592680661e-07	5.59416689833e-08
4834.03462	4.04595580927e-07	5.58966520763e-08
4841.50608	3.11299490391e-07	5.58516628886e-08
4848.97754	3.26039029581e-07	5.58067014085e-08
4856.449	2.95524438339e-07	5.57617676241e-08
4863.92046	2.90612993043e-07	5.57168615237e-08
4871.39192	3.28854696148e-07	5.56719830954e-08
4878.86338	3.4136107308e-07	5.56271323274e-08
4886.33484	3.44010633029e-07	5.55823092079e-08
4893.8063	2.98044600421e-07	5.5537513725e-08
4901.27776	3.39317564889e-07	5.5492745867e-08
4908.74922	3.39455158426e-07	5.5448005622e-08
4916.22068	2.96759671372e-07	5.54032929783e-08
4923.69214	3.33375882676e-07	5.5358607924e-08
4931.1636	3.22058555327e-07	5.53139504474e-08
4938.63506	3.13198564658e-07	5.52693205366e-08
4946.10652	3.259732247e-07	5.52247181799e-08
4953.57798	3.49081377635e-07	5.51801433654e-08
4961.04944	4.08342549233e-07	5.51355960815e-08
4968.5209	3.19696164853e-07	5.50910763162e-08
4975.99236	2.96409216268e-07	5.50465840579e-08
4983.46382	2.74251070101e-07	5.50021192947e-08
4990.93528	2.92315221185e-07	5.49576820149e-08
4998.40674	2.89588354241e-07	5.49132722067e-08
5005.8782	3.76008352385e-07	5.48688898583e-08
5013.34966	3.4724903413e-07	5.48245349579e-08
5020.82112	3.71086374411e-07	5.47802074939e-08
5028.29258	3.54022329423e-07	5.47359074543e-08
5035.76404	3.66070315868e-07	5.46916348276e-08
5043.2355	2.16842147987e-07	5.46473896019e-08
5050.70696	3.27450638977e-07	5.46031717654e-08
5058.17842	3.13995424299e-07	5.45589813065e-08
5065.64988	2.86973951058e-07	5.45148182133e-08
5073.12134	2.86780530662e-07	5.44706824742e-08
5080.5928	3.12333426441e-07	5.44265740773e-08
5088.06426	3.44857878428e-07	5.4382493011e-08
5095.53572	3.18934520807e-07	5.43384392635e-08
5103.00718	2.95562440881e-07	5.4294412823e-08
5110.47864	3.11848921306e-07	5.42504136779e-08
5117.9501	2.23535328636e-07	5.42064418165e-08
5125.42156	2.99089262002e-07	5.41624972269e-08
5132.89302	3.48809262188e-07	5.41185798975e-08
5140.36448	2.52796958452e-07	5.40746898165e-08
5147.83594	3.24990656266e-07	5.40308269723e-08
5155.3074	2.98264942227e-07	5.39869913531e-08
5162.77886	3.13489664286e-07	5.39431829472e-08
5170.25032	2.78083205409e-07	5.38994017429e-08
5177.72178	2.91909168973e-07	5.38556477285e-08
5185.19324	2.84550935752e-07	5.38119208924e-08
5192.6647	2.2592304613e-07	5.37682212227e-08
5200.13616	2.09716142654e-07	5.37245487078e-08
5207.60762	2.86446734934e-07	5.3680903336e-08
5215.07908	2.51669673478e-07	5.36372850956e-08
5222.55054	2.2097964719e-07	5.3593693975e-08
5230.022	3.14358572156e-07	5.35501299623e-08
5237.49346	2.5614036454e-07	5.35065930461e-08
5244.96492	1.58273256037e-07	5.34630832145e-08
5252.43638	1.69166210241e-07	5.3419600456e-08
5259.90784	1.46478650155e-07	5.33761447587e-08
5267.3793	1.41253433295e-07	5.33327161111e-08
5274.85076	1.40407822841e-07	5.32893145015e-08
5282.32222	1.55790504724e-07	5.32459399183e-08
5289.79368	1.83110126799e-07	5.32025923496e-08
5297.26514	1.42289576798e-07	5.3159271784e-08
5304.7366	1.13128506734e-07	5.31159782097e-08
5312.20806	1.27104621631e-07	5.30727116152e-08
5319.67952	1.32174723755e-07	5.30294719886e-08
5327.15098	1.28257818536e-07	5.29862593184e-08
5334.62244	5.19819945942e-08	5.2943073593e-08
5342.0939	9.16173375062e-08	5.28999148006e-08
5349.56536	1.11783323278e-07	5.28567829298e-08
5357.03682	8.64658936921e-08	5.28136779687e-08
5364.50828	8.84357796319e-08	5.27705999058e-08
5371.97974	6.7482916708e-08	5.27275487295e-08
5379.4512	8.16686504901e-08	5.2684524428e-08
5386.92266	3.28952450992e-08	5.26415269899e-08
5394.39412	4.85979432896e-08	5.25985564035e-08
5401.86558	1.15418393813e-07	5.25556126571e-08
5409.33704	8.64823077355e-08	5.25126957391e-08
5416.8085	1.24249208862e-07	5.24698056379e-08
5424.27996	1.21684567594e-07	5.2426942342e-08
5431.75142	8.62525310398e-08	5.23841058396e-08
5439.22288	6.31602446977e-08	5.23412961192e-08
5446.69434	8.86987699918e-08	5.22985131693e-08
5454.1658	1.44360570894e-07	5.2255756978e-08
5461.63726	1.06999626176e-07	5.2213027534e-08
5469.10872	1.13844134827e-07	5.21703248256e-08
5476.58018	1.22318112652e-07	5.21276488411e-08
5484.05164	1.1488139143e-07	5.20849995691e-08
5491.5231	1.31404636479e-07	5.20423769978e-08
5498.99456	1.04688438498e-07	5.19997811158e-08
5506.46602	1.55071766529e-07	5.19572119115e-08
5513.93748	1.13742068516e-07	5.19146693732e-08
5521.40894	1.07779697324e-07	5.18721534894e-08
5528.8804	8.23008212436e-08	5.18296642485e-08
5536.35186	1.90160905888e-07	5.1787201639e-08
5543.82332	1.51721785774e-07	5.17447656492e-08
5551.29478	1.52346760132e-07	5.17023562677e-08
5558.76624	1.82529797722e-07	5.16599734828e-08
5566.2377	1.2396466452e-07	5.16176172831e-08
5573.70916	1.6743935898e-07	5.15752876568e-08
5581.18062	2.01233354491e-07	5.15329845926e-08
5588.65208	2.25262713036e-07	5.14907080788e-08
5596.12354	1.91128948897e-07	5.14484581038e-08
5603.595	1.25045499047e-07	5.14062346562e-08
5611.06646	1.90919217269e-07	5.13640377244e-08
5618.53792	3.22718693554e-07	5.13218672969e-08
5626.00938	1.85689104632e-07	5.12797233621e-08
5633.48084	1.89788853115e-07	5.12376059084e-08
5640.9523	2.54927176386e-07	5.11955149245e-08
5648.42376	1.94669038329e-07	5.11534503986e-08
5655.89522	1.76662363295e-07	5.11114123194e-08
5663.36668	2.28636217847e-07	5.10694006752e-08
5670.83814	2.05482819533e-07	5.10274154546e-08
5678.3096	1.56397681867e-07	5.0985456646e-08
5685.78106	2.2598777518e-07	5.09435242379e-08
5693.25252	1.93971572242e-07	5.09016182189e-08
5700.72398	1.92974034797e-07	5.08597385774e-08
5708.19544	1.36323206719e-07	5.08178853018e-08
5715.6669	1.78731766182e-07	5.07760583808e-08
5723.13836	1.75921300595e-07	5.07342578027e-08
5730.60982	1.94133997168e-07	5.06924835562e-08
5738.08128	2.03658610106e-07	5.06507356296e-08
5745.55274	1.93838196695e-07	5.06090140115e-08
5753.0242	1.82188479253e-07	5.05673186905e-08
5760.49566	2.85741126874e-07	5.0525649655e-08
5767.96712	2.28063690492e-07	5.04840068935e-08
5775.43858	1.39718501078e-07	5.04423903947e-08
5782.91004	1.74260912769e-07	5.04008001469e-08
5790.3815	2.0720737727e-07	5.03592361387e-08
5797.85296	1.79196529644e-07	5.03176983586e-08
5805.32442	2.05122723272e-07	5.02761867952e-08
5812.79588	2.31198100852e-07	5.02347014371e-08
5820.26734	2.04829171909e-07	5.01932422726e-08
5827.7388	2.07400929491e-07	5.01518092905e-08
5835.21026	2.11808396111e-07	5.01104024791e-08
5842.68172	2.21725132312e-07	5.00690218271e-08
5850.15318	1.84014281266e-07	5.00276673231e-08
5857.62464	1.55277612838e-07	4.99863389555e-08
5865.0961	2.29636891301e-07	4.99450367129e-08
5872.56756	2.19364942207e-07	4.99037605838e-08
5880.03902	1.42276610045e-07	4.98625105569e-08
5887.51048	1.68865354904e-07	4.98212866207e-08
5894.98194	2.17975238444e-07	4.97800887637e-08
5902.4534	1.6641212715e-07	4.97389169745e-08
5909.92486	1.80161843946e-07	4.96977712417e-08
5917.39632	1.93987275936e-07	4.96566515539e-08
5924.86778	1.72077316259e-07	4.96155578996e-08
5932.33924	1.67049607714e-07	4.95744902674e-08
5939.8107	1.46831163795e-07	4.95334486459e-08
5947.28216	1.68298680562e-07	4.94924330237e-08
5954.75362	1.25108320548e-07	4.94514433893e-08
5962.22508	1.14150700593e-07	4.94104797314e-08
5969.69654	1.85486581049e-07	4.93695420385e-08
5977.168	1.3431084857e-07	4.93286302992e-08
5984.63946	1.00180091889e-07	4.92877445022e-08
5992.11092	1.52734338272e-07	4.9246884636e-08
5999.58238	1.10728731613e-07	4.92060506892e-08
6007.05384	1.42238788269e-07	4.91652426504e-08
6014.5253	1.77811831249e-07	4.91244605083e-08
6021.99676	1.0041809266e-07	4.90837042515e-08
6029.46822	1.28231733659e-07	4.90429738685e-08
6036.93968	1.38543215171e-07	4.9002269348e-08
6044.41114	1.52841775098e-07	4.89615906786e-08
6051.8826	1.73131720883e-07	4.8920937849e-08
6059.35406	1.26318119017e-07	4.88803108477e-08
6066.82552	1.12941734995e-07	4.88397096634e-08
6074.29698	1.03465945754e-07	4.87991342846e-08
6081.76844	1.5171194329e-07	4.87585847002e-08
6089.2399	1.46286045948e-07	4.87180608986e-08
6096.71136	1.16796436155e-07	4.86775628685e-08
6104.18282	1.3131883464e-07	4.86370905986e-08
6111.65428	1.25786877408e-07	4.85966440775e-08
6119.12574	1.46460649929e-07	4.85562232938e-08
6126.5972	1.67244356241e-07	4.85158282362e-08
6134.06866	1.41475335712e-07	4.84754588934e-08
6141.54012	1.56246826974e-07	4.8435115254e-08
6149.01158	1.64978017484e-07	4.83947973067e-08
6156.48304	8.99221559424e-08	4.83545050401e-08
6163.9545	1.02610875844e-07	4.83142384429e-08
6171.42596	1.17419556164e-07	4.82739975038e-08
6178.89742	1.17882654308e-07	4.82337822114e-08
6186.36888	1.65854907844e-07	4.81935925544e-08
6193.84034	1.25031812251e-07	4.81534285214e-08
6201.3118	1.23437619482e-07	4.81132901012e-08
6208.78326	1.07262927035e-07	4.80731772825e-08
6216.25472	1.55690980807e-07	4.80330900539e-08
6223.72618	1.64624381106e-07	4.7993028404e-08
6231.19764	1.27457126287e-07	4.79529923217e-08
6238.6691	8.5886534717e-08	4.79129817956e-08
6246.14056	1.36853368826e-07	4.78729968143e-08
6253.61202	1.584981479e-07	4.78330373666e-08
6261.08348	1.27283457392e-07	4.77931034412e-08
6268.55494	1.21393269748e-07	4.77531950268e-08
6276.0264	1.02693336628e-07	4.77133121121e-08
6283.49786	1.22322345093e-07	4.76734546857e-08
6290.96932	1.03527544771e-07	4.76336227365e-08
6298.44078	1.16817252659e-07	4.75938162531e-08
6305.91224	7.64016375864e-08	4.75540352242e-08
6313.3837	8.32143940147e-08	4.75142796386e-08
6320.85516	1.35452120359e-07	4.7474549485e-08
6328.32662	1.3161765853e-07	4.7434844752e-08
6335.79808	1.06037474564e-07	4.73951654285e-08
6343.26954	1.36946149083e-07	4.73555115032e-08
6350.741	1.15615295169e-07	4.73158829648e-08
6358.21246	1.35757251039e-07	4.7276279802e-08
6365.68392	7.92079192896e-08	4.72367020035e-08
6373.15538	1.36741338629e-07	4.71971495582e-08
6380.62684	1.48264974191e-07	4.71576224547e-08
6388.0983	1.11215369451e-07	4.71181206819e-08
6395.56976	1.71476300943e-07	4.70786442284e-08
6403.04122	1.54294377515e-07	4.7039193083e-08
6410.51268	1.37020622022e-07	4.69997672345e-08
6417.98414	1.30818871386e-07	4.69603666716e-08
6425.4556	9.77261475215e-08	4.69209913831e-08
6432.92706	1.18309747858e-07	4.68816413577e-08
6440.39852	1.77232445089e-07	4.68423165843e-08
6447.86998	1.46267253435e-07	4.68030170516e-08
6455.34144	1.28702086581e-07	4.67637427483e-08
6462.8129	1.74491571635e-07	4.67244936632e-08
6470.28436	1.1147950857e-07	4.66852697852e-08
6477.75582	1.41505841902e-07	4.66460711029e-08
6485.22728	9.8637366971e-08	4.66068976052e-08
6492.69874	1.49367787503e-07	4.65677492809e-08
6500.1702	1.13188177027e-07	4.65286261188e-08
6507.64166	1.32009811127e-07	4.64895281075e-08
6515.11312	1.34789828278e-07	4.64504552361e-08
6522.58458	1.67621562288e-07	4.64114074931e-08
6530.05604	1.68190130963e-07	4.63723848675e-08
6537.5275	1.61792969495e-07	4.63333873481e-08
6544.99896	8.31990418428e-08	4.62944149236e-08
6552.47042	1.34878671835e-07	4.62554675828e-08
6559.94188	1.70443868642e-07	4.62165453146e-08
6567.41334	1.26464735603e-07	4.61776481078e-08
6574.8848	1.45724324007e-07	4.61387759512e-08
6582.35626	1.58011070462e-07	4.60999288336e-08
6589.82772	1.42014737363e-07	4.60611067438e-08
6597.29918	1.59083303117e-07	4.60223096708e-08
6604.77064	1.50128410761e-07	4.59835376032e-08
6612.2421	1.14955281572e-07	4.59447905299e-08
6619.71356	5.81440172053e-08	4.59060684398e-08
6627.18502	1.5642918348e-07	4.58673713217e-08
6634.65648	1.30599970448e-07	4.58286991644e-08
6642.12794	1.16649806818e-07	4.57900519568e-08
6649.5994	1.89306610873e-07	4.57514296877e-08
6657.07086	1.00618288334e-07	4.5712832346e-08
6664.54232	1.8325766767e-07	4.56742599205e-08
6672.01378	1.4020073814e-07	4.56357124e-08
6679.48524	1.28529219352e-07	4.55971897735e-08
6686.9567	1.14361590769e-07	4.55586920298e-08
6694.42816	1.58743190256e-07	4.55202191578e-08
6701.89962	1.64169984362e-07	4.54817711462e-08
6709.37108	1.4017008312e-07	4.5443347984e-08
6716.84254	1.67712533144e-07	4.54049496601e-08
6724.314	1.85527212118e-07	4.53665761633e-08
6731.78546	8.47717098197e-08	4.53282274825e-08
6739.25692	1.17321054319e-07	4.52899036065e-08
6746.72838	1.57478394718e-07	4.52516045244e-08
6754.19984	1.25636828191e-07	4.52133302248e-08
6761.6713	1.8846215498e-07	4.51750806968e-08
6769.14276	1.81560012719e-07	4.51368559292e-08
6776.61422	1.395165353e-07	4.50986559109e-08
6784.08568	9.47513818751e-08	4.50604806308e-08
6791.55714	1.15264631892e-07	4.50223300778e-08
6799.0286	1.25775682185e-07	4.49842042408e-08
6806.50006	1.2874366109e-07	4.49461031087e-08
6813.97152	1.16503931545e-07	4.49080266705e-08
6821.44298	1.44886185751e-07	4.48699749149e-08
6828.91444	1.22432187699e-07	4.4831947831e-08
6836.3859	6.66605281671e-08	4.47939454076e-08
6843.85736	8.23118529858e-08	4.47559676336e-08
6851.32882	1.23696684059e-07	4.47180144981e-08
6858.80028	6.7540373394e-08	4.46800859898e-08
6866.27174	1.19387958179e-07	4.46421820978e-08
6873.7432	6.03779196109e-08	4.46043028109e-08
6881.21466	9.4315227907e-08	4.45664481181e-08
6888.68612	1.20624408338e-07	4.45286180083e-08
6896.15758	1.18440985526e-07	4.44908124705e-08
6903.62904	1.60573937492e-07	4.44530314936e-08
6911.1005	9.83645357682e-08	4.44152750665e-08
6918.57196	1.56356851922e-07	4.43775431782e-08
6926.04342	1.30605400305e-07	4.43398358177e-08
6933.51488	1.12623911354e-07	4.43021529738e-08
6940.98634	1.15657049794e-07	4.42644946355e-08
6948.4578	9.75538604845e-08	4.42268607918e-08
6955.92926	8.99630634927e-08	4.41892514317e-08
6963.40072	1.08891409285e-07	4.41516665441e-08
6970.87218	1.03952692796e-07	4.4114106118e-08
6978.34364	1.57678609703e-07	4.40765701422e-08
6985.8151	1.04705619981e-07	4.40390586059e-08
6993.28656	1.42596849713e-07	4.4001571498e-08
7000.75802	1.53806556983e-07	4.39641088075e-08
7008.22948	1.54299386332e-07	4.39266705232e-08
7015.70094	1.81778100077e-07	4.38892566343e-08
7023.1724	1.17426743723e-07	4.38518671297e-08
7030.64386	1.69334104241e-07	4.38145019984e-08
7038.11532	1.48126651317e-07	4.37771612293e-08
7045.58678	1.18646471701e-07	4.37398448115e-08
7053.05824	1.51802452557e-07	4.3702552734e-08
7060.5297	1.33136682072e-07	4.36652849857e-08
7068.00116	1.06156042608e-07	4.36280415557e-08
7075.47262	1.44998656599e-07	4.35908224329e-08
7082.94408	1.23430526503e-07	4.35536276064e-08
7090.41554	1.40404968542e-07	4.35164570652e-08
7097.887	1.57458038682e-07	4.34793107983e-08
7105.35846	1.55179738388e-07	4.34421887946e-08
7112.82992	8.06304803618e-08	4.34050910433e-08
7120.30138	1.67283259253e-07	4.33680175333e-08
7127.77284	1.76176091591e-07	4.33309682537e-08
7135.2443	1.06763486298e-07	4.32939431935e-08
7142.71576	1.29566117833e-07	4.32569423416e-08
7150.18722	1.21557834837e-07	4.32199656872e-08
7157.65868	1.36044971982e-07	4.31830132193e-08
7165.13014	1.39305908448e-07	4.31460849269e-08
7172.6016	1.28433681243e-07	4.31091807991e-08
7180.07306	1.26016537478e-07	4.30723008248e-08
7187.54452	1.12219158383e-07	4.30354449931e-08
7195.01598	1.35383633044e-07	4.29986132932e-08
7202.48744	1.35817422734e-07	4.2961805714e-08
7209.9589	1.01921370751e-07	4.29250222445e-08
7217.43036	8.79395282304e-08	4.28882628739e-08
7224.90182	1.31359712459e-07	4.28515275913e-08
7232.37328	1.5194023336e-07	4.28148163855e-08
7239.84474	8.0258778813e-08	4.27781292458e-08
7247.3162	1.38406777763e-07	4.27414661612e-08
7254.78766	1.44642026774e-07	4.27048271207e-08
7262.25912	1.39283695835e-07	4.26682121135e-08
7269.73058	8.73141080488e-08	4.26316211286e-08
7277.20204	1.16808621718e-07	4.2595054155e-08
7284.6735	1.08420423434e-07	4.25585111819e-08
7292.14496	1.49813323649e-07	4.25219921984e-08
7299.61642	5.04172739662e-08	4.24854971935e-08
7307.08788	1.80151865866e-07	4.24490261563e-08
7314.55934	1.15788548796e-07	4.2412579076e-08
7322.0308	1.10255946902e-07	4.23761559415e-08
7329.50226	1.07659871821e-07	4.23397567421e-08
7336.97372	1.43648592746e-07	4.23033814667e-08
7344.44518	1.82776755283e-07	4.22670301046e-08
7351.91664	1.50509861993e-07	4.22307026447e-08
7359.3881	1.30047956362e-07	4.21943990763e-08
7366.85956	1.09491925561e-07	4.21581193885e-08
7374.33102	1.18859146233e-07	4.21218635702e-08
7381.80248	1.28267166509e-07	4.20856316107e-08
7389.27394	8.64675205111e-08	4.20494234992e-08
7396.7454	1.16986002204e-07	4.20132392246e-08
7404.21686	8.1034182195e-08	4.19770787761e-08
7411.68832	1.5414393132e-07	4.19409421429e-08
7419.15978	1.42445755518e-07	4.1904829314e-08
7426.63124	1.00221676305e-07	4.18687402787e-08
7434.1027	1.64686384145e-07	4.18326750261e-08
7441.57416	1.8353741382e-07	4.17966335452e-08
7449.04562	1.13526251014e-07	4.17606158252e-08
7456.51708	8.62314474089e-08	4.17246218554e-08
7463.98854	1.45056956833e-07	4.16886516247e-08
7471.46	1.33149296304e-07	4.16527051225e-08
7478.93146	1.67588052306e-07	4.16167823377e-08
7486.40292	1.37078269951e-07	4.15808832596e-08
7493.87438	1.37497569152e-07	4.15450078774e-08
7501.34584	1.59711749718e-07	4.15091561802e-08
7508.8173	1.22741013645e-07	4.14733281571e-08
7516.28876	2.04425234212e-07	4.14375237973e-08
7523.76022	9.84559713059e-08	4.14017430901e-08
7531.23168	1.14485753284e-07	4.13659860245e-08
7538.70314	9.28227812318e-08	4.13302525897e-08
7546.1746	1.43592944262e-07	4.1294542775e-08
7553.64606	1.37703296316e-07	4.12588565695e-08
7561.11752	8.42833965097e-08	4.12231939623e-08
7568.58898	1.16312737141e-07	4.11875549427e-08
7576.06044	8.80589986759e-08	4.11519394999e-08
7583.5319	1.52096212645e-07	4.1116347623e-08
7591.00336	1.04641484618e-07	4.10807793012e-08
7598.47482	1.46583162561e-07	4.10452345238e-08
7605.94628	1.53431823937e-07	4.10097132799e-08
7613.41774	1.15315596193e-07	4.09742155588e-08
7620.8892	1.41442082662e-07	4.09387413496e-08
7628.36066	1.32181166077e-07	4.09032906415e-08
7635.83212	1.29346554693e-07	4.08678634238e-08
7643.30358	1.10293762672e-07	4.08324596857e-08
7650.77504	1.49615078096e-07	4.07970794163e-08
7658.2465	1.04489914411e-07	4.0761722605e-08
7665.71796	1.63528593551e-07	4.07263892409e-08
7673.18942	6.59537245393e-08	4.06910793132e-08
7680.66088	1.61172768101e-07	4.06557928112e-08
7688.13234	9.92825840329e-08	4.06205297241e-08
7695.6038	1.32489690411e-07	4.05852900412e-08
7703.07526	1.03228202235e-07	4.05500737516e-08
7710.54672	1.39881875816e-07	4.05148808446e-08
7718.01818	1.27058037053e-07	4.04797113095e-08
7725.48964	1.17493280896e-07	4.04445651355e-08
7732.9611	9.45956962573e-08	4.04094423118e-08
7740.43256	7.4929754403e-08	4.03743428278e-08
7747.90402	1.31911397669e-07	4.03392666725e-08
7755.37548	1.35646693282e-07	4.03042138354e-08
7762.84694	1.12596463756e-07	4.02691843056e-08
7770.3184	7.26630114632e-08	4.02341780724e-08
7777.78986	9.31054183543e-08	4.01991951251e-08
7785.26132	2.26355511367e-08	4.01642354529e-08
7792.73278	5.99369956697e-08	4.01292990452e-08
7800.20424	8.72391496093e-08	4.00943858911e-08
7807.6757	4.00657106772e-08	4.005949598e-08
7815.14716	9.46097500921e-08	4.00246293011e-08
7822.61862	8.1300494171e-08	3.99897858437e-08
7830.09008	6.45246624581e-08	3.99549655971e-08
7837.56154	5.79317437678e-08	3.99201685505e-08
7845.033	3.4190984381e-08	3.98853946934e-08
7852.50446	7.2108510083e-08	3.98506440149e-08
7859.97592	4.83021332024e-08	3.98159165043e-08
7867.44738	9.32863060664e-08	3.9781212151e-08
7874.91884	9.70389098042e-08	3.97465309442e-08
7882.3903	6.27655272362e-08	3.97118728733e-08
7889.86176	3.52823883136e-08	3.96772379275e-08
7897.33322	7.71221282801e-08	3.96426260961e-08
7904.80468	3.21669542555e-08	3.96080373685e-08
7912.27614	6.71922565775e-08	3.9573471734e-08
7919.7476	3.94999323473e-08	3.95389291819e-08
7927.21906	3.61885443053e-08	3.95044097015e-08
7934.69052	4.68856662604e-08	3.94699132821e-08
7942.16198	1.4279920719e-09	3.9435439913e-08
7949.63344	4.72854073172e-08	3.94009895836e-08
7957.1049	6.86426259758e-08	3.93665622833e-08
7964.57636	3.35611800312e-08	3.93321580012e-08
7972.04782	3.01959047633e-08	3.92977767268e-08
7979.51928	2.32708140894e-08	3.92634184495e-08
7986.99074	4.82947280311e-08	3.92290831585e-08
7994.4622	7.69768373004e-08	3.91947708431e-08
8001.93366	8.79391004263e-08	3.91604814928e-08
8009.40512	-1.12151317533e-09	3.91262150969e-08
8016.87658	3.47875297272e-08	3.90919716447e-08
8024.34804	2.77880813163e-08	3.90577511256e-08
8031.8195	7.10785883707e-08	3.9023553529e-08
