Altitude(m)	Range Corrected Signal(m^-1 sr^-1)
8091.59118	1809369784.62
8099.06264	632006048.755
8106.5341	1487479285.92
8114.00556	1292711188.08
8121.47702	1229134578.76
8128.94848	1627875956.52
8136.41994	1035057785.79
8143.8914	1501220361.1
8151.36286	1969089172.75
8158.83432	1240468170.99
8166.30578	1309429681.07
8173.77724	2313986321.38
8181.2487	2251285746.85
8188.72016	579021115.411
8196.19162	1789274232.61
8203.66308	1388737314.44
8211.13454	919308929.467
8218.606	785891713.126
8226.07746	1396336410.05
8233.54892	1059917410.43
8241.02038	1197670742.09
8248.49184	383391975.371
8255.9633	1406500790.78
8263.43476	1613900707.56
8270.90622	1137965245.16
8278.37768	934427507.168
8285.84914	1554012624.3
8293.3206	2038270601.43
8300.79206	1766332220.09
8308.26352	2045622337.94
8315.73498	2809969099.95
8323.20644	875299296.371
8330.6779	946271648.92
8338.14936	739395554.063
8345.62082	1019318776.86
8353.09228	1090918845.23
8360.56374	1162770298.35
8368.0352	1374921497.38
8375.50666	675886692.306
8382.97812	1801482248.58
8390.44958	1100698436.36
8397.92104	1173184669.1
8405.3925	1245923738.0
8412.86396	1248139697.97
8420.33542	1604867869.73
8427.80688	1039493738.08
8435.27834	45182739.6275
8442.7498	1185743202.32
8450.22126	1259249030.81
8457.69272	1404541936.28
8465.16418	547116500.078
8472.63564	260940491.292
8480.1071	1340084153.13
8487.57856	1846719503.84
8495.05002	550986454.421
8502.52148	1130299046.18
8509.99294	2291006062.2
8517.4644	698992270.124
8524.93586	409520984.535
8532.40732	1065456899.36
8539.87878	1213182724.51
8547.35024	484734496.291
8554.8217	1144247073.47
8562.29316	926308038.634
8569.76462	854484471.747
8577.23608	855975068.013
8584.70754	710072556.179
8592.179	1301913397.34
8599.65046	1082316614.88
8607.12192	491537704.293
8614.59338	1011869972.47
8622.06484	864945924.494
8629.5363	345163336.45
8637.00776	196565474.527
8644.47922	1243083994.09
8651.95068	1918939983.34
8659.42214	1247385319.57
8666.8936	949078589.452
8674.36506	950715637.168
8681.83652	1027728380.88
8689.30798	576473598.663
8696.77944	880001271.527
8704.2509	199638097.129
8711.72236	731239715.913
8719.19382	732494524.289
8726.66528	809905095.279
8734.13674	429866789.782
8741.6082	1729669684.63
8749.07966	1502988463.8
8756.55112	968816264.279
8764.02258	432813597.196
8771.49404	1126003841.1
8778.9655	1898625245.39
8786.43696	898239155.25
8793.90842	513103295.861
8801.37988	1133689851.84
8808.85134	902827853.558
8816.3228	904360017.65
8823.79426	905893480.737
8831.26572	2155288310.29
8838.73718	283978104.396
8846.20864	988757071.266
8853.6801	363326763.836
8861.15156	992100288.057
8868.62302	1229731435.23
8876.09448	1231804307.06
8883.56594	602536973.992
8891.0374	1710258563.75
8898.50886	-28901962.875
8905.98032	288315424.648
8913.45178	-267347980.165
8920.92324	528032352.097
8928.3947	-29096424.6504
8935.86616	849201602.353
8943.33762	210755963.314
8950.80908	1412862998.5
8958.28054	612714783.432
8965.752	854891379.423
8973.22346	1178391749.12
8980.69492	938396273.299
8988.16638	1101532584.01
8995.63784	1103364654.52
9003.1093	213582499.574
9010.58076	457508837.339
9018.05222	-192334253.718
9025.52368	1029248081.72
9032.99514	1112547841.35
9040.4666	542278791.154
9047.93806	625040673.256
9055.40952	626073371.424
9062.88098	627106922.006
9070.35244	1286311672.09
9077.8239	1123617900.96
9085.29536	795297871.785
9092.76682	713928056.904
9100.23828	1460430828.64
9107.70974	467425372.75
9115.1812	385106058.711
9122.65266	635406013.522
9130.12412	1136602234.5
9137.59558	470498004.563
9145.06704	136738730.657
9152.5385	555807056.195
9160.00996	221091736.801
9167.48142	1061879711.43
9174.95288	1316150553.08
9182.42434	390808909.182
9189.8958	475899331.432
9197.36726	730448159.59
9204.83872	1409467844.25
9212.31018	478223622.634
9219.78164	308990897.634
9227.2531	1842051492.06
9234.72456	-116407387.959
9242.19602	-31177638.3543
9249.66748	1508786205.63
9257.13894	-288362400.858
9264.6104	312002976.315
9272.08186	914306923.967
9279.55332	399120359.01
9287.02478	1348500445.55
9294.49624	1782609371.43
9301.9677	141470996.055
9309.43916	921689267.233
9316.91062	141925886.424
9324.38208	1707147426.55
9331.85354	751965940.399
9339.325	1450954462.86
9346.79646	579650877.969
9354.26792	405573291.759
9361.73938	756790088.031
9369.21084	1548037540.96
9376.6823	231674920.467
9384.15376	1464917055.7
9391.62522	-296801830.678
9399.09668	939528000.684
9406.56814	1471923424.61
9414.0396	-564092661.223
9421.51106	588954916.787
9428.98252	1034417951.7
9436.45398	590824613.76
9443.92544	770136028.83
9451.3969	1485986307.42
9458.86836	56813571.0639
9466.33982	1490688792.79
9473.81128	864771120.129
9481.28274	1225714539.87
9488.7542	1587792906.29
9496.22566	147441523.42
9503.69712	779915436.022
9511.16858	419292889.155
9518.64004	1688415010.51
9526.1115	148371018.508
9533.58296	784828277.017
9541.05442	2151534689.09
9548.52588	1243162214.27
9555.99734	1793010967.16
9563.4688	1155596284.9
9570.94026	1340608404.33
9578.41172	58258691.6344
9585.88318	1344797803.04
9593.35464	-309689205.182
9600.8261	-402347636.768
9608.29756	-218335338.434
9615.76902	521029083.022
9623.24048	151412048.244
9630.71194	58896638.9192
9638.1834	1266617588.1
9645.65486	896427466.73
9653.12632	1829645215.57
9660.59778	245917038.845
9668.06924	1087541633.52
9675.5407	714758830.638
9683.01216	809623855.977
9690.48362	247440920.8
9697.95508	-34328371.4478
9705.42654	813376452.832
9712.898	625948471.45
9720.36946	626911839.482
9727.84092	2236601060.68
9735.31238	818393412.121
9742.78384	60275366.4651
9750.2553	440637762.454
9757.72676	250886865.063
9765.19822	346630314.963
9772.66968	1779737029.29
9780.14114	252040808.493
9787.6126	731412846.713
9795.08406	732529933.754
9802.55552	157107304.872
9810.02698	1119713182.47
9817.49844	1217802687.45
9824.9699	1123126940.19
9832.44136	1704897186.13
9839.91282	351954819.449
9847.38428	934315364.917
9854.85574	2392506405.1
9862.3272	450825582.302
9869.79866	1523051091.58
9877.27012	1915599730.74
9884.74158	159752769.829
9892.21304	2312823696.12
9899.6845	846262408.878
9907.15596	-428432341.677
9914.62742	259020070.172
9922.09888	1145443017.36
9929.57034	1935939668.74
9937.0418	2037598942.53
9944.51326	1743984121.06
9951.98472	1845647667.52
9959.45618	1550847648.32
9966.92764	1851194314.04
9974.3991	162663922.159
9981.87056	-36367775.055
9989.34202	1061234255.71
9996.81348	563140936.413
10004.28494	1364668753.49
10011.7564	1567178387.24
10019.22786	1167978624.6
10026.69932	667047729.548
10034.17078	1070780542.78
10041.64224	870706588.596
10049.1137	1376926195.73
10056.58516	468760285.047
10064.05662	-644680524.916
10071.52808	1078768434.11
10078.99954	2400990586.88
10086.471	369813621.445
10093.94246	981687742.707
10101.41392	166833050.804
10108.88538	1495544263.67
10116.35684	1088393086.22
10123.8283	1499968948.42
10131.29976	1399540506.87
10138.77122	-345904104.43
10146.24268	1300725748.99
10153.71414	271662995.055
10161.1856	581812018.915
10168.65706	686069525.79
10176.12852	687078080.635
10183.59998	273264542.036
10191.07144	65949790.0554
10198.5429	-141974028.491
10206.01436	691119707.688
10213.48582	-246705666.988
10220.95728	2051228546.17
10228.42874	1217262478.48
10235.9002	1533362410.26
10243.37166	171555093.948
10250.84312	1222603294.65
10258.31458	-248876087.623
10265.78604	593852155.612
10273.2575	1227955801.76
10280.72896	701275629.042
10288.20042	1125683566.93
10295.67188	1445321718.75
10303.14334	1022801138.47
10310.6148	2087372847.27
10318.08626	280529752.221
10325.55772	174319027.544
10333.02918	2203229738.14
10340.50064	388675840.921
10347.9721	603398767.292
10355.44356	175329570.515
10362.91502	712532701.167
10370.38648	-254343725.736
10377.85794	283789329.839
10385.3294	1362748768.34
10392.80086	1148689643.83
10400.27232	68685196.8497
10407.74378	610389570.875
10415.21524	285836126.886
10422.6867	720775961.038
10430.15816	504233303.49
10437.62962	1049676519.93
10445.10108	505679133.009
10452.57254	724915369.391
10460.044	1382427196.29
10467.51546	1603540557.41
10474.98692	1386379809.56
10482.45838	399420828.957
10489.92984	-480318611.43
10497.4013	400560402.784
10504.87276	1063244908.67
10512.34422	733229742.933
10519.81568	734272373.08
10527.28714	1067787067.58
10534.7586	403416439.394
10542.23006	1181959166.67
10549.70152	1183635109.98
10557.17298	70773227.3443
10564.64444	-263961699.22
10572.1159	1300439698.61
10579.58736	-40853599.0784
10587.05882	1192032636.76
10594.53028	1418203847.87
10602.00174	1645009722.5
10609.4732	-41084736.3773
10616.94466	-266581650.405
10624.41612	71677668.3607
10631.88758	523926650.336
10639.35904	-267708447.25
10646.8305	-154729574.585
10654.30196	1320737138.22
10661.77342	981569916.587
10669.24488	755280537.163
10676.71634	870330995.23
10684.1878	985701388.346
10691.65926	186899429.592
10699.13072	988460523.143
10706.60218	645947545.907
10714.07364	187683896.43
10721.5451	1567364102.43
10729.01656	533543176.058
10736.48802	419014356.138
10743.95948	-619296249.377
10751.43094	304588259.224
10758.9024	420765720.4
10766.37386	-274138516.411
10773.84532	-42367646.1874
10781.31678	771231111.674
10788.78824	655902457.759
10796.2597	540252000.968
10803.73116	1358044262.18
10811.20262	541748543.19
10818.67408	893628717.064
10826.14554	426041728.066
10833.617	-394940820.824
10841.08846	1014864633.34
10848.55992	663190206.924
10856.03138	1017664258.59
10863.50284	547002741.48
10870.9743	547755411.142
10878.44576	-279875476.792
10885.91722	1141778271.5
10893.38868	431350608.053
10900.86014	907257519.931
10908.3316	432534823.304
10915.80306	1028901321.9
10923.27452	-640140674.274
10930.74598	1390163851.35
10938.21744	-282959480.809
10945.6889	195886252.485
10953.16036	556068930.876
10960.63182	76286010.6824
10968.10328	-404807109.372
10975.57474	1401589807.56
10983.0462	559107553.258
10990.51766	559868502.545
10997.98912	76806910.5741
11005.46058	-528689509.653
11012.93204	198300438.912
11020.4035	198569594.55
11027.87496	-530845224.072
11035.34642	442666194.665
11042.81788	1052984943.82
11050.28934	-410896429.985
11057.7608	1055836628.21
11065.23226	1179703281.46
11072.70372	936087401.167
11080.17518	446269975.141
11087.64664	692743841.656
11095.1181	2293999166.74
11102.58956	78274859.2855
11110.06102	2547049361.84
11117.53248	-45113827.882
11125.00394	449888365.537
11132.4754	574424859.544
11139.94686	451097742.319
11147.41832	-169621636.549
11154.88978	452308742.424
11162.36124	951308085.033
11169.8327	-170304446.875
11177.30416	1328653184.31
11184.77562	454735612.61
11192.24708	580609739.433
11199.71854	581385178.064
11207.19	1712571103.44
11214.66146	-297442813.882
11222.13292	1591204737.01
11229.60438	206180063.759
11237.07584	80182639.6305
11244.5473	965368208.802
11252.01876	1093259442.52
11259.49022	1221487916.34
11266.96168	969220688.682
11274.43314	843393710.839
11281.9046	-46457700.5623
11289.37606	718180816.629
11296.84752	1357225553.97
11304.31898	847870909.137
11311.79044	-302617365.997
11319.2619	1875119472.58
11326.73336	466351920.092
11334.20482	852359959.713
11341.67628	210315970.074
11349.14774	1112215238.45
11356.6192	855734525.703
11364.09066	469433192.982
11371.56212	340738240.004
11379.03358	1247562974.24
11386.50504	730591820.741
11393.9765	212260115.289
11401.44796	82545564.8962
11408.91942	212817228.213
11416.39088	343430039.21
11423.86234	2301449163.51
11431.3338	1651083583.57
11438.80526	-309451418.561
11446.27672	214213204.978
11453.74818	3363013284.85
11461.21964	1922447096.74
11468.6911	-179539645.122
11476.16256	1005547114.74
11483.63402	611235296.165
11491.10548	-312287619.686
11498.57694	1009478869.01
11506.0484	878402008.811
11513.51986	481859742.325
11520.99132	747951813.01
11528.46278	-181415944.805
11535.93424	-48573389.2582
11543.4057	-714887404.305
11550.87716	1685796612.59
11558.34862	1287191898.88
11565.82008	-182593584.978
11573.29154	754757969.289
11580.763	219276507.168
11588.23446	219559535.866
11595.70592	488763538.672
11603.17738	-183775035.051
11610.64884	220409717.204
11618.1203	490654914.675
11625.59176	356131801.234
11633.06322	-726035577.759
11640.53468	1170060181.34
11648.00614	764534525.056
11655.4776	901365798.888
11662.94906	1582643670.33
11670.42052	1993268195.69
11677.89198	1313955407.17
11685.36344	1315637269.91
11692.8349	907153044.371
11700.30636	1045209884.69
11707.77782	-461247486.889
11715.24928	-187342244.67
11722.72074	-50159096.265
11730.1922	-600612690.499
11737.66366	638576687.885
11745.13512	1605027295.21
11752.60658	-188538934.344
11760.07804	641017883.574
11767.5495	1057258314.13
11775.02096	365345697.533
11782.49242	1337599374.69
11789.96388	1478299545.58
11797.43534	1480173776.2
11804.9068	645914246.82
11812.37826	925796678.844
11819.84972	926968202.521
11827.32118	788254940.672
11834.79264	-751434329.803
11842.2641	1631683313.23
11849.73556	-893749322.039
11857.20702	932836932.421
11864.67848	1356324687.0
11872.14994	89501944.5656
11879.6214	230740036.533
11887.09286	1078848226.82
11894.56432	1787608143.68
11902.03578	1931513043.58
11909.50724	231902453.014
11916.9787	658236657.494
11924.45016	1370024849.44
11931.92162	659888442.685
11939.39308	-52030424.0983
11946.86454	233359580.771
11954.336	376557703.144
11961.80746	377028547.366
11969.27892	234236047.909
11976.75038	664856217.696
11984.22184	522064418.256
11991.6933	810316990.714
11999.16476	955307001.011
12006.63622	956497043.874
12014.10768	1102026610.85
12021.57914	1681471177.0
12029.0506	-486908966.305
12036.52206	2120287529.41
12043.99352	1542689489.34
12051.46498	1544604089.83
12058.93644	1982773721.85
12066.4079	529249455.579
12073.87936	1404576452.58
12081.35082	-199234086.373
12088.82228	-199480586.92
12096.29374	970835338.091
12103.7652	3169551991.18
12111.23666	239825157.365
12118.70812	974436578.913
12126.17958	681550011.642
12133.65104	-200962790.52
12141.1225	1715078764.44
12148.59396	241306928.06
12156.06542	241603829.82
12163.53688	241900914.12
12171.00834	1575399177.07
12178.4798	1577333962.49
12185.95126	539788078.484
12193.42272	1283847980.12
12200.89418	-352058201.442
12208.36564	988908211.266
12215.8371	1139345671.67
12223.30856	94874887.8171
12230.78002	543766846.928
12238.25148	1443080191.14
12245.72294	395138619.402
12253.1944	-655364474.163
12260.66586	546427475.847
12268.13732	95572067.747
12275.60878	1903975363.57
12283.08024	1453671569.86
12290.5517	549094598.064
12298.02316	2515900250.57
12305.49462	-660970988.584
12312.96608	1157535735.7
12320.43754	-662577235.838
12327.909	-359426409.839
12335.38046	-55538988.0489
12342.85192	1315507654.04
12350.32338	2079753198.3
12357.79484	-208456102.365
12365.2663	1778989297.14
12372.73776	-974383731.549
12380.20922	1016943665.5
12387.68068	-516374838.799
12395.15214	404840863.972
12402.6236	405329065.15
12410.09506	405817560.514
12417.56652	252110391.786
12425.03798	-56349272.6136
12432.50944	716419393.672
12439.9809	1491046357.37
12447.45236	718142590.629
12454.92382	98504455.8749
12462.39528	1030490449.72
12469.86674	409736114.113
12477.3382	721595194.263
12484.80966	722459638.862
12492.28112	567267513.357
12499.75258	1974140596.98
12507.22404	255764117.96
12514.6955	569304988.569
12522.16696	569984958.635
12529.63842	-842261215.891
12537.10988	885704364.547
12544.58134	414660782.824
12552.0528	100046808.729
12559.52426	-215317351.755
12566.99572	1047861445.76
12574.46718	732873337.23
12581.93864	100523789.262
12589.4101	100643211.633
12596.88156	-533962995.248
12604.35302	100882269.059
12611.82448	260060020.828
12619.29594	-217371649.979
12626.7674	101241386.908
12634.23886	1059105184.08
12641.71032	2818299430.13
12649.18178	1221613740.74
12656.65324	-378851410.477
12664.1247	-218918774.279
12671.59616	904808282.979
12679.06762	-58676945.8351
12686.53908	-219694393.776
12694.01054	-219953238.4
12701.482	425098344.565
12708.95346	425598607.358
12716.42492	749514089.828
12723.89638	750395093.677
12731.36784	1075452069.16
12738.8393	589880627.095
12746.31076	1402914962.05
12753.78222	-384688442.564
12761.25368	-547988888.808
12768.72514	-385590408.123
12776.1966	-222810587.402
12783.66806	-59649091.7099
12791.13952	1740026916.09
12798.61098	1742060251.49
12806.08244	1252107531.86
12813.5539	432633175.95
12821.02536	1419409999.22
12828.49682	1256494474.59
12835.96828	-60138159.8151
12843.43974	434653643.375
12850.9112	-225424178.985
12858.38266	1097017660.73
12865.85412	-60418523.8165
12873.32558	-391933739.671
12880.79704	769015711.608
12888.2685	-891166549.339
12895.73996	1436001442.22
12903.21142	-60769895.7065
12910.68288	3606245821.08
12918.15434	439725404.94
12925.6258	440234199.117
12933.09726	608008292.218
12940.56872	106336032.436
12948.04018	-228844631.246
12955.51164	-732644655.293
12962.9831	946899375.345
12970.45456	106827759.098
12977.92602	443803995.562
12985.39748	950176786.366
12992.86894	276011941.782
13000.3404	952364872.657
13007.81186	953459859.485
13015.28332	-400625323.763
13022.75478	786059578.448
13030.22624	-741119363.953
13037.6977	1467790781.97
13045.16916	1299297107.28
13052.64062	619300137.708
13060.11208	108309744.989
13067.58354	962242402.504
13075.055	279514798.419
13082.52646	1820206822.36
13089.99792	794198191.104
13097.46938	623561364.622
13104.94084	109054566.257
13112.4123	796920376.567
13119.88376	109303407.171
13127.35522	1143392664.4
13134.82668	-408018484.076
13142.29814	-581202801.348
13149.7696	-1100613143.99
13157.24106	-928751203.748
13164.71252	283361287.125
13172.18398	-410342708.849
13179.65544	1847334781.79
13187.1269	284327016.458
13194.59836	-411740412.21
13202.06982	2027918224.04
13209.54128	-587165515.486
13217.01274	809685488.441
13224.4842	-588494695.628
13231.95566	811517355.476
13239.42712	637151634.743
13246.89858	1690752902.36
13254.37004	462912386.789
13261.8415	-64194900.5895
13269.31296	-64267253.2471
13276.78442	993298380.556
13284.25588	112059373.471
13291.72734	995535538.362
13299.1988	2057867193.28
13306.67026	2060180053.11
13314.14172	-596501334.176
13321.61318	-242240240.584
13329.08464	1001139442.51
13336.5561	-64920260.9421
13344.02756	825322336.505
13351.49902	1717559438.79
13358.97048	470247613.172
13366.44194	828097304.578
13373.9134	471300209.627
13381.38486	650888409.904
13388.85632	-65430437.8485
13396.32778	652342908.691
13403.79924	1371718103.1
13411.2707	294074667.224
13418.74216	294402418.291
13426.21362	114467139.728
13433.68508	655986257.702
13441.15654	-246607300.666
13448.628	-66015942.2051
13456.09946	1382443587.79
13463.57092	-247430467.718
13471.04238	-429174144.331
13478.51384	-974661349.073
13485.9853	-611998605.357
13493.45676	1025983470.01
13500.92822	-613355586.327
13508.39968	-614034640.343
13515.87114	116001020.647
13523.3426	1579175665.49
13530.81406	3045584526.02
13538.28552	1032811960.12
13545.75698	300002115.084
13553.22844	-67046850.4186
13560.6999	1404019861.87
13568.17136	-435385323.138
13575.64282	1591413903.32
13583.11428	-620845843.274
13590.58574	301991073.937
13598.0572	857044684.813
13605.52866	-1178227760.4
13613.00012	1229556878.99
13620.47158	-253231040.874
13627.94304	-67788103.498
13635.4145	2163231890.11
13642.88596	1421089855.42
13650.35742	-68011274.0582
13657.82888	-254622035.461
13665.30034	1052282342.11
13672.7718	118709877.321
13680.24326	-255458460.966
13687.71472	-443091108.516
13695.18618	-68458715.4443
13702.65764	2372383311.55
13710.1291	-68608188.5776
13717.60056	495834709.101
13725.07202	1438262990.92
13732.54348	-445998204.767
13740.01494	1252608450.01
13747.4864	-68982584.5461
13754.95786	498539011.2
13762.42932	688485214.964
13769.90078	-258817878.625
13777.37224	1069613080.21
13784.8437	1450817327.39
13792.31516	1262162497.83
13799.78662	692227992.604
13807.25808	692977765.625
13814.72954	502881192.214
13822.201	1840797972.07
13829.67246	1269009040.73
13837.14392	695980916.021
13844.61538	1271752843.26
13852.08684	-70036313.0854
13859.5583	2042849033.94
13867.02976	-70187497.7431
13874.50122	507242201.113
13881.97268	507788651.062
13889.44414	315418736.677
13896.9156	315758170.321
13904.38706	-457230131.551
13911.85852	2058295852.56
13919.32998	316777566.496
13926.80144	705029326.999
13934.2729	-70869845.8569
13941.74436	123426369.733
13949.21582	-460183171.013
13956.68728	123691091.093
13964.15874	1293809934.01
13971.6302	2271227050.93
13979.10166	124088704.845
13986.57312	-658275526.012
13994.04458	124354135.154
14001.51604	908656762.324
14008.9875	713375041.368
14016.45896	1303519542.99
14023.93042	2288262715.18
14031.40188	2290701577.48
14038.87334	-71937837.0996
14046.3448	1506383990.11
14053.81626	1705496703.94
14061.28772	520991705.528
14068.75918	323615525.254
14076.23064	918380146.956
14083.7021	324303337.016
14091.17356	-271036000.187
14098.64502	523763670.339
14106.11648	1718214078.74
14113.58794	325681151.023
14121.0594	-670995532.016
14128.53086	525986537.53
14136.00232	-872242941.345
14143.47378	-473089516.588
14150.94524	928155279.245
14158.4167	-273628942.11
14165.88816	1532133677.51
14173.35962	-475090950.701
14180.83108	2138655642.22
14188.30254	329138463.86
14195.774	934045197.493
14203.24546	1540225206.49
14210.71692	-477598684.275
14218.18838	330526500.123
14225.65984	-680973023.878
14233.1313	1141549719.91
14240.60276	-276814856.911
14248.07422	940940313.966
14255.54568	-277396095.296
14263.01714	2366950610.08
14270.4886	332962591.383
14277.96006	537171478.057
14285.43152	-686707508.243
14292.90298	-483138933.784
14300.37444	1152361495.91
14307.8459	2177138221.46
14315.31736	949842722.03
14322.78882	540549906.699
14330.26028	541114007.79
14337.73174	-75033251.2786
14345.2032	336458237.679
14352.67466	-281189003.408
14360.14612	-75268035.7545
14367.61758	750367360.953
14375.08904	131218422.417
14382.5605	1579361185.3
14390.03196	1995148545.87
14397.50342	753492260.69
14404.97488	1376784404.08
14412.44634	339619926.538
14419.9178	2003444372.87
14427.38926	-1116722394.01
14434.86072	1382503128.58
14442.33218	-284713008.759
14449.80364	550179634.493
14457.2751	968774343.375
14464.74656	-704055225.097
14472.21802	-704782742.718
14479.68948	-915172043.463
14487.16094	1182661583.89
14494.6324	-1337250654.94
14502.10386	-497385553.706
14509.57532	1607379569.51
14517.04678	-76921796.2326
14524.51824	766845525.428
14531.9897	345277214.788
14539.46116	2248195724.3
14546.93262	769214158.846
14554.40408	-289148875.639
14561.87554	-1349686915.48
14569.347	1196118188.76
14576.81846	772378018.371
14584.28992	773169997.831
14591.76138	-77715617.5624
14599.23284	4611231965.54
14606.7043	1415615802.72
14614.17576	-505102824.886
14621.64722	563343415.168
14629.11868	991941510.394
14636.59014	136035904.538
14644.0616	-936067877.731
14651.53306	-78353608.668
14659.00452	781112113.136
14666.47598	1857436145.1
14673.94744	352055939.227
14681.4189	352414539.6
14688.89036	-510280677.519
14696.36182	1433047541.69
14703.83328	1434505001.59
14711.30474	-78994207.8109
14718.7762	3603845871.96
14726.24766	-79154765.1024
14733.71912	572012332.447
14741.19058	-731223584.544
14748.66204	-79395906.6691
14756.1335	2315701865.88
14763.60496	138407159.948
14771.07642	-79637414.991
14778.54788	1449120342.82
14786.01934	357454111.554
14793.4908	1233204930.23
14800.96226	1453519390.16
14808.43372	2332146057.76
14815.90518	358900560.705
14823.37664	798727619.366
14830.8481	-740145396.304
14838.31956	-961067049.947
14845.79102	-741637624.547
14853.26248	140093323.0
14860.73394	2348648429.76
14868.2054	-301751720.93
14875.67686	-523340827.232
14883.14832	-1188390977.5
14890.61978	3023296150.59
14898.09124	-302966012.343
14905.5627	1696312228.45
14913.03416	808418866.861
14920.50562	1699715060.55
14927.97708	587195256.712
14935.44854	141647940.663
14942.92	2597989134.3
14950.39146	-81582684.7546
14957.86292	-752877236.444
14965.33438	-81745850.0834
14972.80584	1263281994.46
14980.2773	1488951777.48
14987.74876	367274322.08
14995.22022	817353848.037
15002.69168	1043249311.69
15010.16314	-307541321.573
15017.6346	1721916579.46
15025.10606	143353670.693
15032.57752	821431436.363
15040.04898	-761173341.724
15047.52044	823065312.511
15054.9919	-989339389.541
15062.46336	824700811.983
15069.93482	-1218407248.85
15077.40628	-310302965.88
15084.87774	827157104.926
15092.3492	827976680.902
15099.82066	-539230841.075
15107.29212	373156499.95
15114.76358	-311842546.578
15122.23504	1059941035.72
15129.7065	-1228091520.73
15137.17796	-541902280.342
15144.64942	-313076954.265
15152.12088	1752894967.28
15159.59234	605557887.176
15167.0638	836194761.379
15174.53526	1297551842.21
15182.00672	-84130064.7368
15189.47818	-84212890.294
15196.94964	-315243034.962
15204.4211	-315553084.646
15211.89256	609743414.302
15219.36402	1305229647.01
15226.83548	147228889.397
15234.30694	1307793948.25
15241.7784	147517998.585
15249.24986	380202280.814
15256.72132	147807391.352
15264.19278	846938937.753
15271.66424	-1251245304.26
15279.1357	148242012.214
15286.60716	-552654047.768
15294.07862	1084167477.27
15301.55008	1085227010.53
15309.02154	-1257374343.85
15316.493	-320222117.423
15323.96446	618760941.642
15331.43592	-320847245.859
15338.90738	-556442118.283
15346.37884	149549703.123
15353.8503	-321786081.483
15361.32176	1093721905.8
15368.79322	3692983951.79
15376.26468	-322726288.67
15383.73614	1333575367.52
15391.2076	3466874486.74
15398.67906	-323667867.422
15406.15052	2761561128.19
15413.62198	150863136.514
15421.09344	-1038041186.39
15428.5649	3007643168.93
15436.03636	1580929534.8
15443.50782	151448727.954
15450.97928	629060824.473
15458.45074	1585524144.73
15465.9222	-1044085081.55
15473.39366	1588590921.86
15480.86512	-566789242.202
15488.33658	-807225038.102
15495.80804	-567883958.012
15503.2795	1354381690.06
15510.75096	2558604409.47
15518.22242	3283515621.19
15525.69388	1358300805.52
15533.16534	-88066917.3001
15540.6368	2568473655.51
15548.10826	-813467451.114
15555.57972	-1056225503.76
15563.05118	-1057240373.27
15570.52264	-88491028.9782
15577.9941	1124793527.33
15585.46556	-574474432.347
15592.93702	-1547584094.45
15600.40848	-88831051.8311
15607.87994	398295673.022
15615.3514	2105551486.35
15622.82286	2595712038.41
15630.29432	-577783927.753
15637.76578	888901877.075
15645.23724	-823662653.516
15652.7087	645594208.22
15660.18016	-825236781.496
15667.65162	-89598487.1593
15675.12308	1630282423.51
15682.59454	1139949380.93
15690.066	-1320745887.87
15697.53746	402884735.574
15705.00892	1883152175.03
15712.48038	403652134.896
15719.95184	-1325782092.6
15727.4233	651772108.037
15734.89476	1395152255.37
15742.36622	-833921346.998
15749.83768	1645860762.39
15757.30914	-1083798034.17
15764.7806	1151928704.64
15772.25206	655492968.841
15779.72352	158114793.223
15787.19498	-838677542.757
15794.66644	1405771834.6
15802.1379	-1089973509.05
15809.60936	-1091004460.53
15817.08082	659224420.331
15824.55228	409430903.7
15832.02374	-91488336.1319
15839.4952	661094117.583
15846.96666	1666223347.66
15854.43812	-91747570.9568
15861.90958	-343434239.59
15869.38104	411753911.259
15876.8525	-848230508.457
15884.32396	2431023688.76
15891.79542	160368717.661
15899.26688	-1103413890.16
15906.73834	413694770.749
15914.2098	1933655931.62
15921.68126	-1106527212.54
15929.15272	414861476.927
15936.62418	-854629207.207
15944.09564	924068565.301
15951.5671	1688292290.7
15959.03856	2708637846.56
15966.51002	-602908130.847
15973.98148	-1113808688.07
15981.45294	-348630333.97
15988.9244	1184917835.58
15996.39586	674256133.143
16003.86732	1699381208.62
16011.33878	-93572483.8777
16018.81024	1189351574.78
16026.2817	-1377955748.01
16033.75316	-865078373.932
16041.22462	1964644974.61
16048.69608	678672301.863
16056.16754	421503843.779
16063.639	679936712.025
16071.11046	680569358.385
16078.58192	2490847874.84
16086.05338	2751924440.42
16093.52484	-1389543271.63
16100.9963	-353865441.729
16108.46776	1202702470.12
16115.93922	944094911.387
16123.41068	-874780111.632
16130.88214	945846478.564
16138.3536	165383500.143
16145.82506	1729662669.67
16153.29652	426618896.137
16160.76798	-617668047.329
16168.23944	1995880364.91
16175.7109	1736071789.4
16183.18236	428198964.771
16190.65382	-619954646.197
16198.12528	1216127882.09
16205.59674	692007298.618
16213.0682	166918373.591
16220.53966	693284064.58
16228.01112	-96122145.8925
16235.48258	2539698269.52
16242.95404	-96299247.9201
16250.4255	3864757073.91
16257.89696	1489438768.42
16265.36842	432559213.086
16272.83988	-891069894.263
16280.31134	433354358.53
16287.7828	2821379021.92
16295.25426	-362455700.058
16302.72572	2295000507.06
16310.19718	-629143288.299
16317.66864	-363453512.938
16325.1401	-363786422.024
16332.61156	-897627884.245
16340.08302	-898449323.583
