Altitude(m)	Range Corrected Signal(m^-1 sr^-1)
1008.6471	32758222845.6
1016.11856	33041925389.2
1023.59002	32504936167.6
1031.06148	32761133455.3
1038.53294	32865552797.0
1046.0044	32614734465.5
1053.47586	32574029645.1
1060.94732	32479408898.0
1068.41878	32686200493.2
1075.89024	32289526657.3
1083.3617	32550588193.4
1090.83316	32094393267.6
1098.30462	32600686882.5
1105.77608	32321879787.7
1113.24754	32663470595.8
1120.719	31983015823.3
1128.19046	31820291938.3
1135.66192	31982623269.0
1143.13338	32055928251.0
1150.60484	32162567092.7
1158.0763	31811804152.6
1165.54776	31730467083.6
1173.01922	31955567238.6
1180.49068	31711755693.8
1187.96214	31882994958.7
1195.4336	31607924917.8
1202.90506	31628043712.2
1210.37652	31425899228.5
1217.84798	31389405631.2
1225.31944	31143640488.0
1232.7909	31564113018.5
1240.26236	31574072782.2
1247.73382	31326665879.5
1255.20528	31614728536.7
1262.67674	31462889442.4
1270.1482	31274912727.9
1277.61966	31403985191.2
1285.09112	30953233478.0
1292.56258	31113714917.6
1300.03404	31033337528.2
1307.5055	30862810246.2
1314.97696	30514495094.3
1322.44842	30925195135.2
1329.91988	30619436644.1
1337.39134	30968018889.8
1344.8628	30685584515.4
1352.33426	30637946446.9
1359.80572	30823949544.9
1367.27718	30356003772.4
1374.74864	30630081875.0
1382.2201	30150035459.5
1389.69156	30191038815.3
1397.16302	30268634123.5
1404.63448	30068410941.5
1412.10594	29765002872.5
1419.5774	29875259311.8
1427.04886	29848436595.7
1434.52032	30021870160.0
1441.99178	29886274866.1
1449.46324	29820710614.5
1456.9347	29642844119.3
1464.40616	29338618997.8
1471.87762	29058154810.2
1479.34908	28955607992.3
1486.82054	29564948319.7
1494.292	29760116254.7
1501.76346	29104472274.0
1509.23492	29114621227.6
1516.70638	29044736201.9
1524.17784	29287456810.0
1531.6493	29336005637.3
1539.12076	29563686313.3
1546.59222	29262989975.5
1554.06368	29580218705.9
1561.53514	29114302866.2
1569.0066	29802230920.2
1576.47806	29316299725.6
1583.94952	30016332368.1
1591.42098	30135552827.9
1598.89244	30155864922.9
1606.3639	30020328312.1
1613.83536	30164804461.7
1621.30682	30365895669.1
1628.77828	30147661824.1
1636.24974	29905481481.6
1643.7212	30435887280.4
1651.19266	30473279531.8
1658.66412	30796449578.7
1666.13558	30669222813.1
1673.60704	30656400900.5
1681.0785	29757929399.9
1688.54996	30787153998.1
1696.02142	30729413264.2
1703.49288	30463904066.7
1710.96434	30269188282.3
1718.4358	31180836940.0
1725.90726	30871706687.7
1733.37872	30352367067.7
1740.85018	30850972952.5
1748.32164	30443898161.5
1755.7931	29887713917.6
1763.26456	30061781989.7
1770.73602	30288863047.2
1778.20748	30722077735.3
1785.67894	30467416293.5
1793.1504	30253460435.7
1800.62186	29766867328.8
1808.09332	29945754549.0
1815.56478	29607014423.9
1823.03624	29798019574.2
1830.5077	29469786447.3
1837.97916	29231147321.4
1845.45062	29871153140.3
1852.92208	29080085053.8
1860.39354	28477497167.0
1867.865	28347332666.3
1875.33646	27976694122.4
1882.80792	28036991634.9
1890.27938	27473854591.6
1897.75084	27623040724.7
1905.2223	27111368865.9
1912.69376	27196380081.0
1920.16522	26207293546.3
1927.63668	26166396452.4
1935.10814	25755508300.1
1942.5796	25030240682.4
1950.05106	25052029804.0
1957.52252	24117790180.5
1964.99398	23105274379.1
1972.46544	23417485625.5
1979.9369	22838637839.6
1987.40836	22320116540.4
1994.87982	21564997862.3
2002.35128	21803014730.2
2009.82274	21497458413.3
2017.2942	21157042369.7
2024.76566	20342428215.4
2032.23712	19980715350.7
2039.70858	19940683944.3
2047.18004	20061891420.3
2054.6515	19571135294.3
2062.12296	19454336198.3
2069.59442	19338571771.9
2077.06588	18904663531.2
2084.53734	18684598652.1
2092.0088	17912842793.3
2099.48026	18420092443.6
2106.95172	18356102781.1
2114.42318	18245096321.2
2121.89464	18320235499.1
2129.3661	18150221183.3
2136.83756	18259550313.6
2144.30902	17895470163.9
2151.78048	18038915169.7
2159.25194	18178390003.8
2166.7234	17191768062.1
2174.19486	17513802701.7
2181.66632	17938998048.3
2189.13778	18455048877.6
2196.60924	17857473055.5
2204.0807	17741118446.8
2211.55216	17621943893.4
2219.02362	17598414299.9
2226.49508	17290795539.1
2233.96654	17766359522.3
2241.438	17538737716.9
2248.90946	17777239760.1
2256.38092	17620629406.9
2263.85238	17906641427.8
2271.32384	17782563259.8
2278.7953	17593364653.1
2286.26676	17473704397.4
2293.73822	17672277989.1
2301.20968	17925279058.0
2308.68114	17386274873.1
2316.1526	18169559846.3
2323.62406	17844235123.0
2331.09552	17807021361.4
2338.56698	17724471624.3
2346.03844	17529689757.0
2353.5099	17785535855.1
2360.98136	18272112746.6
2368.45282	17899909532.2
2375.92428	18063825989.1
2383.39574	17927668276.9
2390.8672	18537557024.5
2398.33866	18187683492.2
2405.81012	17664507444.9
2413.28158	18112183074.3
2420.75304	17767422889.2
2428.2245	18767604998.9
2435.69596	18248485849.6
2443.16742	18438209330.5
2450.63888	18046680689.9
2458.11034	18404623735.0
2465.5818	17805422027.2
2473.05326	19087767724.3
2480.52472	18064970354.7
2487.99618	17969685245.9
2495.46764	18071545975.8
2502.9391	18073420850.9
2510.41056	18036533210.0
2517.88202	18739987896.6
2525.35348	18634537504.9
2532.82494	17994385497.5
2540.2964	18662123848.9
2547.76786	18350139615.7
2555.23932	18875794747.4
2562.71078	17679411071.4
2570.18224	17888341676.9
2577.6537	18039004919.2
2585.12516	17936561382.4
2592.59662	17590046419.2
2600.06808	17725377827.9
2607.53954	18044970578.9
2615.011	18599854950.6
2622.48246	18616885286.3
2629.95392	18259699454.0
2637.42538	18655747646.7
2644.89684	19076392216.2
2652.3683	18712971810.6
2659.83976	18761947509.7
2667.31122	18952874338.6
2674.78268	19023429303.8
2682.25414	19122659388.3
2689.7256	18693978522.8
2697.19706	18419684859.7
2704.66852	18514559084.3
2712.13998	18639057860.9
2719.61144	18971178725.0
2727.0829	18688836134.3
2734.55436	19105448073.1
2742.02582	18758869717.7
2749.49728	19027551342.4
2756.96874	18485027937.2
2764.4402	18562427160.3
2771.91166	18155789575.0
2779.38312	18161096711.9
2786.85458	18025871500.3
2794.32604	18263203173.4
2801.7975	17756542597.8
2809.26896	16912223368.4
2816.74042	17890912607.6
2824.21188	18998924427.2
2831.68334	18209535014.7
2839.1548	18265450319.0
2846.62626	18734461689.0
2854.09772	18075368116.8
2861.56918	18800647939.6
2869.04064	17878258933.5
2876.5121	18120433903.7
2883.98356	18497478557.3
2891.45502	18618526099.0
2898.92648	18277873900.8
2906.39794	18955064437.8
2913.8694	19061135680.8
2921.34086	18851778047.2
2928.81232	18090535728.9
2936.28378	19243428888.2
2943.75524	19592789570.6
2951.2267	18743010013.3
2958.69816	18426598402.4
2966.16962	18818917050.6
2973.64108	19002267493.3
2981.11254	19373374226.7
2988.584	19050818750.0
2996.05546	18625563708.8
3003.52692	18745638640.2
3010.99838	19156330414.9
3018.46984	18130844301.8
3025.9413	19127187796.1
3033.41276	18448825846.2
3040.88422	18336385193.5
3048.35568	18212874110.6
3055.82714	19320112982.1
3063.2986	19395935760.5
3070.77006	18717435906.2
3078.24152	19017091684.1
3085.71298	18395397852.4
3093.18444	18962977028.5
3100.6559	19198907256.7
3108.12736	19639319991.4
3115.59882	18374879443.4
3123.07028	18394839055.9
3130.54174	18776966666.9
3138.0132	19674165548.0
3145.48466	18412475478.9
3152.95612	18977223905.2
3160.42758	18657749516.3
3167.89904	18565429582.7
3175.3705	18552275855.5
3182.84196	18315507940.4
3190.31342	19042817448.1
3197.78488	18539017382.4
3205.25634	18502465490.7
3212.7278	18630111085.2
3220.19926	18737602889.0
3227.67072	18137074545.5
3235.14218	18179275088.6
3242.61364	18400030050.3
3250.0851	18231407227.3
3257.55656	17646790628.3
3265.02802	17791794487.9
3272.49948	18194592216.3
3279.97094	18492931573.9
3287.4424	19009568890.0
3294.91386	17901863903.3
3302.38532	18822886201.9
3309.85678	18897198828.5
3317.32824	18058217789.1
3324.7997	17774861044.8
3332.27116	17677173324.1
3339.74262	17165376346.5
3347.21408	17522360886.6
3354.68554	17972052213.8
3362.157	18153931942.4
3369.62846	17099266137.6
3377.09992	17973514706.4
3384.57138	17354356777.9
3392.04284	17304495522.9
3399.5143	17427037525.8
3406.98576	17236750371.7
3414.45722	16997653059.6
3421.92868	16919897678.7
3429.40014	16946821215.0
3436.8716	16619133074.1
3444.34306	16430471734.3
3451.81452	17109497117.0
3459.28598	16848577897.5
3466.75744	16272442541.8
3474.2289	17247927945.8
3481.70036	16194824272.7
3489.17182	16033092453.3
3496.64328	16517531660.9
3504.11474	16256666674.3
3511.5862	15795822167.4
3519.05766	16469914512.5
3526.52912	15918104315.5
3534.00058	16123006122.0
3541.47204	15338393928.0
3548.9435	16826416154.8
3556.41496	16429359567.2
3563.88642	15190230500.5
3571.35788	15904472408.6
3578.82934	16022320004.7
3586.3008	16436550818.9
3593.77226	16195143009.2
3601.24372	16236614568.0
3608.71518	16160805222.7
3616.18664	15678567100.3
3623.6581	15953515865.3
3631.12956	15702928936.8
3638.60102	16323672056.2
3646.07248	16337603172.9
3653.54394	15777255150.7
3661.0154	15024264722.5
3668.48686	15516300294.0
3675.95832	15890358908.0
3683.42978	15466583930.2
3690.90124	16428493957.8
3698.3727	15400836548.8
3705.84416	15559257971.7
3713.31562	16559692636.9
3720.78708	16141849302.6
3728.25854	16651538269.3
3735.73	15252998518.6
3743.20146	16645169455.8
3750.67292	16613210721.8
3758.14438	16241631612.1
3765.61584	16292094995.5
3773.0873	16328337928.6
3780.55876	15792778409.3
3788.03022	16127896426.2
3795.50168	16177174228.9
3802.97314	16125225740.3
3810.4446	16014414539.3
3817.91606	16456266294.2
3825.38752	15628088432.7
3832.85898	15953629812.9
3840.33044	16222361751.7
3847.8019	16004239174.9
3855.27336	16408303953.8
3862.74482	16009418933.3
3870.21628	16116346539.1
3877.68774	17366512392.8
3885.1592	16724060127.9
3892.63066	16197494920.6
3900.10212	15788198383.3
3907.57358	16413705364.1
3915.04504	16921032639.3
3922.5165	16662569509.8
3929.98796	16478989533.0
3937.45942	16185124354.8
3944.93088	16293293692.2
3952.40234	17276736729.1
3959.8738	15836779293.0
3967.34526	17454840115.8
3974.81672	17805030321.5
3982.28818	17380412242.1
3989.75964	16952227086.7
3997.2311	16824043745.3
4004.70256	16598318579.2
4012.17402	17626162800.0
4019.64548	18015021708.2
4027.11694	16800858292.1
4034.5884	16505143091.1
4042.05986	16827741819.3
4049.53132	17168787047.4
4057.00278	17479088022.6
4064.47424	17576566903.8
4071.9457	17674407511.8
4079.41716	18371709713.5
4086.88862	17353394171.0
4094.36008	17031334464.8
4101.83154	17261799553.2
4109.303	17071445773.6
4116.77446	16845467049.5
4124.24592	17876203657.3
4131.71738	17821533559.0
4139.18884	18040241803.2
4146.6603	17899090309.3
4154.13176	17514972567.2
4161.60322	16625490948.6
4169.07468	17258820154.3
4176.54614	17721936520.6
4184.0176	17540315043.5
4191.48906	17392191991.5
4198.96052	17895033239.5
4206.43198	17604891889.6
4213.90344	17667487011.3
4221.3749	18211333379.1
4228.84636	17274399398.6
4236.31782	17299600824.3
4243.78928	16712325246.5
4251.26074	17927909207.7
4258.7322	17718928080.4
4266.20366	18381770585.5
4273.67512	17551260797.1
4281.14658	17172805300.3
4288.61804	17692603704.9
4296.0895	18289539271.7
4303.56096	17908715092.1
4311.03242	17339062091.0
4318.50388	17529761236.9
4325.97534	18020893762.0
4333.4468	17594948064.4
4340.91826	16807711892.4
4348.38972	18302665036.3
4355.86118	18972767678.4
4363.33264	17762319174.7
4370.8041	17230979332.3
4378.27556	18593451201.0
4385.74702	19118598870.8
4393.21848	17794167846.5
4400.68994	18145234772.4
4408.1614	17643376055.6
4415.63286	17956706371.0
4423.10432	18134908088.3
4430.57578	17607326362.8
4438.04724	16819821011.5
4445.5187	17232228533.0
4452.99016	17488491879.1
4460.46162	16691711458.8
4467.93308	16747676923.1
4475.40454	16383121891.8
4482.876	16196715001.4
4490.34746	17198420396.9
4497.81892	16932014691.1
4505.29038	16846230463.1
4512.76184	16637406269.1
4520.2333	15997837314.3
4527.70476	16276267648.2
4535.17622	16803088961.1
4542.64768	17209304959.9
4550.11914	16748371464.9
4557.5906	16097183994.6
4565.06206	17462911778.9
4572.53352	16516533282.8
4580.00498	16109071175.9
4587.47644	16687795691.8
4594.9479	17206695614.2
4602.41936	16542500866.3
4609.89082	17552553081.8
4617.36228	16436893740.1
4624.83374	15955403430.0
4632.3052	16221579778.2
4639.77666	16855192895.9
4647.24812	17060699043.6
4654.71958	17440596910.0
4662.19104	16583717857.9
4669.6625	17400114565.5
4677.13396	17587092968.9
4684.60542	17445816892.1
4692.07688	17743681247.5
4699.54834	17115576384.8
4707.0198	17391601545.7
4714.49126	17691347504.0
4721.96272	16075196043.6
4729.43418	16126107163.1
4736.90564	16693179100.4
4744.3771	16948462527.9
4751.84856	16211583278.7
4759.32002	16874183609.2
4766.79148	17313484480.5
4774.26294	16843548768.9
4781.7344	16919173466.0
4789.20586	15733516580.1
4796.67732	16633945600.2
4804.14878	16524246184.4
4811.62024	18335211884.9
4819.0917	17347133729.5
4826.56316	16632206494.9
4834.03462	16870682375.1
4841.50608	16969753525.6
4848.97754	16293279642.8
4856.449	16815230678.4
4863.92046	17032613704.8
4871.39192	16586641789.2
4878.86338	17089822926.0
4886.33484	16282659840.3
4893.8063	15973251874.4
4901.27776	16766760628.2
4908.74922	17251642503.1
4916.22068	16627460563.8
4923.69214	17405320690.1
4931.1636	16777325715.5
4938.63506	16291622054.3
4946.10652	16267561296.5
4953.57798	15899600235.6
4961.04944	17079751532.5
4968.5209	17131235306.0
4975.99236	16439981557.9
4983.46382	15669835851.7
4990.93528	17136694881.4
4998.40674	16763311565.9
5005.8782	16663110655.2
5013.34966	16738022078.7
5020.82112	16762740392.4
5028.29258	15826601296.0
5035.76404	16533001135.4
5043.2355	15361254113.3
5050.70696	16325149723.7
5058.17842	15989707173.6
5065.64988	16319247905.1
5073.12134	16650524941.9
5080.5928	14815298419.5
5088.06426	15583780008.2
5095.53572	15629580953.5
5103.00718	15493164328.8
5110.47864	15616916494.4
5117.9501	15872160678.5
5125.42156	15130438194.8
5132.89302	15675167635.5
5140.36448	15852951258.5
5147.83594	16323072348.3
5155.3074	15466864046.3
5162.77886	14872025169.5
5170.25032	15823971856.4
5177.72178	14743769205.0
5185.19324	14436829489.6
5192.6647	13939188826.3
5200.13616	16007436664.2
5207.60762	15646680433.4
5215.07908	14821304264.8
5222.55054	13772801240.8
5230.022	13483999024.2
5237.49346	14647237101.5
5244.96492	13616179834.7
5252.43638	13241178680.9
5259.90784	13472542381.1
5267.3793	12844957000.1
5274.85076	12603181932.7
5282.32222	13252774699.9
5289.79368	12702671121.7
5297.26514	12710518696.7
5304.7366	13646886132.5
5312.20806	11484229888.2
5319.67952	11346763108.8
5327.15098	11038115970.8
5334.62244	12833508328.5
5342.0939	11785038950.0
5349.56536	12161441340.9
5357.03682	11334500265.1
5364.50828	12056809549.1
5371.97974	11513254037.8
5379.4512	11689994526.3
5386.92266	10967996954.1
5394.39412	12104222996.0
5401.86558	11670893491.7
5409.33704	11293547466.9
5416.8085	11970286572.3
5424.27996	11002955181.1
5431.75142	11151302921.8
5439.22288	9998595786.13
5446.69434	11212742491.1
5454.1658	10291591985.6
5461.63726	11244521368.8
5469.10872	10796728773.0
5476.58018	11456099721.5
5484.05164	11547528804.9
5491.5231	11126662505.4
5498.99456	11187198675.6
5506.46602	12854962397.8
5513.93748	12525028551.5
5521.40894	10912753054.1
5528.8804	12440164279.6
5536.35186	12719018598.2
5543.82332	12384563373.3
5551.29478	12448784313.8
5558.76624	12822215080.8
5566.2377	13228502590.7
5573.70916	12860178144.0
5581.18062	12676631901.9
5588.65208	13304022341.1
5596.12354	11961688029.9
5603.595	11930849220.1
5611.06646	13127596500.7
5618.53792	12910036339.9
5626.00938	13482478058.4
5633.48084	13676992403.2
5640.9523	13299630498.0
5648.42376	13558217475.7
5655.89522	13945990156.4
5663.36668	13694196410.1
5670.83814	12765600532.2
5678.3096	12831503837.6
5685.78106	13059261805.7
5693.25252	13839107532.5
5700.72398	13062998136.1
5708.19544	14107350073.7
5715.6669	12739544009.7
5723.13836	12478082961.5
5730.60982	13266001523.7
5738.08128	13959127529.9
5745.55274	12873116297.3
5753.0242	13171396511.9
5760.49566	12873797044.2
5767.96712	12541249873.1
5775.43858	13774566069.2
5782.91004	13174829439.2
5790.3815	13074780846.3
5797.85296	12637932599.7
5805.32442	13277157827.2
5812.79588	12196331591.4
5820.26734	13481098719.3
5827.7388	11953455409.8
5835.21026	12665118518.4
5842.68172	12287929208.1
5850.15318	13311880705.6
5857.62464	13380216434.4
5865.0961	12175994726.7
5872.56756	12965751222.8
5880.03902	11961518177.0
5887.51048	12165249146.7
5894.98194	13586177488.0
5902.4534	12714825432.6
5909.92486	13061380143.7
5917.39632	11448693777.8
5924.86778	12565848677.0
5932.33924	12034478203.6
5939.8107	11747278679.5
5947.28216	11670739673.3
5954.75362	11487327015.0
5962.22508	12475970969.4
5969.69654	10939218480.3
5977.168	11502515949.2
5984.63946	11065683388.7
5992.11092	12421829858.3
5999.58238	10401111944.7
6007.05384	12772538938.3
6014.5253	11610572201.0
6021.99676	11711965149.9
6029.46822	11304791282.5
6036.93968	11988829004.7
6044.41114	11762778345.2
6051.8826	11498873852.0
6059.35406	11747578289.0
6066.82552	10966826568.4
6074.29698	11178340508.4
6081.76844	10688025710.1
6089.2399	11381721512.1
6096.71136	10517591906.6
6104.18282	9947209347.38
6111.65428	10233041049.8
6119.12574	11943042495.2
6126.5972	10433282316.1
6134.06866	11023146837.5
6141.54012	11351764288.1
6149.01158	10471952711.1
6156.48304	10307904999.4
6163.9545	10370933702.9
6171.42596	11691031542.7
6178.89742	10650350607.3
6186.36888	10446495811.6
6193.84034	11929563140.6
6201.3118	10996954409.0
6208.78326	11640252890.5
6216.25472	11050015631.9
6223.72618	11580146110.8
6231.19764	11103204559.3
6238.6691	11013083935.7
6246.14056	11468635366.3
6253.61202	9892674507.53
6261.08348	11641178357.4
6268.55494	10765198212.6
6276.0264	12523969804.5
6283.49786	9671595318.56
6290.96932	11277661019.0
6298.44078	12097871844.8
6305.91224	10893890413.8
6313.3837	11119014681.9
6320.85516	10625955719.3
6328.32662	11171711360.1
6335.79808	10595971356.5
6343.26954	10258842973.8
6350.741	10000700713.3
6358.21246	10388087406.8
6365.68392	11141910359.3
6373.15538	10477589566.0
6380.62684	10583595210.6
6388.0983	12036668655.7
6395.56976	11083161569.9
6403.04122	10699082564.3
6410.51268	10477497782.3
6417.98414	11614079138.0
6425.4556	11186984530.7
6432.92706	12495874966.9
6440.39852	9745843128.33
6447.86998	10225793709.5
6455.34144	11041262916.0
6462.8129	10147941273.0
6470.28436	10590064080.7
6477.75582	11327878072.3
6485.22728	10975500793.0
6492.69874	10452787752.8
6500.1702	10730371919.3
6507.64166	10882101817.6
6515.11312	11119337261.2
6522.58458	11825560705.3
6530.05604	10616060674.2
6537.5275	10768585414.3
6544.99896	10064984195.3
6552.47042	10603195150.7
6559.94188	11832308990.5
6567.41334	10435956914.1
6574.8848	10978464809.4
6582.35626	10136881763.9
6589.82772	10463887847.2
6597.29918	11488689133.9
6604.77064	10511396925.1
6612.2421	10229139598.0
6619.71356	11041040295.0
6627.18502	9836229425.55
6634.65648	10914868572.0
6642.12794	10807111860.4
6649.5994	11229393047.0
6657.07086	11343274999.7
6664.54232	11413167309.1
6672.01378	10548456357.0
6679.48524	9902861500.92
6686.9567	8941289365.94
6694.42816	10933157272.3
6701.89962	10194012464.9
6709.37108	12152427651.7
6716.84254	11277188787.8
6724.314	10397963061.3
6731.78546	10783617966.7
6739.25692	11125491335.9
6746.72838	10603953379.5
6754.19984	11174883023.7
6761.6713	9370811939.74
6769.14276	9895566588.59
6776.61422	11846168174.0
6784.08568	11734232768.2
6791.55714	10053459138.2
6799.0286	9104828539.42
6806.50006	10329389666.2
6813.97152	9748486445.51
6821.44298	9862940594.46
6828.91444	10210996499.0
6836.3859	10280088431.3
6843.85736	10349409232.3
6851.32882	9855670757.69
6858.80028	9689005378.22
6866.27174	10464456821.4
6873.7432	9636772564.4
6881.21466	9752435685.97
6888.68612	9773625110.88
6896.15758	10650863338.9
6903.62904	9911393132.0
6911.1005	10267201143.6
6918.57196	10863812152.7
6926.04342	10215707695.0
6933.51488	9564729144.5
6940.98634	9729885765.5
6948.4578	9895687246.04
6955.92926	11029833628.3
6963.40072	9404916661.95
6970.87218	10542750069.8
6978.34364	8666167941.31
6985.8151	9123949493.83
6993.28656	9974879367.42
7000.75802	10192247049.2
7008.22948	9084362270.99
7015.70094	11220204804.5
7023.1724	10306941669.0
7030.64386	8549404685.78
7038.11532	9954567116.09
7045.58678	9082188020.91
7053.05824	10146118804.3
7060.5297	10965243478.6
7068.00116	10039286454.3
7075.47262	10661270133.1
7082.94408	9931276450.53
7090.41554	9248403665.8
7097.887	10829684770.9
7105.35846	9287426422.74
7112.82992	9306968608.66
7120.30138	9732120866.8
7127.77284	10413022654.2
7135.2443	10893069732.8
7142.71576	9487379512.1
7150.18722	8791485485.25
7157.65868	10141902117.2
7165.13014	9136304442.72
7172.6016	9927061397.93
7180.07306	10617948386.3
7187.54452	9761824055.05
7195.01598	9316215161.24
7202.48744	9335573525.19
7209.9589	8991067429.47
7217.43036	9582715732.23
7224.90182	11690534244.9
7232.37328	9936280130.71
7239.84474	9589912776.18
7247.3162	9924857963.74
7254.78766	8787429368.85
7262.25912	8911019255.6
7269.73058	9616400893.15
7277.20204	8788854835.36
7284.6735	9602908049.57
7292.14496	11058351633.3
7299.61642	9855482601.64
7307.08788	9982454983.16
7314.55934	9253840541.41
7322.0308	9433591280.96
7329.50226	9237966917.11
7336.97372	9149147925.22
7344.44518	9922963365.37
7351.91664	9835061420.1
7359.3881	10180025099.1
7366.85956	10472058792.1
7374.33102	9514457418.37
7381.80248	9806201773.36
7389.27394	9170845997.77
7396.7454	9572383965.97
7404.21686	9975488873.31
7411.68832	9775898703.05
7419.15978	9520398451.25
7426.63124	8271021542.18
7434.1027	11603624785.1
7441.57416	10353288777.0
7449.04562	11206413159.8
7456.51708	8726920587.52
7463.98854	10304329666.2
7471.46	9934210278.04
7478.93146	9674416553.89
7486.40292	9077247197.11
7493.87438	7972211431.57
7501.34584	10182653475.9
7508.8173	10315712422.3
7516.28876	8019972950.9
7523.76022	9281278448.37
7531.23168	9980354530.71
7538.70314	9204518013.55
7546.1746	9393606140.41
7553.64606	8955755998.81
7561.11752	9545186371.33
7568.58898	8991224304.7
7576.06044	10099521887.5
7583.5319	10924591256.6
7591.00336	9275051520.58
7598.47482	9062371202.87
7605.94628	8906650480.64
7613.41774	9793619351.37
7620.8892	8477057902.92
7628.36066	9948484891.94
7635.83212	10667653348.9
7643.30358	9461717714.21
7650.77504	9597293454.53
7658.2465	8619018750.27
7665.71796	9987398883.91
7673.18942	10006876985.3
7680.66088	9023500685.63
7688.13234	8568205642.06
7695.6038	9828535869.82
7703.07526	8542207563.68
7710.54672	8083166076.87
7718.01818	8932787981.84
7725.48964	9009774389.23
7732.9611	8788015096.5
7740.43256	9464062230.26
7747.90402	8521861171.18
7755.37548	7996992061.21
7762.84694	8615025872.08
7770.3184	8631617155.42
7777.78986	8345754324.07
7785.26132	8058744666.4
7792.73278	9288753612.25
7800.20424	7785494104.32
7807.6757	8470973785.26
7815.14716	9403341809.39
7822.61862	8197462783.43
7830.09008	7967887973.49
7837.56154	7675964266.83
7845.033	7259794265.28
7852.50446	8321880076.68
7859.97592	8337723728.64
7867.44738	7363234795.84
7874.91884	7439241034.52
7882.3903	8758137551.58
7889.86176	7903249664.43
7897.33322	6483763971.84
7904.80468	6808467698.67
7912.27614	7635197708.76
7919.7476	8088680968.07
7927.21906	7538382610.95
7934.69052	7489639951.59
7942.16198	8008374870.93
7949.63344	7012302706.3
7957.1049	6835543365.34
7964.57636	8561116961.16
7972.04782	7560329885.02
7979.51928	7510834987.79
7986.99074	7907658933.18
7994.4622	7347257517.7
8001.93366	6976811472.9
8009.40512	7631351851.96
8016.87658	8095488260.06
8024.34804	5534978279.71
8031.8195	6835492789.96
8039.29096	7817668887.92
8046.76242	8220708935.96
8054.23388	6873697612.4
8061.70534	7016438399.09
8069.1768	7029449872.23
8076.64826	7172937892.85
8084.11972	8427921802.83
8091.59118	7395925850.23
