Altitude(m)	beta_aerosol(m^-1 sr^-1)	beta_molecular(m^-1 sr^-1)
552.88804	1.31320427733e-06	7.63770698024e-06
560.3595	1.31638341732e-06	7.63216066078e-06
567.83096	1.32100061708e-06	7.62661742312e-06
575.30242	1.35341980555e-06	7.6210772661e-06
582.77388	1.3716572922e-06	7.61554018852e-06
590.24534	1.39532596551e-06	7.6100061892e-06
597.7168	1.38937977803e-06	7.60447526695e-06
605.18826	1.42183943022e-06	7.59894742059e-06
612.65972	1.39089056212e-06	7.59342264893e-06
620.13118	1.42201692068e-06	7.58790095078e-06
627.60264	1.46357134212e-06	7.58238232496e-06
635.0741	1.45131080061e-06	7.57686677029e-06
642.54556	1.49483130852e-06	7.57135428557e-06
650.01702	1.47349536349e-06	7.56584486964e-06
657.48848	1.49531375591e-06	7.5603385213e-06
664.95994	1.49624650584e-06	7.55483523936e-06
672.4314	1.46043249768e-06	7.54933502266e-06
679.90286	1.50303357598e-06	7.54383786999e-06
687.37432	1.55937861926e-06	7.53834378019e-06
694.84578	1.52039881048e-06	7.53285275206e-06
702.31724	1.53791732523e-06	7.52736478443e-06
709.7887	1.54366095597e-06	7.52187987611e-06
717.26016	1.53170695387e-06	7.51639802592e-06
724.73162	1.52150928111e-06	7.51091923268e-06
732.20308	1.53255147846e-06	7.5054434952e-06
739.67454	1.57972572598e-06	7.49997081232e-06
747.146	1.51028076506e-06	7.49450118284e-06
754.61746	1.43270551117e-06	7.48903460558e-06
762.08892	1.46888137219e-06	7.48357107937e-06
769.56038	1.47640728938e-06	7.47811060303e-06
777.03184	1.45811790812e-06	7.47265317537e-06
784.5033	1.48972152194e-06	7.46719879522e-06
791.97476	1.5003877364e-06	7.46174746139e-06
799.44622	1.4318757984e-06	7.45629917271e-06
806.91768	1.46025519368e-06	7.45085392799e-06
814.38914	1.47452241299e-06	7.44541172607e-06
821.8606	1.45116265912e-06	7.43997256576e-06
829.33206	1.42291634616e-06	7.43453644588e-06
836.80352	1.44187564162e-06	7.42910336525e-06
844.27498	1.41039497554e-06	7.42367332271e-06
851.74644	1.38531859363e-06	7.41824631706e-06
859.2179	1.42422959388e-06	7.41282234714e-06
866.68936	1.38412055613e-06	7.40740141177e-06
874.16082	1.40572004164e-06	7.40198350976e-06
881.63228	1.44092426617e-06	7.39656863995e-06
889.10374	1.41530308785e-06	7.39115680116e-06
896.5752	1.37476474326e-06	7.3857479922e-06
904.04666	1.44089290002e-06	7.38034221192e-06
911.51812	1.48280480483e-06	7.37493945913e-06
918.98958	1.44123147059e-06	7.36953973265e-06
926.46104	1.40139197807e-06	7.36414303131e-06
933.9325	1.41708101246e-06	7.35874935395e-06
941.40396	1.36881131611e-06	7.35335869937e-06
948.87542	1.43961283619e-06	7.34797106641e-06
956.34688	1.40863890818e-06	7.3425864539e-06
963.81834	1.42925932953e-06	7.33720486066e-06
971.2898	1.38020696635e-06	7.33182628552e-06
978.76126	1.39032994691e-06	7.3264507273e-06
986.23272	1.45718744316e-06	7.32107818484e-06
993.70418	1.4507057928e-06	7.31570865695e-06
1001.17564	1.44248055039e-06	7.31034214248e-06
1008.6471	1.40591916516e-06	7.30497864024e-06
1016.11856	1.45055334123e-06	7.29961814906e-06
1023.59002	1.42015016561e-06	7.29426066778e-06
1031.06148	1.39603674477e-06	7.28890619522e-06
1038.53294	1.43407175145e-06	7.28355473021e-06
1046.0044	1.44247513389e-06	7.27820627157e-06
1053.47586	1.42533855386e-06	7.27286081815e-06
1060.94732	1.47740631208e-06	7.26751836877e-06
1068.41878	1.41437148265e-06	7.26217892226e-06
1075.89024	1.43375180006e-06	7.25684247744e-06
1083.3617	1.41974669518e-06	7.25150903316e-06
1090.83316	1.38278993832e-06	7.24617858824e-06
1098.30462	1.40369469834e-06	7.24085114151e-06
1105.77608	1.40802395653e-06	7.2355266918e-06
1113.24754	1.49389025913e-06	7.23020523795e-06
1120.719	1.40544155278e-06	7.22488677879e-06
1128.19046	1.44368731137e-06	7.21957131314e-06
1135.66192	1.4041973745e-06	7.21425883985e-06
1143.13338	1.42302607675e-06	7.20894935774e-06
1150.60484	1.4774368335e-06	7.20364286564e-06
1158.0763	1.44713266124e-06	7.1983393624e-06
1165.54776	1.38455965329e-06	7.19303884684e-06
1173.01922	1.38650902292e-06	7.18774131779e-06
1180.49068	1.41304728065e-06	7.1824467741e-06
1187.96214	1.36309190312e-06	7.17715521459e-06
1195.4336	1.32403787904e-06	7.1718666381e-06
1202.90506	1.43948557436e-06	7.16658104347e-06
1210.37652	1.47421333337e-06	7.16129842952e-06
1217.84798	1.46065186241e-06	7.1560187951e-06
1225.31944	1.42515480145e-06	7.15074213904e-06
1232.7909	1.42945307193e-06	7.14546846017e-06
1240.26236	1.38331663617e-06	7.14019775733e-06
1247.73382	1.43521311539e-06	7.13493002936e-06
1255.20528	1.48601129256e-06	7.12966527509e-06
1262.67674	1.3779920117e-06	7.12440349337e-06
1270.1482	1.43664113314e-06	7.11914468302e-06
1277.61966	1.47615835278e-06	7.11388884288e-06
1285.09112	1.35355845052e-06	7.1086359718e-06
1292.56258	1.46479028486e-06	7.1033860686e-06
1300.03404	1.32493155077e-06	7.09813913213e-06
1307.5055	1.40710453838e-06	7.09289516123e-06
1314.97696	1.25981179872e-06	7.08765415473e-06
1322.44842	1.33877282658e-06	7.08241611147e-06
1329.91988	1.33874047947e-06	7.0771810303e-06
1337.39134	1.29774956539e-06	7.07194891004e-06
1344.8628	1.42070425389e-06	7.06671974955e-06
1352.33426	1.30633695109e-06	7.06149354765e-06
1359.80572	1.35247884607e-06	7.0562703032e-06
1367.27718	1.3731839672e-06	7.05105001502e-06
1374.74864	1.38106799643e-06	7.04583268196e-06
1382.2201	1.36537676033e-06	7.04061830287e-06
1389.69156	1.41682812855e-06	7.03540687658e-06
1397.16302	1.41801910203e-06	7.03019840193e-06
1404.63448	1.32898246908e-06	7.02499287776e-06
1412.10594	1.36853251461e-06	7.01979030292e-06
1419.5774	1.34716457699e-06	7.01459067625e-06
1427.04886	1.40106369571e-06	7.00939399659e-06
1434.52032	1.41970462406e-06	7.00420026279e-06
1441.99178	1.29215603293e-06	6.99900947367e-06
1449.46324	1.34021387257e-06	6.9938216281e-06
1456.9347	1.27972832842e-06	6.98863672491e-06
1464.40616	1.231631242e-06	6.98345476295e-06
1471.87762	1.17744220782e-06	6.97827574105e-06
1479.34908	1.32682824476e-06	6.97309965807e-06
1486.82054	1.34954147226e-06	6.96792651284e-06
1494.292	1.34029175736e-06	6.96275630422e-06
1501.76346	1.2865577448e-06	6.95758903105e-06
1509.23492	1.33441631538e-06	6.95242469216e-06
1516.70638	1.40729589986e-06	6.94726328641e-06
1524.17784	1.3293785451e-06	6.94210481265e-06
1531.6493	1.41246330549e-06	6.93694926971e-06
1539.12076	1.32962429534e-06	6.93179665645e-06
1546.59222	1.27475201432e-06	6.92664697171e-06
1554.06368	1.39941884528e-06	6.92150021434e-06
1561.53514	1.31059089961e-06	6.91635638318e-06
1569.0066	1.31271300617e-06	6.91121547708e-06
1576.47806	1.37727272562e-06	6.90607749489e-06
1583.94952	1.40056545304e-06	6.90094243545e-06
1591.42098	1.34534275557e-06	6.89581029762e-06
1598.89244	1.45723132778e-06	6.89068108024e-06
1606.3639	1.52896657708e-06	6.88555478216e-06
1613.83536	1.49159571124e-06	6.88043140223e-06
1621.30682	1.53542314189e-06	6.8753109393e-06
1628.77828	1.63482797619e-06	6.87019339221e-06
1636.24974	1.3764276886e-06	6.86507875982e-06
1643.7212	1.54316853888e-06	6.85996704097e-06
1651.19266	1.46496655075e-06	6.85485823452e-06
1658.66412	1.62764235747e-06	6.84975233932e-06
1666.13558	1.56602671811e-06	6.84464935421e-06
1673.60704	1.61648695622e-06	6.83954927804e-06
1681.0785	1.55897047599e-06	6.83445210968e-06
1688.54996	1.55878373757e-06	6.82935784796e-06
1696.02142	1.54006601714e-06	6.82426649174e-06
1703.49288	1.5946620513e-06	6.81917803987e-06
1710.96434	1.57042663675e-06	6.8140924912e-06
1718.4358	1.54720704841e-06	6.80900984459e-06
1725.90726	1.54891702851e-06	6.80393009889e-06
1733.37872	1.56365825377e-06	6.79885325294e-06
1740.85018	1.69302591115e-06	6.79377930561e-06
1748.32164	1.5669172109e-06	6.78870825575e-06
1755.7931	1.75923248033e-06	6.7836401022e-06
1763.26456	1.64060740272e-06	6.77857484383e-06
1770.73602	1.65162785817e-06	6.77351247948e-06
1778.20748	1.4697306897e-06	6.76845300801e-06
1785.67894	1.56814886757e-06	6.76339642828e-06
1793.1504	1.6432108559e-06	6.75834273914e-06
1800.62186	1.41816423444e-06	6.75329193944e-06
1808.09332	1.52349659394e-06	6.74824402805e-06
1815.56478	1.51839761649e-06	6.74319900381e-06
1823.03624	1.47806594975e-06	6.73815686557e-06
1830.5077	1.57779010388e-06	6.73311761221e-06
1837.97916	1.57056750919e-06	6.72808124257e-06
1845.45062	1.61265130364e-06	6.72304775551e-06
1852.92208	1.69863118636e-06	6.71801714988e-06
1860.39354	1.5103611525e-06	6.71298942455e-06
1867.865	1.55836244004e-06	6.70796457836e-06
1875.33646	1.48475683294e-06	6.70294261018e-06
1882.80792	1.52650830724e-06	6.69792351887e-06
1890.27938	1.35822290373e-06	6.69290730328e-06
1897.75084	1.52196062553e-06	6.68789396227e-06
1905.2223	1.49707836313e-06	6.68288349471e-06
1912.69376	1.33267837527e-06	6.67787589944e-06
1920.16522	1.19523268844e-06	6.67287117532e-06
1927.63668	1.15445413213e-06	6.66786932122e-06
1935.10814	1.18898735936e-06	6.662870336e-06
1942.5796	1.24991224911e-06	6.65787421851e-06
1950.05106	1.1589217397e-06	6.65288096762e-06
1957.52252	1.12421884073e-06	6.64789058219e-06
1964.99398	1.12225102781e-06	6.64290306107e-06
1972.46544	1.09782265398e-06	6.63791840312e-06
1979.9369	1.01830151971e-06	6.63293660721e-06
1987.40836	9.70497007557e-07	6.62795767221e-06
1994.87982	8.53605315866e-07	6.62298159696e-06
2002.35128	9.33465715488e-07	6.61800838033e-06
2009.82274	6.2327582703e-07	6.61303802119e-06
2017.2942	6.56943378042e-07	6.60807051839e-06
2024.76566	8.15386356226e-07	6.6031058708e-06
2032.23712	7.93293044427e-07	6.59814407728e-06
2039.70858	6.14118478096e-07	6.5931851367e-06
2047.18004	5.94280586774e-07	6.58822904791e-06
2054.6515	4.51909611285e-07	6.58327580979e-06
2062.12296	5.90264888458e-07	6.57832542118e-06
2069.59442	6.26657707813e-07	6.57337788097e-06
2077.06588	4.36082224639e-07	6.56843318801e-06
2084.53734	3.93111363595e-07	6.56349134117e-06
2092.0088	4.22316329923e-07	6.5585523393e-06
2099.48026	4.19488135646e-07	6.55361618129e-06
2106.95172	3.98023942121e-07	6.54868286598e-06
2114.42318	3.63422539065e-07	6.54375239226e-06
2121.89464	3.58877511463e-07	6.53882475897e-06
2129.3661	4.21800131461e-07	6.533899965e-06
2136.83756	4.23786968132e-07	6.5289780092e-06
2144.30902	3.35922487357e-07	6.52405889044e-06
2151.78048	3.44314248575e-07	6.51914260759e-06
2159.25194	2.7793621483e-07	6.51422915952e-06
2166.7234	2.54015850329e-07	6.50931854509e-06
2174.19486	4.36052467996e-07	6.50441076317e-06
2181.66632	2.49816577776e-07	6.49950581262e-06
2189.13778	3.6323468789e-07	6.49460369233e-06
2196.60924	1.24829204688e-07	6.48970440114e-06
2204.0807	3.96908352023e-07	6.48480793794e-06
2211.55216	4.58144143305e-07	6.4799143016e-06
2219.02362	3.01569336685e-07	6.47502349097e-06
2226.49508	3.47912268174e-07	6.47013550493e-06
2233.96654	4.91029801961e-07	6.46525034235e-06
2241.438	5.16930668473e-07	6.4603680021e-06
2248.90946	2.94070030104e-07	6.45548848305e-06
2256.38092	3.16946170401e-07	6.45061178407e-06
2263.85238	4.16733375911e-07	6.44573790402e-06
2271.32384	4.6121514771e-07	6.44086684179e-06
2278.7953	2.63888110653e-07	6.43599859624e-06
2286.26676	3.19074768602e-07	6.43113316625e-06
2293.73822	3.77545859761e-07	6.42627055067e-06
2301.20968	2.03552272901e-07	6.4214107484e-06
2308.68114	2.47283092793e-07	6.41655375829e-06
2316.1526	4.31562881623e-07	6.41169957922e-06
2323.62406	3.90833424163e-07	6.40684821006e-06
2331.09552	4.02753380762e-07	6.40199964969e-06
2338.56698	3.73506107662e-07	6.39715389698e-06
2346.03844	5.05975008746e-07	6.3923109508e-06
2353.5099	3.76540735719e-07	6.38747081003e-06
2360.98136	2.67380532216e-07	6.38263347354e-06
2368.45282	3.7815165741e-07	6.3777989402e-06
2375.92428	4.41740285367e-07	6.37296720889e-06
2383.39574	4.99567440709e-07	6.36813827848e-06
2390.8672	3.71831448594e-07	6.36331214784e-06
2398.33866	5.00688546425e-07	6.35848881586e-06
2405.81012	5.57054263839e-07	6.35366828141e-06
2413.28158	2.95403823927e-07	6.34885054336e-06
2420.75304	4.40966568788e-07	6.34403560058e-06
2428.2245	3.80868055411e-07	6.33922345197e-06
2435.69596	4.51954299838e-07	6.33441409638e-06
2443.16742	3.71609778071e-07	6.3296075327e-06
2450.63888	4.98081789518e-07	6.32480375981e-06
2458.11034	4.80388461016e-07	6.32000277658e-06
2465.5818	3.64514054225e-07	6.31520458188e-06
2473.05326	5.05759674496e-07	6.31040917461e-06
2480.52472	5.67513688741e-07	6.30561655362e-06
2487.99618	3.17622271386e-07	6.30082671781e-06
2495.46764	4.2644517402e-07	6.29603966605e-06
2502.9391	4.09282168208e-07	6.29125539722e-06
2510.41056	4.10893589035e-07	6.2864739102e-06
2517.88202	3.70777839171e-07	6.28169520387e-06
2525.35348	5.17229565998e-07	6.2769192771e-06
2532.82494	3.03888446173e-07	6.27214612878e-06
2540.2964	3.09756884492e-07	6.26737575778e-06
2547.76786	4.57121253177e-07	6.26260816299e-06
2555.23932	5.52651237671e-07	6.25784334328e-06
2562.71078	5.3344641756e-07	6.25308129754e-06
2570.18224	2.87682243374e-07	6.24832202465e-06
2577.6537	4.93736002556e-07	6.24356552349e-06
2585.12516	6.07401189189e-07	6.23881179294e-06
2592.59662	6.70636643151e-07	6.23406083188e-06
2600.06808	4.32880860067e-07	6.22931263919e-06
2607.53954	5.46787456977e-07	6.22456721376e-06
2615.011	4.85773581099e-07	6.21982455447e-06
2622.48246	4.86375084613e-07	6.2150846602e-06
2629.95392	3.99143111142e-07	6.21034752983e-06
2637.42538	4.23931701338e-07	6.20561316225e-06
2644.89684	4.88894116163e-07	6.20088155634e-06
2652.3683	7.32693793089e-07	6.19615271098e-06
2659.83976	4.98799382855e-07	6.19142662505e-06
2667.31122	2.35977743515e-07	6.18670329745e-06
2674.78268	3.29995358356e-07	6.18198272706e-06
2682.25414	6.55890168317e-07	6.17726491276e-06
2689.7256	2.60287483562e-07	6.17254985343e-06
2697.19706	3.63485929863e-07	6.16783754796e-06
2704.66852	4.21243274775e-07	6.16312799523e-06
2712.13998	4.43198579372e-07	6.15842119414e-06
2719.61144	6.19718633854e-07	6.15371714357e-06
2727.0829	5.78089705921e-07	6.1490158424e-06
2734.55436	4.70044209073e-07	6.14431728952e-06
2742.02582	5.83231510049e-07	6.13962148381e-06
2749.49728	4.44265157407e-07	6.13492842417e-06
2756.96874	1.89518907747e-07	6.13023810948e-06
2764.4402	6.98350795812e-07	6.12555053862e-06
2771.91166	7.0251210579e-07	6.12086571049e-06
2779.38312	2.87882940087e-07	6.11618362398e-06
2786.85458	1.62196448612e-07	6.11150427796e-06
2794.32604	4.02824284989e-07	6.10682767133e-06
2801.7975	6.23746918306e-07	6.10215380299e-06
2809.26896	3.16640972821e-07	6.09748267181e-06
2816.74042	4.96719377352e-07	6.09281427668e-06
2824.21188	2.35374897586e-07	6.0881486165e-06
2831.68334	6.028118352e-07	6.08348569016e-06
2839.1548	5.78474956155e-07	6.07882549654e-06
2846.62626	3.76276957019e-07	6.07416803454e-06
2854.09772	5.07595537028e-07	6.06951330304e-06
2861.56918	4.15242917896e-07	6.06486130094e-06
2869.04064	4.11251517718e-07	6.06021202713e-06
2876.5121	6.34883657587e-07	6.05556548049e-06
2883.98356	3.50722190884e-07	6.05092165993e-06
2891.45502	4.91355617325e-07	6.04628056432e-06
2898.92648	4.21397889202e-07	6.04164219257e-06
2906.39794	4.20356345746e-07	6.03700654356e-06
2913.8694	1.83754831918e-07	6.03237361619e-06
2921.34086	7.64895173472e-07	6.02774340935e-06
2928.81232	5.66126553828e-07	6.02311592194e-06
2936.28378	6.7811961032e-07	6.01849115284e-06
2943.75524	6.69632156178e-07	6.01386910095e-06
2951.2267	5.77177810281e-07	6.00924976516e-06
2958.69816	8.31808007695e-07	6.00463314438e-06
2966.16962	3.72033620854e-07	6.00001923748e-06
2973.64108	6.74919786313e-07	5.99540804337e-06
2981.11254	6.56106447218e-07	5.99079956094e-06
2988.584	4.02812795934e-07	5.98619378908e-06
2996.05546	6.42780138222e-07	5.9815907267e-06
3003.52692	6.57514514519e-07	5.97699037268e-06
3010.99838	5.59901735603e-07	5.97239272592e-06
3018.46984	5.62289815289e-07	5.96779778532e-06
3025.9413	3.92676607742e-07	5.96320554977e-06
3033.41276	4.40215347889e-07	5.95861601818e-06
3040.88422	5.58128251569e-07	5.95402918943e-06
3048.35568	6.01332339894e-07	5.94944506242e-06
3055.82714	5.22912061587e-07	5.94486363605e-06
3063.2986	5.59877795607e-07	5.94028490923e-06
3070.77006	5.51133664203e-07	5.93570888083e-06
3078.24152	2.88033668622e-07	5.93113554978e-06
3085.71298	6.59103759541e-07	5.92656491495e-06
3093.18444	7.66748709148e-07	5.92199697525e-06
3100.6559	5.49713526842e-07	5.91743172959e-06
3108.12736	9.19773564872e-07	5.91286917685e-06
3115.59882	3.82928126319e-07	5.90830931594e-06
3123.07028	7.0435327185e-07	5.90375214575e-06
3130.54174	5.88354207242e-07	5.89919766519e-06
3138.0132	6.69800130508e-07	5.89464587316e-06
3145.48466	4.5718988229e-07	5.89009676855e-06
3152.95612	7.48708310527e-07	5.88555035027e-06
3160.42758	6.53552234264e-07	5.88100661721e-06
3167.89904	4.05112492504e-07	5.87646556829e-06
3175.3705	3.67408050264e-07	5.87192720239e-06
3182.84196	3.41357365286e-07	5.86739151842e-06
3190.31342	5.72524280163e-07	5.86285851529e-06
3197.78488	4.49212778077e-07	5.85832819189e-06
3205.25634	6.32375084537e-07	5.85380054713e-06
3212.7278	5.65087123941e-07	5.8492755799e-06
3220.19926	6.02672602234e-07	5.84475328912e-06
3227.67072	1.1314634533e-07	5.84023367368e-06
3235.14218	5.7606903945e-07	5.83571673249e-06
3242.61364	3.25543824758e-07	5.83120246445e-06
3250.0851	3.27755201855e-07	5.82669086847e-06
3257.55656	4.91728249845e-07	5.82218194344e-06
3265.02802	8.63875942007e-07	5.81767568828e-06
3272.49948	7.66064778764e-07	5.81317210188e-06
3279.97094	3.20104726561e-07	5.80867118316e-06
3287.4424	5.74382107756e-07	5.80417293101e-06
3294.91386	5.5986254917e-07	5.79967734434e-06
3302.38532	6.30301806067e-07	5.79518442206e-06
3309.85678	6.1889303028e-07	5.79069416308e-06
3317.32824	3.44281298469e-07	5.78620656629e-06
3324.7997	3.40171377344e-07	5.78172163061e-06
3332.27116	5.76811216686e-07	5.77723935494e-06
3339.74262	5.70464095834e-07	5.77275973819e-06
3347.21408	5.49589121926e-07	5.76828277926e-06
3354.68554	7.30585013323e-07	5.76380847707e-06
3362.157	5.8519402519e-07	5.75933683051e-06
3369.62846	4.0876571165e-07	5.75486783851e-06
3377.09992	4.2458355373e-07	5.75040149995e-06
3384.57138	2.80644539343e-07	5.74593781377e-06
3392.04284	7.7296840998e-07	5.74147677885e-06
3399.5143	4.90346047835e-07	5.73701839411e-06
3406.98576	6.71964279134e-07	5.73256265847e-06
3414.45722	6.1473617589e-07	5.72810957082e-06
3421.92868	3.66306212791e-07	5.72365913008e-06
3429.40014	4.7776241988e-07	5.71921133516e-06
3436.8716	5.86662299048e-07	5.71476618497e-06
3444.34306	2.95278676808e-07	5.71032367841e-06
3451.81452	2.43405329772e-07	5.7058838144e-06
3459.28598	6.42126820262e-07	5.70144659185e-06
3466.75744	7.41990415453e-07	5.69701200967e-06
3474.2289	2.93679561908e-07	5.69258006678e-06
3481.70036	4.80622023818e-07	5.68815076207e-06
3489.17182	4.31375088893e-07	5.68372409447e-06
3496.64328	3.06570473702e-07	5.67930006289e-06
3504.11474	5.47063848234e-07	5.67487866623e-06
3511.5862	2.78454859479e-07	5.67045990341e-06
3519.05766	3.93027974017e-07	5.66604377335e-06
3526.52912	5.28880180079e-07	5.66163027495e-06
3534.00058	2.67223375801e-07	5.65721940714e-06
3541.47204	5.28533039105e-07	5.65281116881e-06
3548.9435	6.46407482804e-07	5.6484055589e-06
3556.41496	3.97164670583e-07	5.6440025763e-06
3563.88642	3.04859628351e-07	5.63960221994e-06
3571.35788	4.01303930548e-07	5.63520448872e-06
3578.82934	2.49397663082e-07	5.63080938158e-06
3586.3008	2.33121206114e-07	5.6264168974e-06
3593.77226	3.63288265072e-07	5.62202703513e-06
3601.24372	5.75022692281e-07	5.61763979366e-06
3608.71518	3.22831307379e-07	5.61325517192e-06
3616.18664	1.95001796246e-07	5.60887316882e-06
3623.6581	6.13429869375e-07	5.60449378327e-06
3631.12956	3.00986687238e-07	5.6001170142e-06
3638.60102	2.82766832293e-07	5.59574286052e-06
3646.07248	6.03123903967e-07	5.59137132115e-06
3653.54394	4.11803125101e-07	5.587002395e-06
3661.0154	7.44684543284e-07	5.58263608099e-06
3668.48686	6.27038159197e-07	5.57827237804e-06
3675.95832	7.56010416547e-07	5.57391128507e-06
3683.42978	6.59008995919e-07	5.569552801e-06
3690.90124	4.08142164901e-07	5.56519692473e-06
3698.3727	4.28517168026e-07	5.5608436552e-06
3705.84416	4.48904651961e-07	5.55649299133e-06
3713.31562	6.92137365963e-07	5.55214493202e-06
3720.78708	4.76610024634e-07	5.5477994762e-06
3728.25854	3.54558440943e-07	5.54345662279e-06
3735.73	2.07678752312e-07	5.53911637072e-06
3743.20146	6.89422880873e-07	5.53477871889e-06
3750.67292	5.29187867147e-07	5.53044366623e-06
3758.14438	7.36689755977e-07	5.52611121166e-06
3765.61584	2.35833676822e-07	5.52178135411e-06
3773.0873	6.60212384513e-07	5.51745409249e-06
3780.55876	2.91208593249e-07	5.51312942572e-06
3788.03022	3.66297033844e-07	5.50880735273e-06
3795.50168	3.50913015795e-07	5.50448787243e-06
3802.97314	2.67618016118e-07	5.50017098376e-06
3810.4446	4.64039617296e-07	5.49585668563e-06
3817.91606	4.87417377375e-07	5.49154497696e-06
3825.38752	8.04344027012e-07	5.48723585669e-06
3832.85898	6.87522024053e-07	5.48292932372e-06
3840.33044	5.294629224e-07	5.47862537699e-06
3847.8019	4.93291087258e-07	5.47432401541e-06
3855.27336	3.16809288438e-07	5.47002523792e-06
3862.74482	5.08737172403e-07	5.46572904344e-06
3870.21628	7.2293967792e-07	5.46143543088e-06
3877.68774	5.6011539308e-07	5.45714439919e-06
3885.1592	7.66154274382e-07	5.45285594727e-06
3892.63066	7.59967215078e-07	5.44857007405e-06
3900.10212	7.12391540415e-07	5.44428677847e-06
3907.57358	3.49347244361e-07	5.44000605945e-06
3915.04504	7.17534066007e-07	5.43572791591e-06
3922.5165	8.97374503112e-07	5.43145234677e-06
3929.98796	5.03597300817e-07	5.42717935097e-06
3937.45942	4.14957795382e-07	5.42290892744e-06
3944.93088	3.35600992011e-07	5.41864107509e-06
3952.40234	4.0895793653e-07	5.41437579286e-06
3959.8738	9.14813623877e-07	5.41011307967e-06
3967.34526	7.83832386977e-07	5.40585293445e-06
3974.81672	9.14762618447e-07	5.40159535613e-06
3982.28818	5.06173552308e-07	5.39734034364e-06
3989.75964	6.73842145855e-07	5.3930878959e-06
3997.2311	6.74073242346e-07	5.38883801185e-06
4004.70256	5.86313048266e-07	5.38459069041e-06
4012.17402	6.1300625633e-07	5.38034593051e-06
