1.875	   1.84562	    159504
5.625	   1.83986	     89074
9.375	   2.11651	     99686
13.125	   1.77159	     97601
16.875	   3.05535	     91354
20.625	   4.09099	    110246
24.375	   3.04564	    183603
28.125	   2.28837	    127315
31.875	   2.93171	    117794
35.625	   2.65422	     70618
39.375	   2.81880	     66762
43.125	   2.82882	     71200
46.875	   2.81750	     65555
50.625	   2.78697	     71077
54.375	   3.11598	     67409
58.125	   4.30844	     79309
61.875	   4.73927	     79700
65.625	   3.37569	     98104
69.375	   2.54538	    113854
73.125	   2.74834	    131263
76.875	   2.60072	    158497
80.625	   2.65972	    177209
84.375	   2.72941	    197790
88.125	   2.80794	    212267
91.875	   2.75079	    223820
95.625	   2.88453	    232503
99.375	   2.96271	    237056
103.125	   3.31043	    243296
106.875	   3.75294	    244250
110.625	   4.35748	    247433
114.375	   5.07139	    249144
118.125	   5.88105	    250095
121.875	   6.80166	    250935
125.625	   7.79542	    251794
129.375	   8.90552	    251874
133.125	  10.03742	    252539
136.875	  11.23093	    252990
140.625	  12.40068	    253227
144.375	  13.61270	    252913
148.125	  14.78826	    253956
151.875	  15.98504	    253526
155.625	  17.16618	    253482
159.375	  18.34648	    253888
163.125	  19.52101	    254108
166.875	  20.61447	    254664
170.625	  21.65877	    254533
174.375	  22.68977	    254583
178.125	  23.73558	    254823
181.875	  24.73868	    254079
185.625	  25.74102	    254503
189.375	  26.69649	    254802
193.125	  27.56632	    254761
196.875	  28.36833	    254984
200.625	  29.19021	    254867
204.375	  29.96098	    254790
208.125	  30.67592	    254631
211.875	  31.37994	    255110
215.625	  32.07430	    254955
219.375	  32.73019	    255141
223.125	  33.33837	    255080
226.875	  33.94529	    254795
230.625	  34.50337	    254884
234.375	  35.01194	    254974
238.125	  35.52199	    255003
241.875	  35.99885	    254906
245.625	  36.39992	    255030
249.375	  36.77520	    255256
253.125	  37.12013	    254980
256.875	  37.44834	    255319
260.625	  37.75891	    254839
264.375	  38.00518	    255152
268.125	  38.18513	    255343
271.875	  38.30833	    254890
275.625	  38.40748	    254947
279.375	  38.48843	    254653
283.125	  38.50549	    254825
286.875	  38.50203	    254907
290.625	  38.48552	    255097
294.375	  38.42078	    255060
298.125	  38.34015	    254570
301.875	  38.24781	    254873
305.625	  38.09707	    254844
309.375	  37.94225	    254253
313.125	  37.77704	    254904
316.875	  37.59079	    254797
320.625	  37.39289	    254789
324.375	  37.14148	    254731
328.125	  36.90307	    254679
331.875	  36.64594	    254980
335.625	  36.38854	    254288
339.375	  36.11890	    254731
343.125	  35.78429	    254484
346.875	  35.45870	    254366
350.625	  35.17323	    253918
354.375	  34.88293	    254345
358.125	  34.58277	    253909
361.875	  34.25272	    254360
365.625	  33.92289	    253873
369.375	  33.60777	    253615
373.125	  33.27333	    254160
376.875	  32.94809	    253581
380.625	  32.61500	    254359
384.375	  32.30556	    253735
388.125	  32.00753	    253344
391.875	  31.66313	    253658
395.625	  31.32983	    253377
399.375	  31.00819	    253515
403.125	  30.65361	    253475
406.875	  30.31354	    253098
410.625	  30.03559	    253633
414.375	  29.72407	    253226
418.125	  29.37796	    252966
421.875	  29.08173	    252917
425.625	  28.77418	    253007
429.375	  28.46476	    253170
433.125	  28.14974	    253213
436.875	  27.83679	    252667
440.625	  27.56542	    252885
444.375	  27.29134	    253010
448.125	  27.00904	    253224
451.875	  26.72946	    252357
455.625	  26.44482	    252544
459.375	  26.16836	    252728
463.125	  25.88653	    252125
466.875	  25.60734	    252253
470.625	  25.34678	    252119
474.375	  25.08903	    251976
478.125	  24.81161	    251897
481.875	  24.55015	    252095
485.625	  24.29147	    252015
489.375	  24.04849	    252261
493.125	  23.83150	    251944
496.875	  23.56477	    251883
500.625	  23.30199	    251493
504.375	  23.07031	    251741
508.125	  22.83630	    251586
511.875	  22.57619	    251432
515.625	  22.32878	    251533
519.375	  22.11847	    251152
523.125	  21.90753	    250863
526.875	  21.67500	    251271
530.625	  21.44706	    250661
534.375	  21.23837	    250758
538.125	  21.02734	    250868
541.875	  20.80802	    250696
545.625	  20.59415	    250422
549.375	  20.37991	    250308
553.125	  20.14832	    250673
556.875	  19.93720	    250375
560.625	  19.75568	    250457
564.375	  19.56466	    250260
568.125	  19.36991	    250390
571.875	  19.17742	    249708
575.625	  18.97674	    249858
579.375	  18.78030	    249178
583.125	  18.59851	    250045
586.875	  18.42561	    249011
590.625	  18.25870	    249068
594.375	  18.08489	    248978
598.125	  17.90706	    249313
601.875	  17.74130	    248814
605.625	  17.58090	    248766
609.375	  17.39987	    248522
613.125	  17.22841	    248472
616.875	  17.08686	    248696
620.625	  16.92766	    248225
624.375	  16.75255	    247875
628.125	  16.58845	    247872
631.875	  16.44808	    247814
635.625	  16.30270	    247279
639.375	  16.14793	    247597
643.125	  16.00127	    247653
646.875	  15.86194	    247318
650.625	  15.71887	    247386
654.375	  15.57022	    247006
658.125	  15.44256	    246701
661.875	  15.30773	    246904
665.625	  15.16246	    246225
669.375	  15.03280	    245858
673.125	  14.90145	    246178
676.875	  14.76778	    246357
680.625	  14.62939	    245307
684.375	  14.49629	    245224
688.125	  14.38068	    245073
691.875	  14.25475	    245117
695.625	  14.12470	    245253
699.375	  14.01354	    244134
703.125	  13.90706	    244486
706.875	  13.78865	    244233
710.625	  13.67160	    243931
714.375	  13.56040	    244099
718.125	  13.43710	    243425
721.875	  13.32612	    243010
725.625	  13.23038	    243078
729.375	  13.11171	    243302
733.125	  13.00941	    243068
736.875	  12.90838	    242179
740.625	  12.78531	    241867
744.375	  12.67426	    242075
748.125	  12.57613	    241518
751.875	  12.48539	    241443
755.625	  12.36970	    241011
759.375	  12.25904	    240607
763.125	  12.17176	    240664
766.875	  12.07443	    240352
770.625	  11.96545	    240392
774.375	  11.87374	    239208
778.125	  11.77224	    239773
781.875	  11.66972	    239173
785.625	  11.59234	    238840
789.375	  11.51123	    238659
793.125	  11.41887	    238766
796.875	  11.33434	    237522
800.625	  11.23311	    237475
804.375	  11.13969	    237307
808.125	  11.07382	    237000
811.875	  10.98572	    236909
815.625	  10.89734	    235757
819.375	  10.81702	    235558
823.125	  10.71990	    235394
826.875	  10.63665	    235441
830.625	  10.56360	    235019
834.375	  10.48707	    235064
838.125	  10.41130	    234236
841.875	  10.32970	    234558
845.625	  10.24299	    233694
849.375	  10.16761	    233135
853.125	  10.08597	    233370
856.875	  10.00872	    232141
860.625	   9.94226	    232219
864.375	   9.87942	    232300
868.125	   9.81018	    231629
871.875	   9.73439	    231223
875.625	   9.66168	    230509
879.375	   9.59077	    230104
883.125	   9.51205	    229963
886.875	   9.44096	    229609
890.625	   9.38068	    229194
894.375	   9.31983	    228427
898.125	   9.25502	    228271
901.875	   9.18543	    227498
905.625	   9.12374	    227135
909.375	   9.06300	    227018
913.125	   8.98440	    226436
916.875	   8.92917	    226142
920.625	   8.88893	    225677
924.375	   8.81613	    225106
928.125	   8.73898	    224939
931.875	   8.68842	    224244
935.625	   8.63420	    224101
939.375	   8.56207	    223816
943.125	   8.51441	    223046
946.875	   8.47972	    222494
950.625	   8.41604	    222036
954.375	   8.35792	    221455
958.125	   8.30331	    221430
961.875	   8.23782	    220864
965.625	   8.18165	    220404
969.375	   8.14073	    220292
973.125	   8.09436	    219690
976.875	   8.03748	    219370
980.625	   7.98883	    218478
984.375	   7.93840	    218094
988.125	   7.88078	    217571
991.875	   7.83222	    217031
995.625	   7.79214	    216302
999.375	   7.74851	    216222
1003.125	   7.70381	    215430
1006.875	   7.65392	    215115
1010.625	   7.60330	    215048
1014.375	   7.56339	    214821
1018.125	   7.52146	    213771
1021.875	   7.48025	    213321
1025.625	   7.42806	    213248
1029.375	   7.37685	    212360
1033.125	   7.34095	    212441
1036.875	   7.29924	    211827
1040.625	   7.25651	    211112
1044.375	   7.20975	    210779
1048.125	   7.17033	    209829
1051.875	   7.14015	    209841
1055.625	   7.10369	    209054
1059.375	   7.05075	    208300
1063.125	   7.01458	    208173
1066.875	   6.98162	    207316
1070.625	   6.94354	    206767
1074.375	   6.90749	    206455
1078.125	   6.85848	    205647
1081.875	   6.81996	    205151
1085.625	   6.78821	    205022
1089.375	   6.75265	    204705
1093.125	   6.72438	    203885
1096.875	   6.69668	    202881
1100.625	   6.65816	    203055
1104.375	   6.61059	    202319
1108.125	   6.56938	    201841
1111.875	   6.53526	    200854
1115.625	   6.50288	    200618
1119.375	   6.47178	    200045
1123.125	   6.44646	    199793
1126.875	   6.41886	    199333
1130.625	   6.38453	    198333
1134.375	   6.34474	    198327
1138.125	   6.30763	    197181
1141.875	   6.26981	    196221
1145.625	   6.23465	    196635
1149.375	   6.21191	    196088
1153.125	   6.18843	    195124
1156.875	   6.15686	    194371
1160.625	   6.12857	    194503
1164.375	   6.09933	    193943
1168.125	   6.07512	    193115
1171.875	   6.04308	    192947
1175.625	   6.00303	    192011
1179.375	   5.97255	    191487
1183.125	   5.94797	    190950
1186.875	   5.91347	    190579
1190.625	   5.88011	    190077
1194.375	   5.85285	    189605
1198.125	   5.82876	    189267
1201.875	   5.80645	    188252
1205.625	   5.78004	    187808
1209.375	   5.75150	    187379
1213.125	   5.73591	    186809
1216.875	   5.71603	    185774
1220.625	   5.67892	    185712
1224.375	   5.64903	    184960
1228.125	   5.62882	    184441
1231.875	   5.60093	    183526
1235.625	   5.57232	    182838
1239.375	   5.55110	    182930
1243.125	   5.52938	    182321
1246.875	   5.50384	    181775
1250.625	   5.47517	    181460
1254.375	   5.44716	    180513
1258.125	   5.42496	    179721
1261.875	   5.40881	    179669
1265.625	   5.38157	    178989
1269.375	   5.35400	    178069
1273.125	   5.33801	    177936
1276.875	   5.31989	    177584
1280.625	   5.29243	    176626
1284.375	   5.26969	    176233
1288.125	   5.25201	    175567
1291.875	   5.22227	    175517
1295.625	   5.19675	    174763
1299.375	   5.18129	    174020
1303.125	   5.16211	    173037
1306.875	   5.13978	    173035
1310.625	   5.12199	    172366
1314.375	   5.09894	    171783
1318.125	   5.07611	    170956
1321.875	   5.05937	    171016
1325.625	   5.04184	    169923
1329.375	   5.01801	    169401
1333.125	   4.99577	    168823
1336.875	   4.97435	    168184
1340.625	   4.95024	    167239
1344.375	   4.93358	    167248
1348.125	   4.91772	    166803
1351.875	   4.89690	    166204
1355.625	   4.87802	    165847
1359.375	   4.86230	    165173
1363.125	   4.84304	    164394
1366.875	   4.82603	    164084
1370.625	   4.80642	    163997
1374.375	   4.78141	    163010
1378.125	   4.76338	    162446
1381.875	   4.75174	    161876
1385.625	   4.73515	    160998
1389.375	   4.71842	    160348
1393.125	   4.69792	    159715
1396.875	   4.67864	    158816
1400.625	   4.66480	    158863
1404.375	   4.65147	    158423
1408.125	   4.63599	    157902
1411.875	   4.61841	    156706
1415.625	   4.59720	    156115
1419.375	   4.56918	    156566
1423.125	   4.54915	    154969
1426.875	   4.53519	    154856
1430.625	   4.51997	    154200
1434.375	   4.50623	    153579
1438.125	   4.48937	    152961
1441.875	   4.47688	    152432
1445.625	   4.45483	    151971
1449.375	   4.43288	    151504
1453.125	   4.42624	    150943
1456.875	   4.41552	    150176
1460.625	   4.38535	    149080
1464.375	   4.37297	    149147
1468.125	   4.36211	    147928
1471.875	   4.34586	    147915
1475.625	   4.33313	    147460
1479.375	   4.32249	    146680
1483.125	   4.30257	    145815
1486.875	   4.28464	    145659
1490.625	   4.27060	    144520
1494.375	   4.24802	    144474
1498.125	   4.23041	    143335
1501.875	   4.22134	    142513
1505.625	   4.20590	    142338
1509.375	   4.19064	    141813
1513.125	   4.17697	    141235
1516.875	   4.16380	    140969
1520.625	   4.15317	    139987
1524.375	   4.13828	    139120
1528.125	   4.11818	    138804
1531.875	   4.10334	    137797
1535.625	   4.08550	    136728
1539.375	   4.07179	    136669
1543.125	   4.06244	    135924
1546.875	   4.05314	    135617
1550.625	   4.03514	    135053
1554.375	   4.01767	    133675
1558.125	   4.00194	    133366
1561.875	   3.98242	    132718
1565.625	   3.96692	    131668
1569.375	   3.94761	    131073
1573.125	   3.93350	    130195
1576.875	   3.92383	    130209
1580.625	   3.91093	    129330
1584.375	   3.90123	    128349
1588.125	   3.88386	    127475
1591.875	   3.86097	    127383
1595.625	   3.85059	    126366
1599.375	   3.83864	    125880
1603.125	   3.81905	    125273
1606.875	   3.80512	    124262
1610.625	   3.79497	    122970
1614.375	   3.78051	    123377
1618.125	   3.76737	    122869
1621.875	   3.75183	    121723
1625.625	   3.73162	    121127
1629.375	   3.71797	    120424
1633.125	   3.70701	    119619
1636.875	   3.69817	    119641
1640.625	   3.68601	    118693
1644.375	   3.65927	    117942
1648.125	   3.64163	    116571
1651.875	   3.64415	    116878
1655.625	   3.63176	    115896
1659.375	   3.61118	    115149
1663.125	   3.60044	    114554
1666.875	   3.58925	    113948
1670.625	   3.57518	    113540
1674.375	   3.56238	    112989
1678.125	   3.54631	    111478
1681.875	   3.53017	    111290
1685.625	   3.52235	    110106
1689.375	   3.51050	    110142
1693.125	   3.49617	    109380
1696.875	   3.48919	    108997
1700.625	   3.47647	    108855
1704.375	   3.46250	    107806
1708.125	   3.45528	    107064
1711.875	   3.43797	    106280
1715.625	   3.41917	    105645
1719.375	   3.40907	    104806
1723.125	   3.40013	    105009
1726.875	   3.39067	    103622
1730.625	   3.38750	    103501
1734.375	   3.37312	    103020
1738.125	   3.36378	    102514
1741.875	   3.35223	    101567
1745.625	   3.33406	    101032
1749.375	   3.32031	    100253
1753.125	   3.31228	     99540
1756.875	   3.30470	     99415
1760.625	   3.29757	     98530
1764.375	   3.28339	     97853
1768.125	   3.27468	     97846
1771.875	   3.26880	     96953
1775.625	   3.25548	     96507
1779.375	   3.24316	     95194
1783.125	   3.23130	     95446
1786.875	   3.22112	     94343
1790.625	   3.20943	     94237
1794.375	   3.20141	     93680
1798.125	   3.19089	     93122
1801.875	   3.18138	     92628
1805.625	   3.17767	     92090
1809.375	   3.16904	     91049
1813.125	   3.15262	     90363
1816.875	   3.14064	     89435
1820.625	   3.13179	     88892
1824.375	   3.12515	     88287
1828.125	   3.11895	     87925
1831.875	   3.10873	     87434
1835.625	   3.09896	     87222
1839.375	   3.09185	     86370
1843.125	   3.08040	     85932
1846.875	   3.06626	     85603
1850.625	   3.05691	     84588
1854.375	   3.04442	     84184
1858.125	   3.03362	     84183
1861.875	   3.02555	     83413
1865.625	   3.01898	     82013
1869.375	   3.01232	     82153
1873.125	   3.00526	     81841
1876.875	   2.99637	     81222
1880.625	   2.98917	     80303
1884.375	   2.98406	     79854
1888.125	   2.97057	     79632
1891.875	   2.96406	     79243
1895.625	   2.95870	     78796
1899.375	   2.94357	     78187
1903.125	   2.93495	     77640
1906.875	   2.93277	     76955
1910.625	   2.92507	     76426
1914.375	   2.91557	     76294
1918.125	   2.90350	     75882
1921.875	   2.89885	     75712
1925.625	   2.89721	     74776
1929.375	   2.88992	     74893
1933.125	   2.88033	     73742
1936.875	   2.87065	     73696
1940.625	   2.86206	     73178
1944.375	   2.85409	     72864
1948.125	   2.84783	     72548
1951.875	   2.84280	     71368
1955.625	   2.83824	     71059
1959.375	   2.83173	     70790
1963.125	   2.82559	     69839
1966.875	   2.81878	     69696
1970.625	   2.80770	     69059
1974.375	   2.80176	     68863
1978.125	   2.79695	     68490
1981.875	   2.79328	     67835
1985.625	   2.78379	     67281
1989.375	   2.77134	     67211
1993.125	   2.76373	     66782
1996.875	   2.76094	     66324
2000.625	   2.75329	     65564
2004.375	   2.74505	     65530
2008.125	   2.74058	     65221
2011.875	   2.73785	     64854
2015.625	   2.72750	     64009
2019.375	   2.71941	     63925
2023.125	   2.71327	     63743
2026.875	   2.71104	     63254
2030.625	   2.70395	     62771
2034.375	   2.69699	     62631
2038.125	   2.69148	     62131
2041.875	   2.68922	     61968
2045.625	   2.68262	     61490
2049.375	   2.67366	     61007
2053.125	   2.66803	     60815
2056.875	   2.66753	     60342
2060.625	   2.66367	     60001
2064.375	   2.65842	     59797
2068.125	   2.65069	     59560
2071.875	   2.64631	     59171
2075.625	   2.64212	     58894
2079.375	   2.63743	     58239
2083.125	   2.63273	     58082
2086.875	   2.62627	     57802
2090.625	   2.62392	     57370
2094.375	   2.61862	     57268
2098.125	   2.61031	     56965
2101.875	   2.60838	     56321
2105.625	   2.60431	     55733
2109.375	   2.59844	     55467
2113.125	   2.59556	     55564
2116.875	   2.58919	     55288
2120.625	   2.58570	     54914
2124.375	   2.58418	     54497
2128.125	   2.57787	     53952
2131.875	   2.57226	     54131
2135.625	   2.56882	     53441
2139.375	   2.56052	     53258
2143.125	   2.55190	     52592
2146.875	   2.55114	     52511
2150.625	   2.55224	     52343
2154.375	   2.54660	     52052
2158.125	   2.53946	     51831
2161.875	   2.53653	     51193
2165.625	   2.53336	     51151
2169.375	   2.52742	     50897
2173.125	   2.52235	     50725
2176.875	   2.51736	     50259
2180.625	   2.51208	     50341
2184.375	   2.51111	     49838
2188.125	   2.50859	     49938
2191.875	   2.50326	     49355
2195.625	   2.49911	     49135
2199.375	   2.49442	     48689
2203.125	   2.49307	     48589
2206.875	   2.49061	     48403
2210.625	   2.48493	     48215
2214.375	   2.48249	     47781
2218.125	   2.48040	     47431
2221.875	   2.47608	     47058
2225.625	   2.47286	     47393
2229.375	   2.46858	     46920
2233.125	   2.46342	     46567
2236.875	   2.46114	     46378
2240.625	   2.45867	     46293
2244.375	   2.45563	     46238
2248.125	   2.45269	     45631
2251.875	   2.44686	     45707
2255.625	   2.44321	     45499
2259.375	   2.44229	     45111
2263.125	   2.44083	     44928
2266.875	   2.43576	     45001
2270.625	   2.43202	     44419
2274.375	   2.43106	     44150
2278.125	   2.42902	     44106
2281.875	   2.42669	     44192
2285.625	   2.42048	     43920
2289.375	   2.42059	     43407
2293.125	   2.41775	     43754
2296.875	   2.41185	     43188
2300.625	   2.41376	     42722
2304.375	   2.41127	     42605
2308.125	   2.40616	     42627
2311.875	   2.40272	     42565
2315.625	   2.40192	     42132
2319.375	   2.40068	     42103
2323.125	   2.39811	     41748
2326.875	   2.39367	     41863
2330.625	   2.39325	     41542
2334.375	   2.38924	     41408
2338.125	   2.38413	     41456
2341.875	   2.38222	     40984
2345.625	   2.38299	     40743
2349.375	   2.37914	     41059
2353.125	   2.37479	     40769
2356.875	   2.37421	     40166
2360.625	   2.37301	     40009
2364.375	   2.37082	     40005
2368.125	   2.36867	     40306
2371.875	   2.36797	     39809
2375.625	   2.36524	     39334
2379.375	   2.36172	     39391
2383.125	   2.36265	     39213
2386.875	   2.36230	     39240
2390.625	   2.35310	     38845
2394.375	   2.34950	     38707
2398.125	   2.35252	     38666
2401.875	   2.35106	     38433
2405.625	   2.34737	     38689
2409.375	   2.34477	     38430
2413.125	   2.33932	     38290
2416.875	   2.33896	     38055
2420.625	   2.34063	     37896
2424.375	   2.33819	     37533
2428.125	   2.33223	     37702
2431.875	   2.33093	     37015
2435.625	   2.33263	     37142
2439.375	   2.33258	     36872
2443.125	   2.32945	     36935
2446.875	   2.32738	     37130
2450.625	   2.32738	     36922
2454.375	   2.32296	     36694
2458.125	   2.31950	     36699
2461.875	   2.31943	     36492
2465.625	   2.31655	     36154
2469.375	   2.31180	     35870
2473.125	   2.31157	     35953
2476.875	   2.31190	     36054
2480.625	   2.31101	     35442
2484.375	   2.31101	     35865
2488.125	   2.30863	     35349
2491.875	   2.30644	     35450
2495.625	   2.30653	     34803
2499.375	   2.30412	     34856
2503.125	   2.29731	     34846
2506.875	   2.29671	     34629
2510.625	   2.29934	     34603
2514.375	   2.29593	     34258
2518.125	   2.29285	     34539
2521.875	   2.29368	     34350
2525.625	   2.29104	     34048
2529.375	   2.28733	     34058
2533.125	   2.28495	     34237
2536.875	   2.28471	     33665
2540.625	   2.28278	     33627
2544.375	   2.28066	     33651
2548.125	   2.27905	     33591
2551.875	   2.27788	     33326
2555.625	   2.27662	     33223
2559.375	   2.27502	     32858
2563.125	   2.27459	     32878
2566.875	   2.27371	     32736
2570.625	   2.27328	     32884
2574.375	   2.26924	     32558
2578.125	   2.26919	     32691
2581.875	   2.27023	     32611
2585.625	   2.26519	     32445
2589.375	   2.26202	     32250
2593.125	   2.25997	     32112
2596.875	   2.25745	     31996
2600.625	   2.25758	     32097
