0;0;0;6;0;0;2;6;0;0
0;0;0;4;0;0;0;11;0;0
0;0;0;2;0;0;1;7;0;0
0;0;0;5;0;0;1;1;0;2
0;0;0;12;0;0;2;4;0;0
0;1;0;8;0;0;0;8;0;0
0;0;0;5;0;0;2;0;0;0
0;0;0;7;0;0;0;9;0;0
1;0;0;7;0;0;2;8;0;0
0;0;0;6;0;0;1;7;0;1
0;0;0;9;0;0;3;3;0;0
0;0;0;3;0;0;0;2;0;0
0;0;0;10;0;0;2;8;0;0
0;0;0;7;0;0;4;12;0;0
0;0;0;7;0;0;0;2;0;0
0;0;1;8;0;0;4;6;0;0
0;0;0;9;0;2;2;2;0;0
0;0;0;9;0;0;0;2;0;0
0;0;0;7;0;0;0;9;0;0
0;1;0;12;0;0;1;5;0;0
0;0;0;5;0;0;0;6;0;0
0;0;0;10;0;0;3;10;0;1
1;0;0;1;0;0;0;4;0;0
0;0;0;6;0;0;1;4;0;0
0;0;0;5;0;0;1;8;0;0
0;0;0;8;0;0;0;9;0;0
0;0;0;5;0;0;1;10;0;0
0;0;0;5;0;0;1;13;0;0
0;0;0;10;0;0;0;7;0;0
0;0;0;9;0;0;2;1;0;1
0;0;0;8;0;0;0;4;0;0
1;0;0;8;0;1;0;4;0;0
0;0;0;5;0;0;3;4;0;0
0;0;0;7;0;0;0;9;0;1
1;0;0;10;0;0;2;2;0;0
0;0;0;8;0;0;1;8;0;0
0;0;0;5;0;1;0;2;0;0
0;0;0;9;0;0;1;5;0;1
0;0;0;7;0;0;1;5;0;0
0;0;1;3;0;0;2;4;0;0
0;0;0;5;0;0;1;2;0;0
0;0;1;3;0;0;2;5;0;0
0;0;1;2;0;0;2;6;0;0
0;0;0;9;0;0;1;7;0;1
0;0;0;6;0;0;1;3;0;0
0;0;0;7;0;0;0;3;0;0
0;0;0;2;0;0;0;5;0;1
0;0;0;6;0;0;1;6;0;0
0;0;0;9;0;0;0;7;0;0
0;1;0;7;0;0;1;12;0;0
0;0;0;10;0;0;0;8;0;0
0;1;1;8;0;0;3;8;0;0
0;0;0;7;0;0;2;4;0;0
0;0;0;6;0;0;1;6;0;0
0;0;0;9;0;0;6;5;0;1
0;0;0;4;0;0;3;4;0;0
0;0;0;9;0;0;0;1;0;0
0;0;0;7;0;0;2;12;0;0
0;0;0;7;0;0;2;5;0;0
0;0;0;8;0;0;1;3;0;0
0;0;0;6;0;0;3;13;0;1
0;0;0;2;0;0;0;1;0;1
0;1;0;5;0;0;0;2;0;0
0;0;0;13;0;0;0;3;0;0
0;1;1;3;0;0;0;6;0;0
0;0;0;2;0;1;2;0;0;0
0;0;0;12;0;0;2;7;0;0
0;0;0;6;0;0;0;8;0;0
1;0;0;3;0;0;1;9;0;0
0;0;0;6;0;0;1;1;0;0
0;0;0;6;0;0;2;1;0;0
0;0;0;5;0;0;2;13;0;0
0;0;0;8;0;0;0;4;0;0
0;0;0;4;0;1;1;1;0;0
1;0;0;6;0;0;1;2;0;0
0;0;0;6;0;0;1;7;0;0
0;0;0;7;0;0;1;3;0;1
0;1;0;11;1;0;0;4;0;0
0;0;0;6;0;0;2;7;0;0
0;0;1;5;0;0;0;9;0;0
0;0;0;5;0;0;1;1;0;1
0;0;0;10;0;0;3;3;0;0
0;0;0;8;0;0;0;0;0;0
0;0;0;5;0;0;1;0;0;0
0;0;0;9;0;0;0;8;0;0
0;0;0;7;0;0;0;11;0;0
0;0;0;6;0;0;2;5;0;0
0;0;0;5;0;0;0;6;0;1
0;0;1;7;0;0;2;8;0;0
0;0;0;3;0;0;1;1;0;0
0;0;0;8;0;0;0;1;0;0
0;0;0;9;0;0;0;6;0;1
0;0;0;5;0;0;1;6;0;0
0;0;0;8;0;0;0;10;0;0
0;1;0;2;0;0;2;8;0;1
0;0;0;4;0;0;1;3;0;0
0;0;0;4;0;0;0;6;0;1
0;0;0;8;0;0;2;1;0;0
0;0;1;8;0;0;0;5;0;0
0;0;0;12;0;0;2;5;0;0
0;0;0;6;0;0;4;0;0;0
0;0;0;9;0;0;2;3;0;0
0;0;0;6;0;0;2;6;0;0
0;0;0;4;0;0;0;0;0;0
1;0;0;5;0;0;1;0;0;0
0;0;0;9;0;0;0;0;0;0
0;0;0;7;0;0;1;2;0;1
0;0;0;8;0;0;1;6;0;0
0;0;0;4;0;0;1;13;0;0
0;0;0;11;0;0;0;4;0;1
0;0;1;8;0;0;0;9;0;0
0;0;0;7;0;1;1;2;0;1
0;0;0;5;0;0;2;4;0;0
0;0;0;8;0;0;1;1;0;0
0;0;0;4;0;0;2;8;0;0
0;0;0;10;0;0;1;3;0;0
0;0;0;13;0;0;1;7;0;0
0;0;0;9;0;0;1;15;0;0
0;0;0;4;0;0;0;12;0;0
0;0;0;12;0;1;3;2;0;0
0;0;0;12;0;0;2;2;0;0
0;0;1;6;0;0;2;0;0;0
0;0;0;4;0;0;0;4;0;0
0;0;0;8;0;0;0;7;0;0
0;1;0;1;0;0;1;12;0;0
0;0;0;6;0;0;1;7;0;0
0;0;0;4;0;0;1;6;0;0
0;1;0;6;0;0;4;3;0;0
0;0;0;9;0;0;1;0;0;0
0;0;0;7;0;0;1;3;0;0
0;0;0;2;0;0;0;7;0;0
0;0;0;8;0;0;0;1;0;0
0;0;0;8;0;0;1;5;0;0
0;0;0;7;0;0;3;9;0;1
0;1;1;6;0;0;2;4;0;0
0;0;0;7;0;0;2;3;0;0
